Time,sp_0
0,0
5.202242893326643,7
7.719450639871598,10
16.996249613265437,19
22.36468116224162,22
25.67087283212772,25
33.00952313378552,28
38.75087705190838,32
43.57516215094139,40
51.56525649047228,44
55.51610087239914,52
63.25820792069424,59
70.19358955868444,67
75.63406155978406,74
81.2093902891162,83
86.66362409436643,96
91.87630635733117,99
98.14297818054905,104
104.48794788639701,111
109.76703100645668,116
114.44524796647725,121
121.22259186109943,129
126.10961233038917,137
132.0251503130243,143
137.77041822037538,146
143.172948864395,154
149.17820539536615,161
152.81547772604907,166
159.68129269696468,172
168.28224537193762,176
173.90145894845014,183
178.8591223623689,191
184.5503776142402,195
189.87334099232086,200
194.92466962429177,210
200.6718683072651,217
206.3811944532461,222
209.22557573765874,225
218.43503203550108,231
223.4855501517039,237
230.8750692064883,243
236.26923565262734,251
243.45338449459157,260
248.9894239190838,266
257.0521724687813,275
261.6899478928837,277
268.01111628535506,283
274.7409755692614,288
278.2552817557641,292
283.711760917262,299
290.20575315316864,301
293.4587010486576,306
302.0215607804451,311
308.662242678428,320
316.2043265634617,328
319.7345073635865,335
327.5885298325936,346
333.36399707135354,353
343.6859666832876,361
349.43550088298673,367
354.70803432417944,374
359.7042200575066,383
367.3068038067554,388
370.45151083290324,391
378.56628163176435,400
383.38175815962364,405
390.3545132394307,414
395.66715849231275,418
402.2185965062913,428
405.7625199067552,433
412.9590998989623,438
416.00430947409063,443
423.1404663060371,448
429.032881368191,455
434.6695374238116,465
441.1089295397233,471
446.9496478104816,475
453.3451647836846,480
458.73886732227004,487
463.7063560252143,490
468.3442848700078,500
475.84001581339913,506
485.35807628944724,509
491.5726460305795,514
497.688693776839,525
503.6445464250492,531
509.61922437805754,539
511.6775865863338,541
520.4505993106263,547
526.8115756897992,554
532.2299832192521,559
538.7923017811489,563
543.2192691632699,568
549.50031340318,576
554.6566614616686,579
562.3466749658521,591
570.2502858051366,602
576.4512463426171,607
582.2985261337869,613
588.4201176511999,620
594.4754083138557,625
599.5057095783615,629
604.1759342762189,632
611.5700188517378,636
616.1090862142663,643
