Time,sp_0
0,0
4.338654122038491,5
12.1998757857487,10
21.476674759142544,19
26.845106308118726,22
30.151297978004827,25
37.48994827966263,28
43.23130219778549,32
48.055587296818494,40
56.045681636349386,44
59.99652601827625,52
67.73863306657132,59
74.67401470456151,67
80.11448670566114,74
85.68981543499328,83
91.1440492402435,96
96.35673150320825,99
102.62340332642613,104
108.96837303227409,111
114.24745615233375,116
118.92567311235433,121
125.70301700697651,129
130.59003747626628,137
136.50557545890143,143
142.2508433662525,146
147.65337401027213,154
153.65863054124327,161
157.2959028719262,166
164.1617178428418,172
172.76267051781474,176
178.38188409432726,183
183.33954750824603,191
189.03080276011733,195
194.35376613819798,200
199.4050947701689,210
205.15229345314222,217
210.86161959912323,222
213.70600088353586,225
222.9154571813782,231
227.96597529758102,237
235.3554943523654,243
240.74966079850446,251
247.9338096404687,260
253.46984906496093,266
261.53259761465836,275
266.1703730387608,277
272.4915414312321,283
279.2214007151385,288
282.73570690164115,292
288.19218606313905,299
294.6861782990457,301
297.93912619453465,306
306.50198592632216,311
313.1426678243051,320
320.68475170933874,328
324.21493250946355,335
332.0689549784707,346
337.8444222172306,353
348.16639182916464,361
353.9159260288638,367
359.1884594700565,374
364.18464520338364,383
371.78722895263246,388
374.9319359787803,391
383.0467067776414,400
387.86218330550065,405
394.8349383853077,414
400.14758363818976,418
406.6990216521683,428
410.2429450526322,433
417.4395250448393,438
420.48473461996764,443
427.62089145191413,448
433.513306514068,455
439.1499625696886,465
445.5893546856003,471
451.43007295635863,475
457.8255899295616,480
463.21929246814705,487
468.1867811710913,490
472.8247100158848,500
480.32044095927614,506
489.83850143532425,509
496.0530711764565,514
502.169118922716,525
508.1249715709262,531
514.0996495239345,539
516.1580117322109,541
524.9310244565033,547
531.2920008356762,554
536.7104083651291,559
543.2727269270259,563
547.6996943091469,568
553.980738549057,576
559.1370866075456,579
566.8271001117291,591
574.7307109510136,602
580.9316714884941,607
586.7789512796639,613
592.9005427970769,620
598.9558334597327,625
603.9861347242385,629
608.6563594220959,632
616.0504439976148,636
620.5895113601433,643
626.3520498800889,651
631.7352931023638,662
637.3163659057284,667
642.9588376691858,673
648.065978647168,678
653.9693246941354,685
656.3516189188832,690
665.6832681453735,695
671.2740314852878,703
676.423425668297,709
680.2020846997654,713
685.2294970894666,719
692.82018160308,723
697.7582200257036,729
703.9265104025588,736
708.9709200789065,742
714.590385919821,748
719.411666133572,753
726.1688603053369,760
733.7945554394706,766
738.9958458862752,775
743.2602141660988,780
749.4573608413674,787
753.803888987984,791
756.003893250395,792
765.7377522761601,801
771.5830533357939,805
774.8430752518431,809
781.9383351298638,815
788.2705322026293,825
791.475113763388,830
797.865958585243,838
804.3731064583171,845
809.1936718465823,856
814.4981730116591,865
821.0454153059994,873
826.7590641660382,878
831.6235175260008,883
835.4435749709543,887
842.2203298971867,894
846.345712282389,897
853.6852648567952,905
860.5733527008057,912
861.9474603740363,914
869.7323208823148,922
876.9239821131126,931
884.5679653527643,937
893.158603341706,944
897.042555181125,947
906.0226212846327,955
911.4864014605263,959
918.0740515453127,964
922.1597185958203,973
929.3747916395814,977
936.0466267407048,982
947.1471637557171,986
953.6862993478863,995
958.965437812805,1001
964.9576042955367,1007
972.1523909737803,1016
975.6231098560578,1021
986.7824422329463,1025
992.1283472344955,1030
997.3013705100977,1038
1002.765014247475,1043
1008.599115615661,1047
1013.7723869584833,1050
1021.7134419122546,1060
1030.2540644575085,1065
1034.4765792527587,1067
1040.1725883419729,1075
1041.8819575821979,1076
1050.7066373194189,1082
1060.1812078137332,1086
1066.6140763757533,1093
1073.2828247539078,1100
1079.3845665620909,1108
1088.3192776490012,1118
1094.4781176565973,1123
1099.4259129230936,1126
1104.9290454593274,1136
1109.3062813182935,1143
1114.529907083734,1148
1127.1806494032862,1156
1132.0938021589163,1165
1138.163678499313,1171
1142.2225845647285,1177
1149.4693463446963,1183
1154.621180418243,1193
1160.0970000709885,1199
1162.7689430955177,1203
1172.2820015238374,1209
1176.9927686147273,1215
1181.325255173376,1218
1187.3893574592792,1221
1194.9322935910031,1229
1200.4283888036568,1234
1206.3868724117676,1243
1213.5393099013809,1250
1219.5089901087001,1254
1224.8871381798904,1262
1231.4686087254877,1270
1236.8825578457577,1282
1241.3489091912909,1287
1246.810442401864,1291
1253.286328419439,1295
1258.5534582148218,1308
1264.042197736118,1314
1270.8691435812066,1323
1280.701865120418,1326
1286.2974834787237,1332
1295.5054342852563,1337
1299.1625220421984,1342
1306.0493196069272,1353
1311.8595225511483,1356
1315.9329811223638,1361
1320.2274313981811,1366
1327.4017331300613,1372
1334.4405426215646,1377
1340.5755659008155,1381
