Time,sp_0,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10
0,10,10,100,0,0,0,0,0,0,0,0
1.284798688518067,8,10,98,0,0,0,0,0,0,1,1
2.858392648441176,5,10,95,0,0,0,0,0,0,3,2
4.422453099822572,2,10,92,0,0,0,0,0,0,3,5
5.468010144182735,2,10,92,0,0,0,0,0,0,5,3
6.734566461063435,2,10,92,0,0,0,0,0,0,5,3
7.796301951016375,2,10,92,0,0,0,0,0,0,2,6
8.833713704898162,4,10,94,0,0,0,0,1,1,0,5
9.780736317728913,4,10,94,0,0,0,0,1,1,2,3
10.844940471340493,3,10,93,0,0,0,0,1,1,4,2
11.979106873445414,2,10,92,0,0,0,0,1,1,3,4
12.685706815579348,1,10,91,0,0,0,0,2,2,4,3
14.034947520709988,1,10,91,0,0,0,0,2,2,3,4
14.894357606708239,1,10,91,0,0,0,0,2,2,4,3
16.195114935936505,2,10,92,0,0,0,0,2,2,3,3
17.415759931274845,1,10,91,0,0,0,0,2,2,3,4
18.548287244965753,1,10,91,0,0,0,0,2,2,2,5
19.687348359142263,2,10,92,0,0,0,0,2,2,2,4
20.674279102790415,3,10,93,0,0,0,0,2,2,2,3
21.46759472455159,4,10,94,0,0,0,0,2,2,2,2
22.680504671600282,4,10,94,0,0,0,0,2,2,2,2
24.419093129719474,2,10,92,0,0,0,0,2,2,5,1
25.51813484745224,2,10,92,0,0,0,0,2,2,2,4
26.53607990572104,1,10,91,0,0,0,0,2,2,2,5
27.6299495399056,1,10,91,0,0,0,0,2,2,1,6
28.567433760241027,1,10,91,0,0,0,0,3,3,2,4
29.614340919780336,1,10,91,0,0,0,0,3,3,4,2
31.051264442886144,1,10,91,0,0,0,0,3,3,5,1
32.30142950217725,3,10,93,0,0,0,0,3,3,2,2
33.558756550517096,3,9,93,0,0,0,1,2,3,3,1
34.7403209558145,2,9,92,0,0,1,0,2,3,2,3
35.59390965256791,1,9,91,0,0,0,1,3,4,0,5
37.04372399344571,1,9,91,0,0,1,0,3,4,1,4
38.21950964741735,0,9,90,0,0,0,1,3,4,2,4
39.23244354873633,1,9,91,0,0,0,1,3,4,4,1
40.49428666748491,1,9,91,0,0,0,1,5,6,3,0
41.10975789525384,1,9,91,0,0,0,1,5,6,2,1
42.61358152815535,1,10,91,0,0,0,0,6,6,1,2
44.24314064367744,1,10,91,0,0,0,0,6,6,3,0
45.82921316959388,1,10,91,0,0,0,0,6,6,1,2
46.55130274798713,1,10,91,0,0,0,0,6,6,1,2
48.23766736593894,0,10,90,0,0,0,0,6,6,1,3
48.966536967839566,0,9,90,0,0,0,1,5,6,2,2
50.424959712882305,1,9,91,0,0,0,1,4,5,4,0
51.49789615685961,1,9,91,0,0,0,1,5,6,1,2
53.71133653870536,1,9,91,1,1,0,0,4,5,1,3
54.522539316808036,2,9,92,1,1,0,0,5,6,1,1
56.36219706183077,2,9,92,1,1,0,0,4,5,1,2
57.391049687944545,1,9,91,1,1,0,0,4,5,1,3
57.99170726997073,0,9,90,1,1,0,0,4,5,2,3
59.3323145260541,0,9,90,1,1,0,0,5,6,3,1
60.011810426258904,0,9,90,1,1,0,0,5,6,2,2
61.76521811832051,0,9,90,1,1,0,0,5,6,3,1
62.80572730757272,0,9,90,1,1,0,0,5,6,4,0
64.24089698519575,1,8,91,1,1,0,1,4,6,3,0
65.33764456010947,1,8,91,1,1,0,1,4,6,3,0
66.7114932077959,0,8,90,1,1,1,0,4,6,1,3
67.72310838143268,0,8,90,1,1,0,1,4,6,0,4
68.9418366803492,0,8,90,1,1,1,0,4,6,2,2
70.2833538995982,1,8,91,1,1,0,1,3,5,3,1
71.4066540515726,2,8,92,1,1,0,1,4,6,1,1
72.6872471801344,2,8,92,1,1,1,0,4,6,0,2
74.20776392463878,1,8,91,1,1,0,1,4,6,0,3
75.4476079759795,2,8,92,1,1,1,0,5,7,0,1
76.18434795486401,1,8,91,2,2,0,0,5,7,1,1
77.87289475418824,1,8,91,2,2,0,0,5,7,2,0
78.84067063339175,1,8,91,2,2,0,0,6,8,1,0
80.32109810476518,2,8,92,2,2,0,0,6,8,0,0
81.92643313462183,1,8,91,2,2,0,0,6,8,0,1
84.67714336295697,0,8,90,2,2,0,0,6,8,1,1
85.75539904309522,0,8,90,2,2,0,0,5,7,0,3
87.67186223025487,0,8,90,2,2,0,0,5,7,2,1
89.07118931723417,0,8,90,2,2,0,0,5,7,1,2
90.90259358734694,0,8,90,2,2,0,0,5,7,2,1
92.11987755883287,0,8,90,2,2,0,0,5,7,2,1
93.58336188070304,0,8,90,2,2,0,0,6,8,1,1
94.24853224823998,0,8,90,2,2,0,0,6,8,1,1
95.9455009837883,0,8,90,1,1,1,0,6,8,1,1
96.93668144298093,0,8,90,2,2,0,0,7,9,0,1
98.27939722105096,0,8,90,2,2,0,0,7,9,1,0
99.6910390086096,1,7,91,2,2,0,1,6,9,0,0
100.49628460450207,1,7,91,2,2,1,0,6,9,0,0
102.78388221567063,1,7,91,2,2,0,1,6,9,0,0
106.18247750456787,0,7,90,2,2,0,1,5,8,1,1
107.9240782271443,0,6,90,2,2,1,1,4,8,1,1
108.97949027169071,0,6,90,2,2,0,2,4,8,1,1
110.28224360547608,0,6,90,2,2,2,0,4,8,1,1
111.72529223431847,0,6,90,2,2,2,0,4,8,1,1
112.78489734378387,0,6,90,3,3,1,0,4,8,1,1
113.607174275554,0,6,90,3,3,1,0,5,9,0,1
115.4504642320408,0,6,90,3,3,1,0,5,9,1,0
116.74339511739066,0,6,90,3,3,1,0,5,9,0,1
119.40415671267357,0,6,90,3,3,1,0,5,9,0,1
119.96672743357523,0,6,90,3,3,1,0,5,9,1,0
121.29511436040545,0,5,90,3,3,1,1,4,9,1,0
122.54166637776748,0,5,90,3,3,1,1,4,9,1,0
123.68539100470099,0,5,90,3,3,1,1,4,9,1,0
125.12882658029123,0,5,90,3,3,1,1,4,9,1,0
126.18215342404258,0,5,90,3,3,2,0,4,9,0,1
127.93939645281422,0,5,90,3,3,1,1,4,9,0,1
128.73002040812915,0,5,90,3,3,0,2,4,9,1,0
130.66260694453155,0,5,90,3,3,1,1,4,9,1,0
132.168096396407,0,5,90,3,3,0,2,4,9,0,1
133.01124667447127,0,5,90,3,3,1,1,4,9,0,1
134.12400608360196,0,5,90,3,3,2,0,4,9,0,1
135.38049633019065,0,5,90,3,3,1,1,3,8,1,1
136.4873682628843,0,5,90,3,3,0,2,3,8,0,2
137.5730012701271,0,7,90,3,3,0,0,5,8,2,0
138.49874729013874,0,7,90,3,3,0,0,5,8,2,0
139.72131262008148,0,6,90,3,3,1,0,4,8,2,0
140.95330054237033,0,6,90,3,3,0,1,3,7,2,1
142.252452401298,0,6,90,3,3,1,0,3,7,2,1
142.80345676197365,0,5,90,3,3,1,1,3,8,0,2
144.72194623085167,0,5,90,3,3,1,1,3,8,0,2
145.97336227500162,0,4,90,3,3,1,2,2,8,0,2
146.95571509111113,0,4,90,3,3,2,1,2,8,2,0
148.1711314556565,0,4,90,3,3,0,3,1,7,3,0
148.68944515994897,0,4,90,3,3,1,2,1,7,2,1
150.14722291238408,0,4,90,3,3,1,2,1,7,2,1
151.36894315396327,1,4,91,3,3,1,2,1,7,1,1
152.6638512129633,0,5,90,3,3,2,0,2,7,1,2
153.67205218751803,0,5,90,3,3,1,1,2,7,0,3
154.7969956745561,0,4,90,3,3,0,3,1,7,2,1
155.88857914853236,0,4,90,3,3,2,1,1,7,3,0
157.07885731912774,0,4,90,3,3,2,1,2,8,0,2
158.15803671820612,0,5,90,3,3,1,1,4,9,0,1
159.3271951290139,0,6,90,3,3,0,1,5,9,0,1
160.24029395259024,1,6,91,3,3,1,0,5,9,0,0
162.5887616398942,1,4,91,3,3,2,1,2,8,1,0
164.12900645515964,0,4,90,4,4,1,1,3,9,1,0
165.84856265486852,0,4,90,4,4,0,2,3,9,1,0
166.93672194756928,0,4,90,4,4,1,1,3,9,0,1
168.37909634612484,0,4,90,4,4,0,2,3,9,0,1
170.0294787524206,0,4,90,4,4,1,1,2,8,1,1
171.09631871610583,0,4,90,5,5,0,1,2,8,1,1
171.87584933796774,1,4,91,5,5,1,0,2,8,1,0
173.42854602767974,1,4,91,5,5,0,1,2,8,0,1
174.64846673302645,0,5,90,4,4,0,1,3,8,1,1
175.97854574166598,1,5,91,4,4,0,1,3,8,0,1
177.05060248222054,1,6,91,4,4,0,0,4,8,0,1
178.90921586501574,1,6,91,4,4,0,0,4,8,0,1
179.73190109317883,1,6,91,4,4,0,0,4,8,1,0
181.59023680683808,1,6,91,4,4,0,0,4,8,1,0
182.74529411480245,0,6,90,4,4,0,0,4,8,1,1
184.5124669197758,0,6,90,4,4,0,0,4,8,1,1
185.52108122825445,1,6,91,4,4,0,0,4,8,0,1
186.23679007923627,1,6,91,4,4,0,0,4,8,0,1
187.05029489410492,1,6,91,4,4,0,0,4,8,1,0
189.31999250163688,1,6,91,4,4,0,0,4,8,0,1
190.3749997345648,1,6,91,4,4,0,0,4,8,0,1
192.72449668152294,0,6,90,4,4,0,0,4,8,1,1
194.64321519898223,0,6,90,4,4,0,0,4,8,1,1
195.61193358702877,0,6,90,4,4,0,0,4,8,1,1
197.10798360459563,0,6,90,4,4,0,0,4,8,1,1
198.21729947519876,0,6,90,4,4,0,0,4,8,1,1
200.8699935578665,0,5,90,4,4,0,1,2,7,1,2
201.93785640408095,0,5,90,4,4,1,0,2,7,3,0
202.82298308994203,0,5,90,4,4,1,0,2,7,2,1
204.60578223770443,1,5,91,4,4,1,0,2,7,1,1
206.12524762904107,1,5,91,4,4,1,0,3,8,0,1
206.72429066944733,1,5,91,4,4,1,0,3,8,0,1
208.68102169678912,1,6,91,4,4,0,0,4,8,1,0
210.24021265694503,0,6,90,4,4,0,0,4,8,1,1
211.88136115099854,0,6,90,4,4,0,0,4,8,1,1
213.75690177427202,0,6,90,4,4,0,0,4,8,1,1
214.83080118885024,0,6,90,4,4,0,0,4,8,2,0
215.58321790693964,0,6,90,4,4,0,0,4,8,1,1
218.51878661777192,0,5,90,4,4,0,1,4,9,0,1
219.06631311314084,0,5,90,5,5,0,0,4,9,0,1
219.90802668815223,0,5,90,5,5,0,0,4,9,0,1
220.77260243731456,0,5,90,4,4,1,0,4,9,0,1
222.5535026627983,0,5,90,4,4,1,0,4,9,1,0
223.2519101929362,0,5,90,4,4,0,1,4,9,1,0
225.28017902239534,0,5,90,4,4,1,0,4,9,0,1
226.24937978988157,0,5,90,4,4,0,1,4,9,1,0
226.97126637773798,0,5,90,4,4,1,0,4,9,1,0
228.95212644673026,0,5,90,4,4,1,0,3,8,1,1
230.45192065932994,0,5,90,4,4,1,0,4,9,0,1
231.0632341487167,0,5,90,4,4,1,0,4,9,0,1
232.43506025951189,0,5,90,4,4,0,1,4,9,1,0
235.93762776920104,0,5,90,4,4,1,0,4,9,0,1
237.8307152443784,0,6,90,4,4,0,0,5,9,0,1
238.67241678913516,0,6,90,4,4,0,0,5,9,1,0
240.51330449551256,0,6,90,3,3,1,0,5,9,1,0
242.0253354837994,0,7,90,3,3,0,0,5,8,2,0
243.7269222843985,0,7,90,2,2,0,1,5,8,1,1
244.68207258770028,0,7,90,2,2,1,0,5,8,1,1
246.42554352692713,0,7,90,3,3,0,0,4,7,2,1
247.26730384055358,0,7,90,3,3,0,0,4,7,2,1
247.78933700281263,0,7,90,3,3,0,0,4,7,2,1
250.6038019969299,0,7,90,3,3,0,0,4,7,1,2
251.40371937107457,0,7,90,3,3,0,0,4,7,0,3
252.62002526437826,0,7,90,3,3,0,0,5,8,1,1
254.0554816225302,0,6,90,3,3,0,1,4,8,2,0
254.62155789792732,0,6,90,3,3,1,0,3,7,3,0
255.96135720068764,0,6,90,3,3,1,0,3,7,3,0
257.25639917825373,0,6,90,2,2,2,0,4,8,2,0
258.7983841014173,0,6,90,2,2,0,2,3,7,1,2
259.4738061578954,0,6,90,2,2,0,2,3,7,2,1
261.07554354779063,1,6,91,2,2,1,1,3,7,0,2
262.39110760800423,0,5,90,3,3,1,1,2,7,1,2
263.26020861694445,0,5,90,3,3,1,1,2,7,0,3
264.8363257337905,0,5,90,3,3,1,1,2,7,2,1
266.5285154988046,0,5,90,3,3,0,2,2,7,1,2
267.6774471941109,0,5,90,3,3,0,2,2,7,2,1
268.98195983557696,0,5,90,4,4,1,0,2,7,2,1
270.256460391857,0,5,90,3,3,1,1,2,7,3,0
271.25932855475935,0,5,90,3,3,1,1,2,7,2,1
272.40464683042035,1,5,91,3,3,1,1,3,8,0,1
273.5704478152693,0,5,90,4,4,1,0,3,8,0,2
274.9773798306404,0,5,90,4,4,0,1,3,8,1,1
276.1043955235565,0,6,90,4,4,0,0,4,8,2,0
277.15657855476275,1,6,91,4,4,0,0,4,8,1,0
279.03537541520666,1,5,91,4,4,0,1,2,7,1,1
280.4233303990948,0,5,90,4,4,1,0,2,7,0,3
283.2221671954559,0,4,90,4,4,1,1,1,7,1,2
284.35240851124917,0,4,90,4,4,1,1,1,7,1,2
285.3545208913266,2,4,92,4,4,1,1,1,7,0,1
