Time	F0 (Mean)	F1 (Mean)	sp_15 (Mean)	F0 (Std)	F1 (Std)	sp_15 (Std)
0	100	100	0	0	0	0
2.37266266002114E-05	99.999845777254	99.9999003483637	1.05246705241008E-43	0.012418619559324	0.00998255335337317	3.24417486028432E-22
1.04158177199685	93.6717760675707	95.8935553279946	7.31200841788283E-14	2.35822622232342	1.94387912294845	2.70407256150627E-07
2.2329943661992	87.3780404450058	91.7862887478134	1.24756948930147E-11	3.11449424520356	2.63439469774474	3.53209497260875E-06
3.2694371668263	82.5775655696632	88.65096896526	1.52914621703965E-10	3.46949730382035	2.99536092115961	1.23658651897598E-05
4.35169940417986	78.1240399677861	85.7516625671733	9.19378465231905E-10	3.69293685358887	3.25244085668276	3.03212544075733E-05
5.79219044209744	72.9305010255136	82.3991736303143	5.37922789964739E-09	3.85996421723424	3.48407033819922	7.33432203195806E-05
7.00860026085376	69.0872458699349	79.9518263872101	1.72510857731626E-08	3.93237481882653	3.61871871729272	0.000131343390579745
8.48045614154892	64.9854842190557	77.3867415926075	5.4477394852775E-08	3.96988839295284	3.73464408723923	0.000233403937809149
10.2614017571901	60.6840842459488	74.7686801556601	1.68819237109639E-07	3.97181324511027	3.8310123751039	0.000410876210372569
11.2875656595357	58.481495971377	73.4646797875524	2.94825730079752E-07	3.9597687637392	3.87199936774537	0.000542978628339392
12.4163459521158	56.25829638051	72.1790008658258	5.12015917795627E-07	3.93954381965451	3.90846387594799	0.000715552986698198
13.658004273954	54.0257874239253	70.9235395803775	8.84077892071292E-07	3.91171989408977	3.94072937871303	0.00094025438321422
15.023828427976	51.7958152991003	69.7104141858493	1.51745216552397E-06	3.87698569682542	3.96916282016391	0.00123184951553857
16.5262349974002	49.5807861854369	68.5517087057893	2.58878813626649E-06	3.83605763930556	3.99411356930066	0.00160897198068266
18.1718364814468	47.4020362670007	67.4632223107815	4.38055990511677E-06	3.78997168958025	4.01587036393955	0.00209298032716732
19.9819981138981	45.2617595078605	66.4499880866557	7.370429010435E-06	3.73957885436527	4.03496117854692	0.00271485648497709
21.9731759095945	43.1716137159124	65.5207859607833	1.23311179277949E-05	3.68605240021464	4.05179473128119	0.00351157501533738
24.1634714848606	41.142827763183	64.682519264808	2.0514117266961E-05	3.63057880743801	4.06669304864792	0.00452926239015335
26.5727966176532	39.1863014903428	63.9399579202082	3.39332074649398E-05	3.57423232737724	4.07983447305447	0.00582524260639528
29.2230542637251	37.3117439754418	63.29499975194	5.58082271854893E-05	3.51810475533196	4.09136164274754	0.00747052978674053
