Time	(R - R')	(V - V')	(Y - Y')	(L - L')
0	4	0	0	0
150	2.00334491914012	0.00350382813207924	0.0061392795888271	0
300	2.00334493602603	0.0137696460356526	0.0257950126353262	0
450	2.00334493626407	0.0303345279103997	0.0581116219789923	0
600	2.00334493610797	0.0527188710119982	0.102131982923305	0
750	2.00334493621363	0.0804304526736177	0.156873161967313	0
900	2.00334493622382	0.112967586362332	0.221332730591682	0
1050	2.00334493621024	0.149823825645427	0.294498210253291	0
1200	2.00334493621266	0.190491886195311	0.375354954070294	0
1350	2.0033449362143	0.23446705048753	0.462892979014685	0
1500	2.00334493621407	0.28125059147874	0.556113844237722	0
1650	2.00334493621429	0.330352926716883	0.654036992424344	0
1800	2.0033449362147	0.381296518626939	0.755705582979745	0
1950	2.00334493621499	0.433618502196887	0.86019178120373	0
2100	2.00334493621531	0.486873112651063	0.96660164770531	0
2250	2.00334493621562	0.540633794358622	1.07407939004322	0
2400	2.00334493621594	0.594495169525185	1.18181133554587	0
2550	2.00334493621625	0.648074570464217	1.28902902811866	0
2700	2.00334493621656	0.701013458011509	1.39501209907486	0
2850	2.00334493621687	0.752978551992325	1.49909056084549	0
3000	2.00334493621718	0.803662721060432	1.60064661857982	0
3150	2.00334493621749	0.852785888195121	1.69911651178175	0
3300	2.0033449362178	0.900095291982804	1.79399106906805	0
3450	2.00334493621811	0.945365623097775	1.88481600826682	0
3600	2.00334493621843	0.988397976292496	1.9711898660344	0
3750	2.00334493621875	1.02902183314916	2.0527679933824	0
3900	2.00334493621907	1.0670925902093	2.129257626666	0
4050	2.00334493621939	1.10249081873506	2.20041643722706	0
4200	2.00334493621969	1.13512389182697	2.26605577273663	0
4350	2.00334493621999	1.16492494686598	2.32603869802877	0
4500	2.00334493622028	1.19185107681862	2.38027625106864	0
4650	2.00334493622058	1.21588163544752	2.42872419260324	0
4800	2.0033449362209	1.23701717338952	2.47138081656917	0
4950	2.00334493622122	1.25527840395424	2.50828492959041	0
5100	2.00334493622153	1.27070519147149	2.53951380510343	0
5250	2.00334493622184	1.28335474273618	2.5651796021062	0
5400	2.00334493622215	1.29330038053911	2.58542689936347	0
5550	2.00334493622245	1.30063016099295	2.60042993803519	0
5700	2.00334493622277	1.30544531428724	2.61038950573137	0
5850	2.00334493622308	1.30785877003375	2.61552998596644	0
6000	2.00334493622339	1.3079936780213	2.61609639974223	0
6150	2.0033449362237	1.30598194474787	2.61235147568417	0
6300	2.00334493622402	1.30196279823406	2.60457277525479	0
6450	2.00334493622433	1.29608839981256	2.59306388949574	0
6600	2.00334493622463	1.28851126065405	2.57812932942532	0
6750	2.00334493622494	1.27937624406723	2.56005850310208	0
6900	2.00334493622524	1.26882837683029	2.53914129142966	0
7050	2.00334493622556	1.25702367820289	2.51568965834084	0
7200	2.00334493622589	1.24412107450221	2.4900215682349	0
7350	2.00334493622621	1.23027508106304	2.46244634293093	0
7500	2.00334493622654	1.21563925494814	2.43327141284068	0
7650	2.00334493622686	1.20036202524356	2.4027941185208	0
7800	2.00334493622718	1.18458541350539	2.37129915102619	0
7950	2.00334493622749	1.16845092835104	2.33907015779268	0
8100	2.00334493622781	1.15209169039058	2.30637419445631	0
8250	2.00334493622812	1.13563216631465	2.27346108496656	0
8400	2.00334493622843	1.1191963730096	2.24057974717205	0
8550	2.00334493622874	1.10289702211186	2.20795660872022	0
8700	2.00334493622905	1.08683648493388	2.17579745801021	0
8850	2.00334493622937	1.07111706770637	2.14430794390827	0
9000	2.00334493622968	1.05582758489462	2.11366679614019	0
9150	2.00334493623	1.04104593890907	2.08403093073598	0
9300	2.00334493623033	1.02685028401203	2.05555775833967	0
9450	2.00334493623066	1.0133042162499	2.02837559015753	0
9600	2.00334493623098	1.00045730665997	2.00258466050038	0
9750	2.00334493623131	0.988366936463712	1.97830083389952	0
9900	2.00334493623164	0.977070401222248	1.95559974951797	0
10050	2.00334493623196	0.966601135951229	1.93454931668365	0
10200	2.00334493623227	0.956987804478601	1.91520788722377	0
10350	2.00334493623259	0.948243794127307	1.89760320973128	0
10500	2.00334493623291	0.940381581520474	1.88176119317349	0
10650	2.00334493623322	0.933403982070522	1.86768826156167	0
10800	2.00334493623354	0.927306061439071	1.85537539061973	0
10950	2.00334493623387	0.922081188589645	1.8448101153062	0
11100	2.0033449362342	0.917712312263548	1.83595906756785	0
11250	2.00334493623453	0.914180748491319	1.82878551862438	0
11400	2.00334493623486	0.911462613148862	1.82324227815536	0
11550	2.00334493623518	0.909528508581298	1.81927109852621	0
11700	2.00334493623551	0.908348082680802	1.81681175857435	0
11850	2.00334493623583	0.907883988762195	1.81578998503294	0
12000	2.00334493623615	0.908100252069291	1.81613418915205	0
12150	2.00334493623647	0.908953831084931	1.81775859203955	0
12300	2.00334493623679	0.910404026721761	1.8205820454953	0
12450	2.00334493623712	0.912404927690356	1.82451291656463	0
12600	2.00334493623744	0.914911276623784	1.82946083304338	0
