Time	sp_6 (Mean)	sp_6 (Std)
0	0	0
0.181194915919424	3.09769769660093E-16	1.76002775449733E-08
1.63075424327482	2.25414476877817E-13	4.74778344996658E-07
2.53672882287193	8.47510696874362E-13	9.20603441702041E-07
3.44270340246905	2.11606788942236E-12	1.45467105883697E-06
4.34867798206617	4.26001667143562E-12	2.06398078271516E-06
8.87855088005177	3.60547515809998E-11	6.00456089815899E-06
13.4084237780374	1.23477224668946E-10	1.11120306269241E-05
17.938296676023	2.93988071673555E-10	1.71460803563708E-05
22.4681695740086	5.74441125956592E-10	2.39675014473059E-05
39.3703771849521	3.02981806507906E-09	5.50437830812823E-05
56.2725847958956	8.65963877235218E-09	9.30571797195834E-05
73.1747924068391	1.86408832888816E-08	0.000136531618833877
90.0770000177827	3.40619628922107E-08	0.000184558830002775
122.242149359544	8.19306846461031E-08	0.000286235354094259
154.407298701305	1.58788566826578E-07	0.000398482799644815
186.572448043066	2.69394541575643E-07	0.000519032242738564
218.737597384827	4.17922556560004E-07	0.000646469165467882
274.749378521093	7.76375824115204E-07	0.000881121570134214
330.76115965736	1.2694514540007E-06	0.00112669864759558
386.772940793626	1.90252421139332E-06	0.00137931888691301
442.784721929892	2.68131660723909E-06	0.00163747043264309
518.791136217292	3.96791967422854E-06	0.00199195982134229
594.797550504691	5.50894971186221E-06	0.00234710872422546
670.803964792091	7.28849939119001E-06	0.00269971225669823
