Time	F0	F1	sp_15
0	100	100	0
1	93.9088064976205	96.0478337929998	2.83643909545513E-16
2	88.5400404280482	92.5452206639051	2.39694853545288E-12
3	83.7741684232903	89.4316611322378	5.07196555183196E-11
4	79.5169359309551	86.6566304489796	4.09615291131742E-10
5	75.6931806780003	84.1776419100513	1.88849815074523E-09
6	72.2418780653767	81.9585445106724	6.28588141700195E-09
7	69.112668564033	79.9684005214426	1.65987168259282E-08
8	66.2639335534644	78.1806112944326	3.77750218439122E-08
9	63.6606800515696	76.5720784129055	7.71635007964422E-08
10	61.2732538529121	75.1227132389639	1.44709248361278E-07
11	59.0770774189847	73.8152343680186	2.53480576804937E-07
12	57.0510589179943	72.6344335782682	4.20497606066043E-07
13	55.1779008911656	71.5673369054684	6.66558173617885E-07
14	53.4409832016616	70.6017539082391	1.01807166328673E-06
15	51.8270130298183	69.7274757535998	1.50526186987098E-06
16	50.3240921928634	68.9352708433152	2.16247001403589E-06
17	48.922816403546	68.2175452515927	3.03062504813188E-06
18	47.6148581859626	67.5676074530565	4.16477369263947E-06
19	46.39069056012	66.977938148163	5.61486165620954E-06
20	45.2409414868617	66.4411397896868	7.43092015424089E-06
21	44.1614716165456	65.9539321859297	9.68662914325809E-06
22	43.1475987314344	65.5126079880032	1.24532151288385E-05
23	42.193343932893	65.1124395222167	1.57960458268725E-05
24	41.2937871855072	64.7490574960495	1.98100240220157E-05
25	40.4446816363413	64.4183204612567	2.46088297030233E-05
26	39.6411019877167	64.1158573442597	3.02872188732317E-05
27	38.8791677880502	63.8385176669057	3.69486868747901E-05
28	38.1577524920441	63.5863680807496	4.47197633705818E-05
29	37.4741476189466	63.3576272109364	5.37137463427949E-05
30	36.8255791592184	63.150266479995	6.40480838933219E-05
31	36.2097374058157	62.96135896187	7.58837730320519E-05
32	35.624170060682	62.7882536205465	8.93684365506566E-05
33	35.066378427745	62.6284770591417	0.000104643812346885
34	34.5350914556969	62.4820269553165	0.000121882228883123
35	34.0291957626847	62.3492183529501	0.000141259943443665
36	33.5471253095279	62.229455161014	0.000162941933956076
37	33.0874078345463	62.1212936487852	0.000187111530778397
38	32.6486947302008	62.0221723957148	0.000213976263612992
39	32.2295450242004	61.930364851339	0.000243725586209322
40	31.8286762262954	61.8446235707012	0.000276557579044238
41	31.4454975288251	61.7657235679508	0.000312708776244647
42	31.0790985249282	61.6935053587782	0.000352397944024811
43	30.7285125559815	61.6276449804123	0.000395840721318358
44	30.3927729633618	61.5678184700822	0.000443252747058917
45	30.0709568439662	61.5136794576137	0.000494854689049596
46	29.7627087623013	61.4645909700609	0.000550932434762155
47	29.4674656665033	61.4200223557756	0.000611748010093441
48	29.1845272072381	61.3795132737755	0.000677547661192909
49	28.9131930351715	61.3426033830782	0.000748577634210012
50	28.6527642084357	61.3088345332682	0.000825084427186237
51	28.4027779753449	61.2781161780421	0.000907356808750439
52	28.1628025569081	61.2504059766983	0.00099568909066618
53	27.9322741571934	61.2254561186474	0.00109035195783167
54	27.710628980269	61.2030187932997	0.00119161609514513
55	27.4973032302029	61.1828461900657	0.00129975218750477
56	27.2919354240948	61.1646435055162	0.00141505869453354
57	27.0944510183449	61.1480492865731	0.00153787346857191
58	26.9044958191349	61.1327670367148	0.00166849596993096
59	26.7217081280644	61.1185020025679	0.00180722462864854
60	26.5457262467333	61.1049594307592	0.00195435787476254
61	26.3762157855644	61.0919953651029	0.00211019641317012
62	26.2129637073848	61.0801359479069	0.00227505105757624
63	26.055680963714	61.069487592977	0.0024492262898484
64	25.9040650359255	61.0600823330263	0.00263302546977399
65	25.7578134053928	61.0519522007678	0.00282675195714044
66	25.6166373012717	61.0451060051538	0.00303071303592827
67	25.4804628903502	61.0391894667535	0.00324527734232363
68	25.3491471240567	61.033965229788	0.00347079375554916
69	25.2224894089061	61.0292931475595	0.00370759472909812
70	25.1002891514134	61.0250330733702	0.00395601271646375
71	24.9823457580935	61.0210448605222	0.0042163801711393
72	24.8684586354612	61.0171883623179	0.00448902954661801
73	24.7584271900314	61.0133234320592	0.00477429329639315
74	24.6520508283192	61.0093099230485	0.00507250387395794
75	24.5492600234234	61.005312445707	0.00538400082015915
76	24.4500621649658	61.0016744573983	0.00570912783506222
77	24.3543234462734	60.9984111046794	0.00604822098362053
78	24.2619095234195	60.9955362848805	0.00640161630173582
79	24.1726860524774	60.9930638953319	0.00676964982530977
80	24.0865186895204	60.9910078333637	0.00715265759024411
81	24.0032730906219	60.9893819963059	0.00755097563244053
82	23.9228149118551	60.9882002814889	0.00796493998780075
83	23.8450216532198	60.9873818141218	0.00839489496250903
84	23.7698221049186	60.9864353081133	0.00884122067726329
85	23.6971058145477	60.9851834868374	0.00930426985074729
86	23.6267556348156	60.9835026444733	0.00978439052679213
87	23.5586544184312	60.9812690752005	0.0102819307492289
88	23.4926850181031	60.9783590731985	0.0107972385618888
89	23.4287302865399	60.9746489326465	0.0113306620086028
90	23.3666730764505	60.9700149477242	0.0118825491332021
91	23.3064004830578	60.9643597066535	0.0124532451813351
92	23.2479710771543	60.9586485603016	0.0130429823006329
93	23.1914026210238	60.9535939386191	0.013652019554289
94	23.1366365714544	60.9494353491963	0.0142806663333679
95	23.0836143852341	60.9464122996238	0.0149292320289339
96	23.0322775191508	60.9447642974916	0.0155980260320514
97	22.9825674299925	60.9447308503902	0.0162873577337849
98	22.9344255745472	60.9465514659099	0.0169975365251988
99	22.8877934096028	60.9504656516411	0.0177288717973573
100	22.8426062808773	60.9559853011787	0.0184817404519671
101	22.7987910950717	60.9616175173934	0.0192566126188299
102	22.7562847908309	60.9670638555751	0.0200538476021582
103	22.7150246258161	60.9720638546876	0.020873801181903
104	22.6749478576887	60.9763570536944	0.0217168291380151
105	22.6359917441099	60.9796829915594	0.0225832872504453
106	22.5980935427411	60.9817812072461	0.0234735312991443
107	22.5611905112434	60.9823912397184	0.0243879170640631
108	22.5252353323376	60.9814132324186	0.0253267789370499
109	22.4903017922886	60.9800082491639	0.026290283390013
110	22.4563900951152	60.9785712213355	0.0272786989226456
111	22.4234757382812	60.9772398376497	0.028292328292294
112	22.3915342192505	60.9761517868223	0.0293314742563043
113	22.360541035487	60.9754447575694	0.030396439572023
114	22.3304716844544	60.975256438607	0.0314875269967962
115	22.3013016636168	60.9757245186512	0.0326050392879702
116	22.2730063852342	60.9769841186102	0.0337492794572722
117	22.2455277928699	60.9781617018339	0.0349206504395174
118	22.2188048613758	60.9782942626222	0.0361195640328103
119	22.1927997069529	60.9771162140012	0.0373463629451742
120	22.1674744458022	60.9743619689972	0.0386013898846321
121	22.1427911941244	60.9697659406363	0.0398849875592073
122	22.1187120681205	60.9630625419447	0.0411974986769228
123	22.0951991839915	60.9539861859486	0.042539265945802
124	22.0722146579381	60.9422712856743	0.043910632073868
125	22.0497470842222	60.9282894789865	0.0453118374734436
126	22.0278534225799	60.914057697133	0.0467428584327491
127	22.0065273430339	60.900069731975	0.0482039157543437
128	21.9857570196729	60.8866871094283	0.049695251473853
129	21.9655306265853	60.8742713554088	0.0512171076269029
130	21.9458363378598	60.8631839958325	0.0527697262491192
131	21.9266623275849	60.8537865566152	0.0543533493761275
132	21.9079967698493	60.8464405636729	0.0559682190435538
133	21.8898269771378	60.8414343402527	0.0576145828816476
134	21.8721264476663	60.8378825361175	0.0592927782204186
135	21.8548747041716	60.8354116500877	0.0610031032710428
136	21.8380555149576	60.8340088884054	0.0627458286770897
137	21.8216526483282	60.8336614573132	0.0645212250821284
138	21.8056498725871	60.8343565630533	0.0663295631297284
139	21.7900309560382	60.8360814118681	0.068171113463459
140	21.7747796669855	60.8388232099998	0.0700461467268896
141	21.7598797737327	60.8425691636909	0.0719549335635894
142	21.7453245713579	60.8467595683071	0.0738978015524257
143	21.7311135426915	60.8504794941248	0.0758751152524158
144	21.7172354604317	60.8534288562543	0.0778871752151212
145	21.7036790400628	60.8553108543372	0.0799342816501722
146	21.6904329970689	60.8558286880152	0.0820167347671995
147	21.6774860469343	60.8546855569297	0.0841348347758335
148	21.664826905143	60.8515846607225	0.0862888818857047
149	21.6524442871793	60.846229199035	0.0884791763064435
150	21.6403278586553	60.838490889316	0.0907059819061964
151	21.6284719491507	60.8290686654302	0.0929693841608508
152	21.6168682261877	60.8181893101327	0.0952695703674156
153	21.6055080405999	60.8060234372077	0.0976067399359442
154	21.5943829960008	60.7927864943306	0.0999810826078972
155	21.5834849487841	60.7787387630677	0.102392778456142
156	21.5728060081234	60.7641853588762	0.104841997884951
157	21.5623385359724	60.7494762311045	0.107328901630006
158	21.5520751470648	60.7350061629917	0.109853640758394
159	21.5420087089144	60.7212147716682	0.112416356668608
160	21.5321323418149	60.7085865081551	0.11501718109055
161	21.5224394188401	60.6976506573648	0.117656236085527
162	21.5129235658441	60.6889813381003	0.120333634046252
163	21.5035798070015	60.6825647528979	0.123049521198284
164	21.4944051322039	60.6774857817127	0.125804099146638
165	21.4853949366992	60.6738945799201	0.128597489672606
166	21.4765448762023	60.6719818908804	0.131429805180786
167	21.4678509341658	60.6719418883937	0.134301151253666
168	21.4593094217795	60.6739721766998	0.137211626651617
169	21.4509169779708	60.6782737904787	0.140161323312895
170	21.4426705694048	60.6850511948504	0.14315032635364
171	21.4345674904837	60.6945122853745	0.14617871406788
172	21.4266053633476	60.7068683880507	0.149246557927524
173	21.4187821378739	60.7223342593188	0.152353922582371
174	21.4110960916775	60.7411280860582	0.1555008658601
175	21.4035458167879	60.763468800595	0.158687439935572
176	21.3961233613852	60.788193917724	0.161914293251747
177	21.3888202394087	60.8139706661579	0.165182143081627
178	21.3816329683195	60.8404120273296	0.168491289502283
179	21.3745581785286	60.8670911264973	0.171842044619644
180	21.3675926133973	60.893541232744	0.1752347325685
181	21.360733129237	60.9192557589778	0.178669689512498
182	21.3539766953095	60.943688261932	0.182147263644149
183	21.3473203938267	60.9662524421647	0.18566781518482
184	21.3407614199507	60.9863221440593	0.189231716384738
185	21.3342970817938	61.0032313558239	0.192839351522992
186	21.3279248004185	61.016274209492	0.196491116907529
187	21.3216421098376	61.024704980922	0.200187420875155
188	21.3154465874025	61.027868341758	0.203928641970839
189	21.3093347706037	61.0272261611223	0.207714478191589
190	21.3033037873798	61.0233069940405	0.211544926430617
191	21.2973512100011	61.0159794829965	0.215420194694823
192	21.2914746952613	61.0051256040372	0.219340485942055
193	21.285671984478	60.9906406667725	0.223305998081103
194	21.2799409034922	60.972433314375	0.227316923971702
195	21.2742793626686	60.9504255235803	0.231373451424533
196	21.2686853568954	60.9245526046871	0.23547576320122
197	21.2631569655845	60.8947632015567	0.23962403701433
198	21.2576923526713	60.8610192916137	0.243818445527378
199	21.2522897666151	60.8232961858453	0.248059156354819
200	21.2469475403983	60.7815825288018	0.252346332062056
201	21.2416640944496	60.7362448697487	0.256679885663041
202	21.2364379472605	60.6893522340135	0.261058592286506
203	21.2312676920183	60.641760888256	0.265482044300136
204	21.2261520049202	60.5941515832322	0.269949955675877
205	21.2210896470331	60.5472615718093	0.274462006385311
206	21.2160794642934	60.501884608965	0.27901784239965
207	21.2111203875072	60.4588709517877	0.283617075689736
208	21.2062114323501	60.4191273594769	0.288259284226046
209	21.2013516993676	60.3836170933423	0.292944011978689
210	21.1965403739744	60.3533599168047	0.297670768917405
211	21.1917767264553	60.3294320953956	0.302439031011566
212	21.1870601119643	60.3129663967571	0.307248240230175
213	21.1823899705253	60.3051520906421	0.31209780454187
214	21.1777648796908	60.3049207192399	0.316988390606903
215	21.1731820945483	60.3078223924873	0.321922551460757
216	21.1686405232186	60.3132945411606	0.326900666303975
217	21.1641391643993	60.3208450399011	0.331923072549089
218	21.1596770497652	60.3299114987595	0.336990144418131
219	21.155253243968	60.3398612631962	0.342102292942634
220	21.1508668446365	60.3499914140811	0.347259965963633
221	21.1465169823766	60.3595287676941	0.352463648131659
222	21.1422028207714	60.3676298757243	0.357713860906746
223	21.1379235563807	60.3733810252707	0.36301116255843
224	21.1336784187419	60.375798238842	0.368356148165745
225	21.129466670369	60.3738272743562	0.373749449617225
226	21.1252876064963	60.3663505306948	0.379191731340466
227	21.1211404090108	60.3561101571316	0.38468126422582
228	21.1170242732414	60.3463027300004	0.390216031500419
229	21.1129385279626	60.3373561376807	0.395795721923401
230	21.1088825303341	60.3297513386264	0.401419984792445
231	21.1048556659006	60.3240223613659	0.407088429943777
232	21.1008573485919	60.3207563045017	0.412800627752166
233	21.0968870207227	60.320593336711	0.418556109130924
234	21.0929441529928	60.3242266967452	0.424354365531907
235	21.0890282444869	60.3324026934298	0.430194848945517
236	21.0851388226748	60.3459207056652	0.436076971900699
237	21.0812754434115	60.3656331824257	0.442000107464941
238	21.0774376909367	60.3924456427602	0.447963589244276
239	21.0736251456881	60.4269737085874	0.453966971406299
240	21.0698368751811	60.4641182334704	0.460014141584742
241	21.0660721976396	60.5012020831921	0.4661071519216
242	21.0623306165243	60.537272512226	0.472246747975356
243	21.0586116503216	60.5712874943949	0.478433743767248
244	21.0549148325435	60.6021157228709	0.484669021781268
245	21.0512397117273	60.6285366101753	0.490953532964167
246	21.047585851436	60.6492402881788	0.497288296725446
247	21.0439528302579	60.6628276081013	0.503674400937367
248	21.0403402418071	60.6678101405121	0.510113001934943
249	21.0367476947228	60.6626101753297	0.516605324515945
250	21.0331748126702	60.6455607218218	0.523152661940898
251	21.0296212343397	60.6149055086057	0.529756375933083
252	21.0260866753287	60.5727667624071	0.536414628611787
253	21.022571156	60.5397552746722	0.543110348889676
254	21.0190745022493	60.5229600779564	0.549837597822422
255	21.0155964881493	60.5260139860733	0.556593315995883
256	21.0121364318002	60.5351590714903	0.563389294371775
257	21.008693680376	60.5372694503137	0.570236790859801
258	21.0052676399349	60.5209775515086	0.577145561779119
259	21.001858203386	60.4936684664049	0.584108933535797
260	20.9984655125537	60.4721330672383	0.591111976469006
261	20.9950896934438	60.472168402032	0.59814059930387
262	20.9917304729008	60.4939950960815	0.605194662730757
263	20.9883870390757	60.5169001835731	0.61229275832456
264	20.9850587753476	60.5274151543101	0.619447072017149
265	20.9817452135438	60.5174380677194	0.626664902733831
266	20.9784464558997	60.5003005865257	0.633934074058427
267	20.9751624272799	60.4822945888404	0.641248786969203
268	20.9718930500025	60.4693692933336	0.648603563349719
269	20.968637959726	60.4564815048837	0.65600301689979
270	20.9653968815142	60.4417018462182	0.663448916925475
