Time	fuel	sp_1
0	100	0
10	89.7368477986423	67.5680369230156
20	74.3993704691006	89.4866390291966
30	61.8586209335095	96.5925992207296
40	52.4668643686321	98.8988686026463
50	45.4126964914622	99.6441378579059
60	39.9901682635677	99.8850326361828
70	35.7123291417155	99.9628439874009
80	32.2575629744445	99.9880043040946
90	29.411124376389	99.9961213662293
100	27.0259155751546	99.998747226838
110	24.9984135441525	99.9995952146323
120	23.2538181493867	99.9998692143839
130	21.7367841986097	99.9999582186201
140	20.4055453374136	99.9999859305962
150	19.2279835265522	99.9999919215507
160	18.1789035973464	99.9999937950624
170	17.2382900583686	99.9999972500375
180	16.3900740752029	100.000000495529
190	15.6212174762283	100.000001928644
200	14.9212452727743	100.000001168451
210	14.281426858603	100.00000015286
220	13.6942993166921	99.9999997231728
230	13.1535550340094	99.9999997875149
240	12.6538570558533	100.000000051925
250	12.1903611043497	100.000000788293
260	11.7591901452828	100.000001729866
270	11.3576915098267	100.000001441079
280	10.9813906516153	100.000002508296
290	10.6291637812779	100.000002936333
300	10.2995871628183	100.000002004788
310	9.98932720090616	100.000001888411
320	9.69828747916497	100.000001435106
330	9.42509464241817	100.000000701993
340	9.16684815963376	100.000000200567
350	8.92315890518714	99.9999999150276
360	8.69253536727253	99.9999998119257
370	8.47334696893347	99.9999997430873
380	8.26454996034447	99.9999998124104
390	8.06540106699345	99.9999999446377
400	7.87514656613398	100.000000060658
410	7.69301215679763	100.000000078989
420	7.5187416597006	100.000000118916
430	7.35200593652103	100.000000122902
440	7.19262574027349	100.000000070336
450	7.03990534118873	100.000000021648
460	6.89388047271119	99.9999999832736
470	6.75429509084743	99.9999999729175
480	6.62032472526031	99.9999999530933
490	6.49182258332422	99.9999999552808
500	6.36847883773515	99.9999999555149
510	6.24999863626562	99.9999999243913
520	6.13597572094969	99.999999894348
530	6.02604947324371	99.9999998721336
540	5.919859274604	99.999999864497
550	5.81704450648689	99.9999998781868
560	5.71724455034871	99.9999999199517
570	5.62146616423671	99.9999999312863
580	5.52926999394535	99.9999999226966
590	5.43993711548149	99.9999999180306
600	5.35321668670891	99.9999999187982
610	5.26885786549141	99.9999999265092
620	5.18660980969275	99.9999999426737
630	5.10622167717675	99.9999999688016
640	5.02929095250448	99.9999999766779
650	4.95465847934259	99.9999999824201
660	4.8820655283913	99.999999987665
670	4.81136837688473	99.9999999921998
680	4.742423302057	99.9999999958118
690	4.67508658114224	99.9999999982882
700	4.60933046450458	99.99999999977
710	4.54572092214851	100.000000002209
720	4.48366207829764	100.000000004013
730	4.42305731935639	100.000000005113
740	4.36381003172919	100.00000000544
750	4.30582360182046	100.000000004924
760	4.24900141603462	100.000000003498
770	4.1935348304311	100.000000001944
780	4.13973475385034	100.000000001399
790	4.08717869989116	100.000000000829
800	4.03581537594034	100.000000000299
810	3.98559348938462	99.9999999998754
820	3.93646174761078	99.9999999996219
830	3.88836885800558	99.999999999604
840	3.84153067664315	99.9999999994519
850	3.79595212418454	99.9999999991394
860	3.75146951586948	99.9999999989143
870	3.70805672693938	99.9999999988006
880	3.6656876326356	99.9999999988224
890	3.62433610819953	99.9999999990039
900	3.58397602887257	99.9999999993691
910	3.54463186512246	99.9999999994968
920	3.50626013464707	99.9999999995638
930	3.46883002837998	99.9999999996354
940	3.43231873808466	99.9999999997066
950	3.39670345552454	99.9999999997722
960	3.3619613724631	99.999999999827
970	3.32805915836607	99.9999999998701
980	3.29479820806167	99.9999999999623
990	3.26228223807089	100.000000000051
1000	3.23048506231457	100.000000000132
