Time	sp_4 = 0
0	1
0.0208138301850468	1
22.5631458156687	1
43.6057038562431	1
64.5120764379597	1
90.5956099881563	1
121.856304506833	1
159.362271329361	1
181.237890892551	1
203.113510455741	1
224.989130018931	1
252.372699933152	1
279.756269847373	1
307.139839761594	1
334.523409675815	1
368.135293371973	1
401.747177068131	1
435.359060764289	1
468.970944460447	1
508.619644056627	1
548.268343652806	1
587.917043248986	1
627.565742845165	1
674.575551413431	1
721.585359981696	1
768.595168549961	1
815.604977118226	1
871.04640434896	1
926.487831579694	1
981.929258810427	1
1037.37068604116	1
1104.11628176744	1
1170.86187749371	1
1237.60747321999	1
1304.35306894626	1
1386.07970857001	1
1467.80634819375	1
1549.5329878175	1
1631.25962744124	1
1735.24247536339	1
1839.22532328554	1
1943.20817120769	1
2047.19101912984	1
2185.78744388367	1
2324.38386863751	1
2462.98029339134	1
2601.57671814518	1
2803.70969092962	1
3005.84266371406	1
3207.9756364985	1
3410.10860928294	1
3754.03704652559	1
4097.96548376823	1
4441.89392101088	1
4785.82235825353	1
5110.81501491881	1
5435.80767158408	1
5760.80032824936	1
6085.79298491464	1
6247.03460328335	1
6408.27622165206	1
6569.51784002077	1
6730.75945838948	1
6899.53410812944	1
7068.30875786941	1
7237.08340760937	1
7405.85805734934	1
7670.10038701784	1
7934.34271668634	1
8198.58504635485	1
8462.82737602335	1
8782.10258947123	1
9101.37780291911	1
9420.65301636699	1
9739.92822981487	1
9973.27119381953	1
10206.6141578242	1
10439.9571218289	1
10673.3000858335	1
10849.0183572346	1
11024.7366286357	1
11200.4549000368	1
11376.1731714379	1
11556.2933834142	1
11736.4135953905	1
11916.5338073669	1
12096.6540193432	1
12340.6079058402	1
12584.5617923372	1
12828.5156788341	1
13072.4695653311	1
13354.8320993352	1
13637.1946333392	1
13919.5571673432	1
14201.9197013473	1
14433.0010979842	1
14664.0824946211	1
14895.1638912581	1
15126.245287895	1
15314.08830252	1
15501.931317145	1
15689.77433177	1
15877.617346395	1
16067.8951301593	1
16258.1729139237	1
16448.4506976881	1
16638.7284814524	1
16872.8878081825	1
17107.0471349125	1
17341.2064616426	1
17575.3657883726	1
17835.7111499783	1
18096.056511584	1
