Time	sp_1	sp_0	sp_3	sp_2	sp_5	sp_4	sp_7	sp_6
0	1000	1000	0	0	0	0	0	0
0.01	818.730660941137	951.22942441813	163.74661706703	181.269339058863	17.5227219918339	17.5227219918339	48.7705755818702	48.7705755818702
0.02	670.31910231436	904.837417283956	268.132910594578	329.68089768564	61.5479870910616	61.5479870910616	95.1625827160441	95.1625827160441
0.03	548.807404977577	860.707973322104	329.309140274694	451.192595022423	121.883454747729	121.883454747729	139.292026677896	139.292026677896
0.04	449.323819857533	818.730749611373	359.490365935713	550.676180142467	191.185814206754	191.185814206754	181.269250388626	181.269250388626
0.05	367.882364436624	778.800780878119	367.856256826544	632.117635563376	264.261378736832	264.261378736832	221.199219121881	221.199219121881
0.06	301.223690588678	740.818225271091	361.256193441823	698.776309411322	337.520115969499	337.520115969499	259.181774728909	259.181774728909
0.07	246.648256625697	704.68810016558	344.943926781554	753.351743374303	408.407816592749	408.407816592749	295.31189983442	295.31189983442
0.08	201.963533794256	670.320065184171	322.68375728512	798.036466205744	475.352708920624	475.352708920624	329.679934815829	329.679934815829
0.09	165.351266700296	637.62817401073	297.305185243042	834.648733299704	537.343548056662	537.343548056662	362.37182598927	362.37182598927
0.1	135.361478062687	606.53068689	270.624288992777	864.638521937313	594.014232944537	594.014232944537	393.46931311	393.46931311
0.11	110.813322973236	576.949839680053	243.824168691095	889.186677026764	645.362508335668	645.362508335668	423.050160319946	423.050160319946
0.12	90.7376049068626	548.811674052825	217.739688992468	909.262395093137	691.522706100669	691.522706100669	451.188325947174	451.188325947174
0.13	74.3155359103918	522.045825724135	193.045032787603	925.684464089608	732.639431302005	732.639431302005	477.954174275865	477.954174275865
0.14	60.8752185749944	496.585367478737	170.127088627384	939.124781425006	768.997692797621	768.997692797621	503.414632521263	503.414632521263
0.15	49.8387377730376	472.366617271139	149.290037962472	950.161262226963	800.871224264491	800.871224264491	527.633382728861	527.633382728861
0.16	40.780819366873	449.329025600301	130.51187962028	959.219180633127	828.707301012846	828.707301012846	550.670974399699	550.670974399699
0.17	33.3773316032977	427.414991725319	113.594197046172	966.622668396702	853.02847135053	853.02847135053	572.585008274681	572.585008274681
0.18	27.332832229288	406.569724125236	98.4484489431208	972.667167770712	874.218718827591	874.218718827591	593.430275874764	593.430275874764
0.19	22.3854183141336	386.741087370388	85.0364246603833	977.614581685866	892.578157025483	892.578157025483	613.258912629612	613.258912629612
0.2	18.333994463372	367.879506381114	73.2491844622327	981.666005536628	908.416821074395	908.416821074395	632.120493618886	632.120493618886
0.21	15.0058659005446	349.937812794342	63.0027819628831	984.994134099455	921.991352136572	921.991352136572	650.062187205658	650.062187205658
0.22	12.2757490297287	332.87114854126	54.106190796609	987.724250970271	933.618060173662	933.618060173662	667.12885145874	667.12885145874
0.23	10.0481003793506	316.63683267019	46.3270159548904	989.951899620649	943.624883665759	943.624883665759	683.363167329809	683.363167329809
0.24	8.23079786028604	301.194276187583	39.551156733755	991.769202139714	952.218045405959	952.218045405959	698.805723812416	698.805723812416
0.25	6.74151785984175	286.504859418209	33.7058197266336	993.258482140158	959.552662413525	959.552662413525	713.495140581791	713.495140581791
0.26	5.52062526879342	272.531856156292	28.6869312555333	994.479374731207	965.792443475673	965.792443475673	727.468143843708	727.468143843708
0.27	4.51743664780229	259.24032194274	24.4093554072966	995.482563352198	971.073207944901	971.073207944901	740.759678057259	740.759678057259
0.28	3.69509345269472	246.597025565567	20.7551955436528	996.304906547305	975.549711003652	975.549711003652	753.402974434433	753.402974434433
0.29	3.02523637504488	234.570347839482	17.5995338078333	996.974763624955	979.375229817122	979.375229817122	765.429652160517	765.429652160517
0.3	2.47896792729917	223.130219983189	14.8879553014174	997.521032072701	982.633076771283	982.633076771283	776.869780016811	776.869780016811
0.31	2.03038565132122	212.248031758904	12.5850898815131	997.969614348679	985.384524467166	985.384524467166	787.751968241096	787.751968241096
0.32	1.6621960694339	201.89657581441	10.63468002762	998.337803930566	987.703123902946	987.703123902946	798.10342418559	798.10342418559
0.33	1.35982113339699	192.049964767953	8.9892557530499	998.640178866603	989.650923113553	989.650923113553	807.950035232047	807.950035232047
0.34	1.11238127664313	182.683581628293	7.59314058130248	998.887618723357	991.294478142054	991.294478142054	817.316418371707	817.316418371707
0.35	0.911360865744342	173.774003207086	6.39172975140118	999.088639134256	992.696909382855	992.696909382855	826.225996792914	826.225996792914
0.36	0.747349168904504	165.298950616998	5.36904347909558	999.252650831096	993.883607352	993.883607352	834.701049383001	834.701049383001
0.37	0.611967651810158	157.237225625619	4.51562092752404	999.38803234819	994.872411420666	994.872411420666	842.76277437438	842.76277437438
0.38	0.500595118132066	149.568675659114	3.80137752937914	999.499404881868	995.698027352489	995.698027352489	850.431324340886	850.431324340886
0.39	0.409408973053204	142.274126304479	3.19987143892838	999.590591026947	996.390719588018	996.390719588018	857.72587369552	857.72587369552
