Time	sp_11	sp_41	sp_65	SpeciesR	SpeciesL_1	SpeciesR_1	sp_24	sp_51
0	0	0	0	10	100	100	0	0
100	0.0445193382988775	3.82701977846558E-07	4.69004611836256E-18	8.77601928152149	88.2343440847084	88.2445265877879	0.00937062855636835	3.10005527158378E-08
200	0.0912919039394699	9.67255719576753E-06	2.26581037305429E-14	8.72210025244384	88.1979629055417	88.2445194081833	0.0443878465607941	1.84265887047974E-06
300	0.137771605426065	5.74742598305985E-05	2.11315751019696E-12	8.6685102557966	88.1353551359358	88.244493121807	0.105525602212634	1.74946823442519E-05
400	0.183962849233003	0.000196030206996891	4.61855344966031E-11	8.61525004260921	88.0467639250884	88.2444369874685	0.19250852767781	8.15254715528027E-05
500	0.229867355313366	0.000500370001796976	5.20616458811586E-10	8.5623159010053	87.9324060381858	88.2442594274425	0.305015151166231	0.000264723368032967
600	0.275486844687762	0.00106680293763974	3.43185885062718E-09	8.50970700368098	87.7925470413331	88.2438516391027	0.442681653326607	0.000685003569194063
700	0.320823004606298	0.00201143370829211	1.63619975777252E-08	8.45742157979478	87.627460564571	88.2430393174957	0.605105143147833	0.00151691280303635
800	0.36587756821645	0.00347140223886483	6.3563443833146E-08	8.40545809874647	87.4374418160862	88.2415786522302	0.791840942955471	0.00300759611041954
900	0.410652257494617	0.0056036372594951	2.10267392951304E-07	8.35381492800932	87.22280323326	88.239141259506	1.0024047528436	0.00548826478253939
1000	0.455148791796968	0.00858281910845736	6.11910543622983E-07	8.30249039567877	86.9838734246415	88.235306624018	1.23627648739625	0.00938219779858702
1100	0.499368909001895	0.0126004721305242	1.62210033926406E-06	8.25148283055437	86.7209970940413	88.2295514666156	1.49290175383629	0.0152156025513208
1200	0.543314351725612	0.0178643786007215	3.92261719961757E-06	8.20079053822095	86.4345344789089	88.221242578529	1.77169278807404	0.0236243660622236
1300	0.586986865542007	0.0245976165589993	8.76896372417796E-06	8.15041180279861	86.124860805386	88.2096272281405	2.07203003953937	0.0353633644346046
1400	0.630388207202782	0.0330373142510972	1.84107314859935E-05	8.10034490143143	85.7923656682873	88.1938237223456	2.39326427716749	0.0513155821364656
1500	0.673520145615801	0.0434335321988874	3.66821590370101E-05	8.0505881012314	85.4374523432685	88.1728143745058	2.73471845675306	0.0724985172405042
1600	0.716384457147447	0.0560481517357244	6.98662456796915E-05	8.00113966035898	85.0605371431055	88.1454393004448	3.09568957382145	0.100069561387249
1700	0.758982928486274	0.0711537451721573	0.000127827703555102	7.95199783149173	84.6620487924517	88.1103908384278	3.47545054904151	0.135330545052046
1800	0.801317356166932	0.0890325541982524	0.000225632728317202	7.90316086274739	84.2424278532017	88.066210215621	3.8732519240642	0.179729594927471
