Time	sp_3 (Mean)	sp_3 (Std)
0	0	0
0.181194915919424	2.05166503023261E-12	1.43236344208738E-06
22.4681695740086	3.09685949152623E-08	0.000175978958845109
42.4359486869537	1.08671109290241E-07	0.00032965299555871
62.4037277998988	2.31206523730002E-07	0.00048083933935728
82.3715069128438	3.96393779077869E-07	0.000629597984391501
102.339286025789	6.02147010041699E-07	0.000775981087050888
140.248521489665	1.09736626365589E-06	0.00104755193639417
178.157756953541	1.71921900639992E-06	0.00131118879292264
216.066992417416	2.45630988333149E-06	0.00156725998158354
253.976227881292	3.29802290636423E-06	0.00181604295913096
324.498301502674	5.10976028019098E-06	0.00226047211231213
395.020375124056	7.19896397596174E-06	0.0026830788566271
465.542448745438	9.52200477920115E-06	0.00308575989192713
536.06452236682	1.20376137566174E-05	0.00346950556311306
631.029530326015	1.56767163299358E-05	0.00395935229178977
725.99453828521	1.9550995227177E-05	0.00442160751150106
820.959546244405	2.36140917822678E-05	0.00485937590199987
915.9245542036	2.78176301348118E-05	0.00527416877946331
1050.86670595867	3.39775698906828E-05	0.00582892918257094
1185.80885771375	4.03073734546245E-05	0.00634868086851668
1320.75100946882	4.6768606160592E-05	0.00683859772600128
1455.69316122389	5.33011088132898E-05	0.00730056626605697
1625.97033458933	6.16267903732226E-05	0.007850031370124
1796.24750795477	7.00189710242814E-05	0.00836744096889713
1966.52468132022	7.84651733272865E-05	0.00885770944115132
2136.80185468566	8.69252906292181E-05	0.0093229681230318
2372.38303427963	9.8653555087043E-05	0.00993195965371949
2607.96421387361	0.000110405118395949	0.010506803943435
2843.54539346759	0.000122183110411316	0.0110529716230001
3079.12657306156	0.000133951452780067	0.0115729646067188
3398.11870116784	0.000149890638318053	0.0122420656392048
3717.11082927411	0.000165834353815347	0.0128766009793906
4036.10295738038	0.000181786596781238	0.0134816004396536
4355.09508548665	0.00019773181823162	0.0140603243333744
4873.00140442919	0.000223615869462501	0.0149521190941426
5390.90772337173	0.000249503372777543	0.0157937051018599
5908.81404231427	0.000275399937508361	0.0165928928274361
6426.72036125681	0.000301286175112324	0.0173549820441569
7208.67608028535	0.000340098640206673	0.0184386272027394
7990.6317993139	0.000379150497306439	0.0194680954951128
8772.58751834245	0.000418728156536801	0.0204585635680447
9554.543237371	0.000457702925493731	0.0213890961362496
9906.45704896076	0.000475132076647961	0.0217923455864141
10258.3708605505	0.000492663933334451	0.0221905659139924
10610.2846721403	0.000510407024876147	0.0225864231241935
10962.19848373	0.000527972271188074	0.0229715806262636
11346.2633575658	0.000547132597397043	0.023384465854877
11730.3282314016	0.000566314639592697	0.023790626879544
12114.3931052374	0.00058554492618793	0.02419095002945
12498.4579790732	0.000604731857170257	0.0245838596756323
13031.8557285597	0.000631320071669576	0.025118150939842
13565.2534780462	0.000657958475394623	0.0256422613285038
14098.6512275326	0.000684716087697526	0.0261581201843094
14632.0489770191	0.000711352830162574	0.0266617105098978
15191.644167459	0.000738908075519057	0.0271728189626139
15751.2393578988	0.000766785569935644	0.0276802747425921
16310.8345483386	0.000795419464428777	0.0281919629026498
16870.4297387784	0.00082328179362424	0.0286810739114233
17305.0626790293	0.000844405320200717	0.0290463818720324
17739.6956192802	0.000865957280005651	0.0294144080000747
