Time	sp_3 = 0
0	1
0.0208138301850468	1
20.514821195508	1
43.0957946756245	1
74.9480983322798	1
106.800401988935	1
133.214471737664	1
159.628541486394	1
186.042611235123	1
212.456680983852	1
250.56587382036	1
288.675066656868	1
326.784259493376	1
364.893452329884	1
414.451485923834	1
464.009519517783	1
513.567553111733	1
563.125586705683	1
617.45994535007	1
671.794303994456	1
726.128662638843	1
780.46302128323	1
840.810942168437	0.999999999999999
901.158863053643	1
961.50678393885	0.999999999999999
1021.85470482406	1
1084.27615688743	1
1146.6976089508	0.999999999999999
1209.11906101418	1
1271.54051307755	1
1336.65527677054	1
1401.77004046353	1
1466.88480415652	1
1531.99956784951	1
1597.91029424268	1
1663.82102063585	1
1729.73174702902	1
1795.64247342219	0.999999999999999
1862.69026601113	0.999999999999999
1929.73805860008	0.999999999999999
1996.78585118902	0.999999999999999
2063.83364377797	1
2131.16787106419	0.999999999999999
2198.50209835042	0.999999999999999
2265.83632563664	1
2333.17055292287	1
2400.97539109047	1
2468.78022925808	1
2536.58506742569	1
2604.38990559329	1
2672.29285394552	1
2740.19580229774	1
2808.09875064997	1
2876.00169900219	1
2944.0985578557	1
3012.19541670921	1
3080.29227556272	1
3148.38913441623	1
3220.49705077447	1
3292.6049671327	1
3364.71288349093	1
3436.82079984916	1
3517.45974987285	1
3598.09869989654	1
3678.73764992022	1
3759.37659994391	1
3849.18569701695	1
3938.99479409	1
4028.80389116304	1
4118.61298823609	1
4222.36870172129	1
4326.1244152065	1
4429.8801286917	1
4533.63584217691	1
4654.33005606409	1
4775.02426995127	1
4895.71848383845	1
5016.41269772563	1
5161.7985596517	1
5307.18442157777	1
5452.57028350384	1
5597.95614542991	1
5776.97317681544	1
5955.99020820097	1
6135.0072395865	1
6314.02427097203	1
6545.44604104129	1
6776.86781111054	1
7008.28958117979	1
7239.71135124905	1
7555.92984973077	1
7872.1483482125	1
8188.36684669423	1
8504.58534517596	1
8991.80403099293	1
9479.02271680991	1
9966.24140262689	1
10453.4600884439	1
11214.0278523364	1
11974.595616229	1
12735.1633801216	1
13495.7311440142	1
13858.3335969865	1
14220.9360499589	1
14583.5385029313	1
14946.1409559037	1
15342.3487476586	1
15738.5565394136	1
16134.7643311685	1
16530.9721229234	1
17057.2788613447	1
17583.5855997659	1
18109.8923381872	1
