Time	sp_1	sp_0	sp_3	sp_2	sp_5	sp_4	sp_7	sp_6
0	1000	1000	0	0	0	0	0	0
0.01	818.733801042052	951.229436630255	163.733324920291	181.266198957947	17.5318238727319	17.5318238727319	48.7705633697447	48.7705633697447
0.02	670.339808271998	904.837514213399	268.041828335676	329.660191728001	61.6043228502603	61.6043228502603	95.1624857866015	95.1624857866015
0.03	548.831422316473	860.708096374187	329.185507027512	451.168577683527	121.942976726146	121.942976726146	139.291903625813	139.291903625813
0.04	449.328682687172	818.730825691172	359.46097477565	550.671317312828	191.178111013564	191.178111013564	181.269174308828	181.269174308828
0.05	367.861376919136	778.800812552322	368.002341523917	632.138623080864	264.157561676468	264.157561676468	221.199187447679	221.199187447679
0.06	301.170156024327	740.818231287307	361.622328385767	698.829843975672	337.287568064907	337.287568064907	259.181768712694	259.181768712694
0.07	246.568397588522	704.688080314739	345.454992965757	753.431602411478	408.095868428113	408.095868428113	295.311919685262	295.311919685262
0.08	201.854566909587	670.319989339564	323.320276795734	798.145433090413	474.993991922778	474.993991922778	329.680010660436	329.680010660436
0.09	165.22797739117	637.627997217858	297.973557822785	834.77202260883	537.053373952894	537.053373952894	362.372002782142	362.372002782142
0.1	135.240938112665	606.530403977216	271.217725060442	864.759061887334	593.877537419118	593.877537419118	393.469596022785	393.469596022785
0.11	110.699276179373	576.949474250042	244.331805206428	889.300723820627	645.353520472857	645.353520472857	423.050525749958	423.050525749958
0.12	90.6149368556871	548.811239218073	218.333132289577	909.385063144313	691.558699586301	691.558699586301	451.188760781927	451.188760781927
0.13	74.1767554527982	522.045332074877	193.678803998057	925.823244547202	732.706998077765	732.706998077765	477.954667925123	477.954667925123
0.14	60.7210395047323	496.584818162652	170.804843150422	939.278960495267	769.108404241679	769.108404241679	503.415181837348	503.415181837348
0.15	49.7044054690311	472.366021186601	149.843284821613	950.295594530969	801.12481403315	801.12481403315	527.633978813399	527.633978813399
0.16	40.6858547510788	449.328391126467	130.859578415191	959.314145248921	829.149640890087	829.149640890087	550.671608873534	550.671608873534
0.17	33.3038880156476	427.414326373441	113.841528483676	966.696111984352	853.578672269994	853.578672269994	572.585673626559	572.585673626559
0.18	27.2615770461753	406.569028507483	98.6786773856313	972.738422953824	874.794140983617	874.794140983617	593.430971492517	593.430971492517
0.19	22.3157206975354	386.740371721075	85.2790892870568	977.684279302464	893.158307425521	893.158307425521	613.259628278925	613.259628278925
0.2	18.2672377389843	367.878772706961	73.4868786402611	981.732762261016	909.007086752205	909.007086752205	632.121227293039	632.121227293039
0.21	14.9529509138662	349.93706212727	63.1686617666829	985.047049086133	922.648526764609	922.648526764609	650.06293787273	650.06293787273
0.22	12.2398706462272	332.870379660958	54.1748645398956	987.760129353773	934.361696889302	934.361696889302	667.129620339042	667.129620339042
0.23	10.019170378709	316.636054827917	46.3622663667038	989.980829621291	944.396980767738	944.396980767738	683.363945172083	683.363945172083
0.24	8.20143523245627	301.193491388151	39.6031331066614	991.798564767543	952.977554476462	952.977554476462	698.806508611849	698.806508611849
0.25	6.71351112156268	286.504073487084	33.7682178292528	993.286488878437	960.300807861838	960.300807861838	713.495926512916	713.495926512916
0.26	5.49553740904941	272.531068967149	28.7479956907945	994.50446259095	966.540531357349	966.540531357349	727.468931032851	727.468931032851
