Time	sp_0 (Mean)	sp_8 (Mean)	sp_0 (Std)	sp_8 (Std)
0	1	0	0	0
0.0315655685542082	0.999990530448998	2.38258967817255E-21	0.00307722470406689	4.88117780681317E-11
10.4178840165593	0.996884382295038	4.0539069626961E-12	0.0556437287072134	2.01343163842422E-06
20.6009766754717	0.993857745075992	6.16925148286273E-11	0.0778907048250264	7.85445827592602E-06
33.3707898981943	0.99008831730079	4.22595820302326E-10	0.0985691664558995	2.05571354850239E-05
44.5210033864111	0.986820499067515	1.3330827482566E-09	0.113285951563609	3.6511405598672E-05
59.3619375392276	0.982504799164462	4.18976896934304E-09	0.129949228011783	6.47284240189448E-05
71.8942321164292	0.978890240251183	8.97201092476566E-09	0.142215148025774	9.47206973002705E-05
87.0583085548432	0.974552786950436	1.91818655604173E-08	0.155446933934026	0.000138498605074079
105.406841045324	0.969356918511222	4.09404100039421E-08	0.169662968290481	0.000202337344842939
115.979090718411	0.96638895416371	5.97702801004621E-08	0.177140267685195	0.000244479572098373
127.608565358806	0.963145837130726	8.72179099033385E-08	0.184860577466266	0.00029532671675558
140.400987463241	0.959604409098185	1.27203830238175E-07	0.192818994700692	0.000356656339682795
154.472651778119	0.955740049916884	1.85418740770482E-07	0.201008236737576	0.000430602553446786
169.951482524485	0.951526691212947	2.701149353295E-07	0.209418308656082	0.000519725456357815
186.978196345488	0.946936858746617	3.93246951132613E-07	0.218036148083434	0.000627093402277907
205.707581548591	0.941941750245538	5.72112808454143E-07	0.226845251269577	0.000756380250431956
226.309905272005	0.936511356358107	8.31711197388462E-07	0.235825286388674	0.000911980019250627
248.972461367759	0.93061463328108	1.20812005375696E-06	0.244951702640024	0.00109914165566274
273.901273073089	0.924219736453851	1.75332822413042E-06	0.254195346904168	0.00132412691316699
301.322965948953	0.91729432539621	2.54212798579351E-06	0.263522103517775	0.00159439458870027
331.486828112402	0.909805950184045	3.68192031260911E-06	0.272892577174027	0.00191881457101987
364.667076492196	0.901722530060624	5.3266210792877E-06	0.282261843989086	0.00230791526124288
401.16534970997	0.893012934082805	7.69631625030275E-06	0.291579301271233	0.00277416788268132
441.313450249522	0.883647672273104	1.11049375488538E-05	0.300788652238102	0.00333231092480647
485.476360843028	0.873599703221629	1.59990670256142E-05	0.309828067434349	0.00399971736094823
534.055562495885	0.862845360156779	2.30120895343669E-05	0.31863056927812	0.00479680620290997
587.492684314028	0.851365391868608	3.3039365883935E-05	0.327124689116848	0.00574749822678933
646.273518313985	0.839146107233112	4.7341971586344E-05	0.33523544620679	0.00687971308849757
710.932435713938	0.826184094136837	6.75628304199354E-05	0.342864823190673	0.00821826411739161
782.057244853886	0.812480749281327	9.6144625644652E-05	0.349937646328548	0.00980301790613651
860.294534907829	0.798045988364425	0.000136516583043039	0.3563856604914	0.0116801808831183
946.355553967166	0.782900130864845	0.000193412979884629	0.362147270723181	0.0139009285587745
1041.02267493244	0.767075704134782	0.000273333977323335	0.367163001267323	0.0165222939260429
1145.15650799423	0.750618343654876	0.000385148781033609	0.371378720819983	0.0196078553536307
1259.70372436221	0.733586923308999	0.000540878549551716	0.37475246975044	0.0232282401509204
1385.70566236699	0.716053357721504	0.00075669531871997	0.377258683298807	0.0274612987389362
1524.30779417224	0.698101661306606	0.00105415231871401	0.378894791373694	0.0323914231508923
1676.77013915802	0.679826744539568	0.00146167832358043	0.379683131862412	0.0381082906933223
1844.47871864238	0.661332797822574	0.00201634639278154	0.379668289735592	0.0447048757326595
2028.95815607517	0.642730891667616	0.00276589064865041	0.378913121793503	0.0522744082347395
2231.88553725124	0.624135422967083	0.00377090345322052	0.377496812666899	0.0609060609980769
2455.10565654492	0.605659827320306	0.00510703220029199	0.375517040440225	0.0706787155595008
2700.64778776796	0.587412616267418	0.00686702633714283	0.373081288421007	0.0816536201997237
2970.74413211331	0.569493586899789	0.00916227205062443	0.370294226209621	0.0938652473432412
3267.8501108932	0.55199161018203	0.0121232308130121	0.36724312683674	0.107309567978754
3594.66668755107	0.534979158070441	0.0158985478860886	0.364006898966608	0.12193314003951
3954.16492187474	0.518507786258308	0.0206522203127113	0.360663038601849	0.137622915923268
4345.28245028211	0.502769843432786	0.0264899879572804	0.357315649606497	0.154021075318855
4748.42367676989	0.488482941455426	0.0331637564898907	0.354170814806322	0.170019548802575
5191.87902590644	0.474604478942557	0.0411766030953866	0.351015261715747	0.186415021401985
5679.67990995665	0.46112513219405	0.0506707408265883	0.347844235249402	0.202895950176673
6216.26088241187	0.448018713479135	0.0617625990078412	0.344650934329831	0.219108059555526
6806.49995211262	0.435248132653475	0.0745298202295492	0.341426504027459	0.234674815232976
7455.76292878345	0.422773507725471	0.0889997413859542	0.33815884710778	0.249231222587293
8169.95220312136	0.410541714148596	0.105145486113962	0.334828443872082	0.262465616230019
8955.56040489306	0.398480985282729	0.122886099127325	0.331408766479877	0.274150871026259
9722.28094745931	0.387798343563374	0.139949007106684	0.328260258882229	0.283159192041678
