Time	sp_15	Gate
0	0	10
1	6.20265470408521E-13	9.90737314202585
2	2.84793736783567E-11	9.81898031945553
3	2.3307472406535E-10	9.73419881774028
4	1.08613424247159E-09	9.65248902202996
5	3.72045861989685E-09	9.57342326219212
6	1.01789930768087E-08	9.49666062465119
7	2.36353161456863E-08	9.42192874174913
8	4.87839668925275E-08	9.34899799987449
9	9.22214141191643E-08	9.27768254358973
10	1.62913629477775E-07	9.20783135715826
11	2.71506398940508E-07	9.13933760467165
12	4.32082751441552E-07	9.07206466833332
13	6.59911701028069E-07	9.00594963208356
14	9.74780597789945E-07	8.94091034603809
15	1.397760156143E-06	8.87690933661278
16	1.95453497612933E-06	8.81389406272723
17	2.67272447394384E-06	8.75184509091392
18	3.58406360584029E-06	8.69071234443331
19	4.72289773984539E-06	8.63047591793768
20	6.12737716149382E-06	8.5710773276096
21	7.83837560442723E-06	8.51249537154336
22	9.9000244589149E-06	8.45470670752137
23	1.23600544510036E-05	8.39767851559645
24	1.52692462878424E-05	8.3413872131525
25	1.86813709788131E-05	8.28582048800575
26	2.26535245467787E-05	8.23095559291526
27	2.72460315247981E-05	8.17675491571639
28	3.25223666726794E-05	8.12321029880852
29	3.85491594459201E-05	8.07030559776692
30	4.53947715225733E-05	8.01803252105526
31	5.31322140197699E-05	7.96637849815794
32	6.18370949883687E-05	7.91533521536177
33	7.15860239187791E-05	7.86489167474482
34	8.24594834260094E-05	7.8150408731914
35	9.45414836058874E-05	7.76577899848779
36	0.000107915824900981	7.71708633023562
37	0.000122666828423239	7.66893012168306
38	0.000138887473471697	7.62131527950523
39	0.000156671323480332	7.57423407928199
40	0.000176114796436029	7.52768030547132
41	0.00019731478497775	7.48164500241909
42	0.000220355328780269	7.43609267970688
43	0.000245347102234145	7.39103181205153
44	0.000272393979709866	7.34645514611679
45	0.000301602305187596	7.30235625018059
46	0.000333080892257172	7.25872951413508
47	0.000366917179521439	7.21554950228346
48	0.000403228041286873	7.1728149506726
49	0.000442126945373314	7.13052032881065
50	0.00048372685816946	7.08865835517492
51	0.000528142659076795	7.04722208789576
52	0.000575476356049717	7.00620275214781
53	0.000625837832334233	6.96559278892869
54	0.000679349686280861	6.92538656628013
55	0.00073612897256698	6.88557769612059
56	0.000796294111930449	6.84616004964573
57	0.000859958478507776	6.80712764502354
58	0.000927227083742929	6.7684745893197
59	0.000998227438195614	6.73019561898004
60	0.00107307880068553	6.6922855612912
61	0.0011519013211106	6.65473949449866
62	0.00123481446790667	6.61755235489318
63	0.00132190586048641	6.58071114931097
64	0.00141331450399024	6.54421575209655
65	0.00150916069827833	6.50806139222409
66	0.00160956555929264	6.47224353088812
67	0.0017146510190569	6.43675786150342
68	0.00182453982567665	6.40160030970512
69	0.00193935554333918	6.36676703334864
70	0.00205922060015444	6.33225402450083
71	0.00218418216108235	6.29804199631186
72	0.00231440945412295	6.26413661414658
73	0.0024500224109975	6.23053355861411
74	0.00259114130545353	6.19722864589274
75	0.00273788675326477	6.16421782773003
76	0.00289037971223119	6.13149719144273
77	0.00304874148217899	6.09906295991679
78	0.0032130933880593	6.06691146916505
79	0.0033834638158155	6.03503258477853
80	0.0035600270499624	6.0034266159639
81	0.00374289783601704	5.97208976683323
82	0.00393219067653026	5.94101833563972
83	0.00412801983108663	5.91020871477768
84	0.00433049931630454	5.87965739078258
85	0.00453974290583613	5.849360944331
86	0.00475586413036732	5.81931605024064
87	0.00497890626787288	5.78952277888119
88	0.00520901922936761	5.75997625487071
89	0.00544631101267033	5.73067366198838
90	0.00569088768819332	5.70161235758673
91	0.00594285463643159	5.67278981423605
92	0.00620231654796289	5.64420361972437
93	0.00646937742344772	5.61585147705748
94	0.00674414057362932	5.58773120445892
95	0.00702666880573629	5.5598365606984
96	0.00731708363163971	5.53216764760507
97	0.00761548433682116	5.50472242400988
98	0.0079219676691242	5.47749877021804
99	0.00823662942402645	5.45049465423332
100	0.00855956444463956	5.42370813175809
101	0.00889086662170918	5.39713734619327
102	0.00923062889361504	5.37078052863839
103	0.00957892262271482	5.34462511458607
104	0.00993584822926007	5.31867446393581
105	0.0103014952055882	5.29292676009114
106	0.0106759506484984	5.26737951257807
107	0.0110593005619449	5.24203024448902
