Time	M0	M1	L0	L1
0	0	0	0	0
110	0	999.999999999998	0	892.108059928904
220	0	1000	0	946.394338012479
330	0	1000	0	964.369074516758
440	0	1000	0	973.321729912186
550	0	1000	0	978.680428088164
660	0	1000	0	982.247060064254
770	0	1000	0	984.791638897887
880	0	1000	0	986.698358741922
990	0	1000	0	988.180316667747
1100	0	1000	0	989.365208072738
1210	0	1000	0	990.334209745188
1320	0	1000	0	991.141393272149
1430	0	1000	0	991.824165873888
1540	0	1000	0	992.409230558436
1650	0	1000	0	992.916159118581
1760	0	1000	0	993.359623581007
1870	0	1000	0	993.750839138304
1980	0	1000	0	994.098525546884
2090	0	1000	0	994.409564586869
2200	0	1000	0	994.689460071863
2310	0	1000	0	994.942666290874
2420	0	1000	0	995.172826785269
2530	0	1000	0	995.382950775647
2640	0	1000	0	995.575545440558
2750	0	1000	0	995.752716419424
2860	0	1000	0	995.916245102004
2970	0	1000	0	996.067648727711
3080	0	1000	0	996.208227595774
3190	0	1000	0	996.33910249988
3300	0	1000	0	996.461244669992
3410	0	1000	0	996.575499914541
3520	0	1000	0	996.68260823256
3630	0	1000	0	996.783219857401
3740	0	1000	0	996.877908467177
3850	0	1000	0	996.967182129007
3960	0	1000	0	997.051492417957
4070	0	1000	0	997.131242056284
4180	0	1000	0	997.206791345696
4290	0	1000	0	997.27846360939
4400	0	1000	0	997.346549817303
4510	0	1000	0	997.411312534071
4620	0	1000	0	997.472989302666
4730	0	1000	0	997.531795555618
4840	0	1000	0	997.587927129029
4950	0	1000	0	997.641562441201
5060	0	1000	0	997.692864386929
5170	0	1000	0	997.741981989846
5280	0	1000	0	997.789051848119
5390	0	1000	0	997.834199403026
5500	0	1000	0	997.877540055218
5610	0	1000	0	997.919180149601
5720	0	1000	0	997.959217846516
5830	0	1000	0	997.997743894257
5940	0	1000	0	998.03484231569
6050	0	1000	0	998.07059101996
6160	0	1000	0	998.105062348611
6270	0	1000	0	998.138323564193
6380	0	1000	0	998.170437288319
6490	0	1000	0	998.201461895127
6600	0	1000	0	998.231451865397
6710	0	1000	0	998.260458105821
6820	0	1000	0	998.28852823736
6930	0	1000	0	998.315706856117
7040	0	1000	0	998.342035769761
7150	0	1000	0	998.367554212109
7260	0	1000	0	998.392299038193
7370	0	1000	0	998.416304901848
7480	0	1000	0	998.439604417635
7590	0	1000	0	998.462228308669
7700	0	1000	0	998.484205541774
7810	0	1000	0	998.505563451214
7920	0	1000	0	998.5263278521
8030	0	1000	0	998.546523144492
8140	0	1000	0	998.566172409038
8250	0	1000	0	998.58529749497
8360	0	1000	0	998.603919101143
8470	0	1000	0	998.622056850759
8580	0	1000	0	998.639729360354
8690	0	1000	0	998.656954303522
8800	0	1000	0	998.673748469876
8910	0	1000	0	998.690127819627
9020	0	1000	0	998.706107534178
9130	0	1000	0	998.721702063057
9240	0	1000	0	998.73692516749
9350	0	1000	0	998.751789960906
9460	0	1000	0	998.766308946611
9570	0	1000	0	998.780494052862
9680	0	1000	0	998.794356665556
9790	0	1000	0	998.807907658699
9900	0	1000	0	998.821157422862
10010	0	1000	0	998.834115891746
10120	0	1000	0	998.846792567022
10230	0	1000	0	998.859196541569
10340	0	1000	0	998.871336521213
10450	0	1000	0	998.883220845115
10560	0	1000	0	998.894857504873
10670	0	1000	0	998.906254162436
10780	0	1000	0	998.917418166931
10890	0	1000	0	998.928356570468
11000	0	1000	0	998.939076142996
