Time	catalyst0	catalyst1	sp_22
0	5	5	0
10	4.45075317352784	4.45208875398032	0.000529057108849821
20	4.05004769653199	4.0583841081856	0.00351854289936673
30	3.74584700701108	3.7683042339235	0.0100055618935965
40	3.50765736735396	3.55092372461953	0.0201967325554507
50	3.31651158760934	3.38621923047364	0.0338907838694229
60	3.16004005270877	3.26066695139023	0.050718167204539
70	3.02985823822411	3.16480735788488	0.0702537420416939
80	2.92008726219294	3.09181861918709	0.0920732486796894
90	2.82631112381335	3.03655924919628	0.11581694288805
100	2.74550597128283	2.99537364191541	0.141146796271366
110	2.67523202747842	2.96534223128186	0.167783999248117
120	2.61366690986356	2.94425745663677	0.19549158894765
130	2.55939440983481	2.93039896934241	0.224070808213947
140	2.51123909929924	2.92236292803326	0.253359101701501
150	2.46830362440402	2.91906099235475	0.283213639023343
160	2.42982064155132	2.91958491450451	0.313518489860554
170	2.39512014354669	2.92314749218694	0.344171097174005
180	2.36380479397291	2.92931204900831	0.375109384416972
190	2.33546012449635	2.93761020368209	0.406267580825863
200	2.30973702334216	2.94764201378428	0.43758977476138
210	2.28630288051012	2.959050516325	0.469023940626639
220	2.26486098044694	2.9715158097693	0.500524004403689
230	2.24519123529926	2.98480692094257	0.53205526715752
240	2.22712991251872	2.99878372270614	0.563595123139181
250	2.21051643710751	3.01329404005976	0.59511749543451
260	2.19520427434656	3.02821017077662	0.626601688850286
270	2.18107170828866	3.04343083973019	0.658030197549239
280	2.16798413750496	3.05884501216259	0.689384152577256
290	2.15590254413885	3.07442712775692	0.720658229984672
300	2.14475555411359	3.09014750070427	0.751844107104801
310	2.13443606009238	3.10591840841716	0.782926784949636
320	2.12487953513976	3.1217030669597	0.813898778081083
330	2.11602306505993	3.13746943008623	0.844752993626695
340	2.10781562574481	3.15319450636982	0.875484896774865
350	2.10021138894716	3.16886063856108	0.906089829464162
360	2.09316690082871	3.18445003576493	0.936562392513289
370	2.08664306739253	3.19995197039422	0.966899947281752
380	2.08060345837834	3.21536066007526	0.997102003446249
390	2.07501573923739	3.23066654977128	1.0271645328566
400	2.0698505193658	3.24586656411361	1.05708657009815
410	2.06507940828863	3.26095634785725	1.08686641592139
420	2.06067694018969	3.27593476127141	1.11650354428395
430	2.05661969433947	3.29080095816634	1.14599725880331
440	2.05288596213229	3.30555522757305	1.17534730845238
450	2.04945698058622	3.32019848439109	1.20455373513348
460	2.04631222220443	3.33473240413994	1.23361679349181
470	2.04343447511089	3.34915805271654	1.26253632343677
480	2.04080775586062	3.36347795237873	1.29131307254604
490	2.0384161593561	3.37769434090124	1.31994752682294
500	2.03624649183712	3.39181044024246	1.34844096552514
510	2.03428670713353	3.40582915994301	1.37679452832636
520	2.03252308492339	3.4197519694083	1.40500825218171
530	2.0309444031642	3.4335824559038	1.43308375072398
540	2.02953969668701	3.4473226783215	1.46102167541246
550	2.02829902357515	3.46097518459767	1.48882309321072
560	2.02721269517337	3.47454390011984	1.51649002311637
570	2.02627188616621	3.48803032338657	1.54402299207371
580	2.02546817920835	3.50143835175573	1.57142417119994
590	2.02479404702264	3.51476869762674	1.59869376260516
600	2.02424222136181	3.52802347210514	1.62583290222089
610	2.02380537222713	3.5412057902126	1.65284347427329
620	2.02347689899443	3.55431864721608	1.67972732188463
630	2.02325097203908	3.56736350927123	1.70648540279565
640	2.02312149616126	3.5803416701633	1.73311861861174
650	2.02308315108899	3.5932562141196	1.75962907311524
660	2.02313088914218	3.60610873540211	1.78601795190811
670	2.02325974083439	3.61890101196673	1.81228665198907
680	2.02346509630967	3.63163478202124	1.83843657913684
690	2.02374295817493	3.6443108490322	1.86446856490333
700	2.02408860729801	3.65693095287369	1.89038411892886
710	2.02449879932943	3.66949655063675	1.91618445283611
720	2.02496990485798	3.68200915710211	1.94187106970512
730	2.02549926236286	3.6944698792422	1.96744507313916
740	2.02608424434022	3.70687968904022	1.99290760995183
750	2.02672108336289	3.71924034551067	2.01826033072501
760	2.02740686234601	3.73155280374531	2.04350436201466
770	2.02813870116368	3.74381828207799	2.06864106699858
780	2.02891413299025	3.75603686343895	2.09367111521672
790	2.02973146449766	3.7682103556724	2.11859602311899
800	2.03059265656177	3.78033417402197	2.14340428149172
810	2.03150850669571	3.79239251637494	2.16805740524952
820	2.03246191111031	3.80440190900147	2.19259257651578
830	2.03344778407816	3.81636779975385	2.21702259840985
840	2.03444924285238	3.82831280851567	2.2414021536226
850	2.03546933744507	3.84023285833156	2.26572216993851
860	2.03651815935813	3.85211308303165	2.28994493185671
870	2.03759376129812	3.86395432415521	2.31407170883587
880	2.03869547976412	3.8757557094826	2.33810246135861
890	2.03982195958276	3.88751772156915	2.36203812603393
900	2.04097182489306	3.89924234159396	2.38588058014035
910	2.04214386538961	3.9109306947095	2.40963111710356
920	2.04333706615334	3.92258214170759	2.43329002371131
930	2.04455059951449	3.9341958232555	2.45685739314086
940	2.04578331469485	3.94577368342754	2.48033505456161
950	2.04703430480413	3.95731619750537	2.50372390949033
960	2.04830275617868	3.96882336948289	2.52702459307621
970	2.04958798504681	3.98029479922572	2.55023745726444
980	2.05088898109239	3.99173220384138	2.57336422513566
990	2.052205131187	4.00313548734839	2.59640540528385
1000	2.05353604660132	4.01450350928828	2.61936079517399
