Time	Species	Species_1	sp_10	sp_9	BJ2x2_5
330	0.962784747565749	0.999090621689188	0.000846826102767457	0.000846826102767457	3.32898761745376E-05
340	0.961917297795525	0.999037595008422	0.000898365738943048	0.000898365738943048	3.40273245139021E-05
350	0.961064428532895	0.998983383495239	0.00095111928815332	0.00095111928815332	3.47635321745141E-05
360	0.960225836774663	0.998928012308073	0.00100506099116986	0.00100506099116986	3.5512219619233E-05
370	0.959401219517635	0.998871506605361	0.00106016508876426	0.00106016508876426	3.62871073109184E-05
380	0.958590273758618	0.998813891545539	0.00111640582170811	0.00111640582170811	3.710191571243E-05
390	0.957792835708917	0.998755180811569	0.00117376917708583	0.00117376917708583	3.79075307148016E-05
400	0.957008768968253	0.998695385828778	0.00123224345289686	0.00123224345289686	3.86424764273993E-05
410	0.95623765699717	0.998634541114418	0.00129179331021794	0.00129179331021794	3.93717179915369E-05
420	0.95547922392554	0.998572669590339	0.00135239527919046	0.00135239527919046	4.00967293400867E-05
430	0.954733193883234	0.998509794178396	0.00141402588995583	0.00141402588995583	4.08189844059207E-05
440	0.953999291000123	0.99844593780044	0.00147666167265548	0.00147666167265548	4.15399571219112E-05
450	0.953277537207069	0.99838109875244	0.00154030436665813	0.00154030436665813	4.22351622648822E-05
460	0.952567616649564	0.998315303262653	0.00160492711737732	0.00160492711737732	4.29095591850878E-05
470	0.951869216097607	0.998248577342311	0.00167050329239445	0.00167050329239445	4.35678784558248E-05
480	0.951182089349327	0.998180941459925	0.00173701193330613	0.00173701193330613	4.42090078435384E-05
490	0.950505990202852	0.998112416084009	0.00180443208170896	0.00180443208170896	4.4831835114674E-05
500	0.949840707789821	0.998043018753388	0.00187274577807365	0.00187274577807365	4.54367208391048E-05
510	0.94918631384445	0.997972743574822	0.00194195904830402	0.00194195904830402	4.60358052836568E-05
520	0.948542391760623	0.997901625145934	0.00201203647121415	0.00201203647121415	4.66208732704744E-05
530	0.947908722328237	0.997829681697208	0.002082959379283	0.002082959379283	4.71919376613938E-05
540	0.947285086337189	0.997756931459128	0.00215470910498959	0.00215470910498959	4.77490113182514E-05
550	0.946671264577378	0.997683392662177	0.0022272669808129	0.0022272669808129	4.82921071028832E-05
560	0.946067168259338	0.997609072710317	0.00230062542265268	0.00230062542265268	4.88240028276669E-05
570	0.94547270699808	0.99753397913996	0.00237477671081735	0.00237477671081735	4.93474424793819E-05
580	0.944887569290372	0.997458137843057	0.00244969433452138	0.00244969433452138	4.98604822822036E-05
590	0.944311559377858	0.997381565103306	0.00252536161922254	0.00252536161922254	5.03636322809095E-05
600	0.94374448150218	0.997304277204406	0.00260176189037859	0.00260176189037859	5.08574025202773E-05
610	0.943186139904982	0.997226290430058	0.00267887847344729	0.00267887847344729	5.13423030450845E-05
620	0.94263655446839	0.997147603145743	0.00275671303861385	0.00275671303861385	5.1816838223642E-05
630	0.942095485981761	0.997068235245743	0.00283524521481153	0.00283524521481153	5.22819222513056E-05
640	0.941562719216382	0.996988204631607	0.00291445667113742	0.00291445667113742	5.27382462670463E-05
650	0.941038078876914	0.9969075258867	0.00299433247385657	0.00299433247385657	5.31861299886821E-05
660	0.940521389668021	0.996826213594388	0.00307485768923403	0.00307485768923403	5.36258931340311E-05
670	0.940012511414973	0.996744279415449	0.0031560203757844	0.0031560203757844	5.40575753434821E-05
680	0.939511505405932	0.996661718245778	0.00323782575651048	0.00323782575651048	5.44796096448741E-05
690	0.939018070913286	0.996578555106681	0.00332024821094099	0.00332024821094099	5.48933160447916E-05
700	0.938532055696955	0.996494802662962	0.00340327476963161	0.00340327476963161	5.52988304015653E-05
710	0.938053307882858	0.99641047354897	0.00348689249432108	0.00348689249432108	5.56962856547633E-05
720	0.937581675962918	0.996325580368596	0.00357108847793115	0.00357108847793115	5.60858118251913E-05
730	0.937117008795058	0.996240135695273	0.00365584984456663	0.00365584984456663	5.64675360148923E-05
740	0.936659155603203	0.996154152071979	0.00374116374951538	0.00374116374951538	5.68415824071469E-05
750	0.936207965977278	0.996067642011234	0.00382701737924829	0.00382701737924829	5.72080722664731E-05
760	0.935763383158144	0.995980610234848	0.0039134058972128	0.0039134058972128	5.75672064244326E-05
770	0.935325413680818	0.995893056199259	0.0040003298581133	0.0040003298581133	5.79192384371047E-05
780	0.934893790739065	0.995805002099806	0.00408776653409016	0.00408776653409016	5.82641769202617E-05
790	0.934468387398965	0.995716458496018	0.00417570511129013	0.00417570511129013	5.86021509272854E-05
800	0.934049078451438	0.995627435803926	0.00426413492278554	0.00426413492278554	5.89332877943261E-05
810	0.93363574041224	0.995537944296067	0.00435304544857432	0.00435304544857432	5.92577131403028E-05
820	0.933228251521966	0.995447994101479	0.00444242631557999	0.00444242631557999	5.95755508669026E-05
830	0.93282649174605	0.995357595205703	0.00453226729765164	0.00453226729765164	5.98869231585815E-05
840	0.932430342774763	0.995266757450784	0.00462255831556399	0.00462255831556399	6.01919504825636E-05
850	0.932039758109385	0.995175484661875	0.00471329545120699	0.00471329545120699	6.04908203796685E-05
860	0.93165465081575	0.995083784053768	0.00480447131556486	0.00480447131556486	6.07836772924134E-05
870	0.931274871332936	0.994991668090581	0.00489607314444965	0.00489607314444965	6.10706007838478E-05
880	0.930900318376321	0.994899145191807	0.00498809231524312	0.00498809231524312	6.13517143908775E-05
890	0.930530893050018	0.994806223577808	0.00508052040922261	0.00508052040922261	6.1627140584805E-05
900	0.930166498846876	0.99471291126981	0.00517334921156103	0.00517334921156103	6.18970007713285E-05
910	0.92980704164848	0.994619216089906	0.00526657071132685	0.00526657071132685	6.21614152905426E-05
920	0.929452429725151	0.994525145661058	0.00536017710148415	0.00536017710148415	6.2420503416938E-05
930	0.929102573735946	0.994430707407093	0.00545416077889254	0.00545416077889254	6.26743833594015E-05
940	0.928757363779524	0.994335910455848	0.00554851239638182	0.00554851239638182	6.29230078062715E-05
950	0.92841671971072	0.994240761466479	0.00564322513362922	0.00564322513362922	6.3166524497094E-05
960	0.928080563212405	0.994145266945508	0.00573829232661515	0.00573829232661515	6.34050760877901E-05
970	0.927748812130535	0.994049433716608	0.0058337069867816	0.0058337069867816	6.36387595552715E-05
980	0.927421386546562	0.993953268417027	0.00592946231645908	0.00592946231645908	6.38676697127192E-05
990	0.927098208777434	0.993856777497589	0.00602555170886666	0.00602555170886666	6.40918992095826E-05
1000	0.926779203375594	0.99375996722269	0.00612196874811195	0.00612196874811195	6.43115385315804E-05
