Time	OUTPUT
0	0
36	0.00110737119228916
72	0.00423891393265163
108	0.00912921635202276
144	0.0155319366394972
180	0.0232265911053368
216	0.032022990075787
252	0.0417564723524771
288	0.0522741954237466
324	0.0634419026880195
360	0.0751424004073825
396	0.0872727207913484
432	0.0997468199461943
468	0.11249002121843
504	0.125425360083905
540	0.13850762975803
576	0.151695737279126
612	0.164918749238388
648	0.178164887008477
684	0.191411680371692
720	0.20460180383861
756	0.217733126768458
792	0.230790951659749
828	0.243738646533
864	0.256572932820026
900	0.269283548000008
936	0.281851747269854
972	0.294273876559883
1008	0.306544327074071
1044	0.318654021849005
1080	0.330601965304643
1116	0.342386329754835
1152	0.353997037146093
1188	0.365438583145678
1224	0.376713329174478
1260	0.38782558310873
1296	0.398776344568492
1332	0.409549161237338
1368	0.420160279680871
1404	0.43061506567781
1440	0.440920142766759
1476	0.451074924255498
1512	0.461067125034873
1548	0.470912227125595
1584	0.48061492489394
1620	0.490180411289637
1656	0.499607510846434
1692	0.508892312062529
1728	0.518043557371898
1764	0.527064321910454
1800	0.53595773633891
1836	0.54472514012051
1872	0.553368233225512
1908	0.561890527307238
1944	0.570294514904085
1980	0.578582652512108
2016	0.586757832350779
2052	0.594822652205174
2088	0.602779506907958
2124	0.610630946558025
2160	0.618379521254268
2196	0.626027781095581
2232	0.633578276180856
2268	0.641032862930659
2304	0.648392366355426
2340	0.655660646614186
2376	0.662840126035526
2412	0.669933226948033
2448	0.676942371680293
2484	0.683869982560891
2520	0.690718481918416
2556	0.697483752902851
2592	0.704171236116012
2628	0.710783707742754
2664	0.717323248889614
2700	0.723791940663129
2736	0.730191864169838
2772	0.736525100516276
2808	0.742789524857683
2844	0.748984477201103
2880	0.755115186482005
2916	0.761183306238115
2952	0.767190490007158
2988	0.773138391326858
3024	0.779028663734941
3060	0.784862291282326
3096	0.790633504670017
3132	0.796348793443124
3168	0.802009427582482
3204	0.807616677068926
3240	0.813171811883292
3276	0.818676102006415
3312	0.824130817419132
3348	0.829533082216326
3384	0.834884541714314
3420	0.840187651755804
3456	0.845443398100485
3492	0.850652766508042
3528	0.855816742738163
3564	0.860936312550535
3600	0.866011098071491
