Time	M0	M1	L0	L1
0	0	0	0	0
4.98107127806851	0	999.882137199134	0	648.401610942719
9.99894589191882	0	999.999998440523	0	820.419258876031
15.0565236181195	0	999.999999999991	0	880.105732959762
20.066374330218	0	1000	0	909.87310466088
25.1428622892591	0	1000	0	928.017965653733
30.1915697271082	0	1000	0	940.0397012609
35.2073864641636	0	1000	0	948.579825725534
40.2587337379407	0	1000	0	955.034437257798
45.2697430860436	0	1000	0	960.016299416024
50.3904338425084	0	1000	0	964.084500795909
55.5913575742179	0	1000	0	967.449608245836
60.63998022303	0	1000	0	970.164109332319
65.729321610284	0	1000	0	972.478382912113
70.849567541982	0	1000	0	974.471071787085
75.9935796030323	0	1000	0	976.202471063115
81.1561133427787	0	1000	0	977.719285195549
86.3332703766297	0	1000	0	979.058079838144
91.5221169149812	0	1000	0	980.247789259961
96.720417624349	0	1000	0	981.311546909075
101.926448715473	0	1000	0	982.268031825449
107.138865462421	0	1000	0	983.132467712882
112.139110556486	0	1000	0	983.886113901347
117.143490281391	0	1000	0	984.575892944367
122.15140163073	0	1000	0	985.209515520819
127.162370224532	0	1000	0	985.793514292144
132.175963040811	0	1000	0	986.333451328694
137.191842060767	0	1000	0	986.834096977168
142.209724071317	0	1000	0	987.29956217695
147.229381996601	0	1000	0	987.733408638976
152.250598813977	0	1000	0	988.138733954027
157.273202284739	0	1000	0	988.518247323146
162.297044613201	0	1000	0	988.874327151733
167.322005872571	0	1000	0	989.209070244814
172.347966575525	0	1000	0	989.5243305988
177.374830873731	0	1000	0	989.821754884742
182.402514948263	0	1000	0	990.102809998939
187.430950333598	0	1000	0	990.368807109017
192.460066127075	0	1000	0	990.620920910548
197.489805094833	0	1000	0	990.860207675875
202.520116415216	0	1000	0	991.087619486132
207.550958474935	0	1000	0	991.304016883366
212.582286564497	0	1000	0	991.510179118803
217.614064493195	0	1000	0	991.706813972089
222.646259715701	0	1000	0	991.894565581997
227.678845610121	0	1000	0	992.074021520156
232.7117925377	0	1000	0	992.245718567493
237.745076500693	0	1000	0	992.410148362204
242.778675692474	0	1000	0	992.567761940841
247.812572342227	0	1000	0	992.718973898424
252.846745963202	0	1000	0	992.864165804408
257.881180000008	0	1000	0	993.003689607054
262.915859273566	0	1000	0	993.137870385749
267.950771487144	0	1000	0	993.267008904558
272.985901971894	0	1000	0	993.391383716143
278.021238915681	0	1000	0	993.511253296929
283.056771405004	0	1000	0	993.626857779338
288.092490671057	0	1000	0	993.738420577651
293.12838588718	0	1000	0	993.846149729442
298.16444837835	0	1000	0	993.95023928147
303.200670077722	0	1000	0	994.050870415844
308.237044568381	0	1000	0	994.14821251842
313.273563646987	0	1000	0	994.242424060061
318.310220782899	0	1000	0	994.333653523445
323.347009869046	0	1000	0	994.422040156093
328.383926099646	0	1000	0	994.507714691982
333.420963121922	0	1000	0	994.590799946041
338.458115910763	0	1000	0	994.671411450059
343.495379744329	0	1000	0	994.749657968931
348.532750952239	0	1000	0	994.825642000008
353.570224516325	0	1000	0	994.899460183425
358.607796494526	0	1000	0	994.971203748592
363.645463168693	0	1000	0	995.040958875953
368.683221690383	0	1000	0	995.108807050043
373.721068023559	0	1000	0	995.174825348403
378.758999025748	0	1000	0	995.239086761702
383.797011719799	0	1000	0	995.301660452105
388.835103860362	0	1000	0	995.362612007781
393.873272152404	0	1000	0	995.422003650057
398.911514053258	0	1000	0	995.479894467147
403.949827146314	0	1000	0	995.53634060195
408.988209635553	0	1000	0	995.59139543863
414.026658794673	0	1000	0	995.645109753657
419.065172539362	0	1000	0	995.697531889254
424.103748882269	0	1000	0	995.748707892059
429.142386370686	0	1000	0	995.798681652065
434.181082720413	0	1000	0	995.847495014322
439.219836202709	0	1000	0	995.895187909638
444.2586451638	0	1000	0	995.941798458389
449.297508416265	0	1000	0	995.987363075467
454.336424027094	0	1000	0	996.031916553996
459.37539054577	0	1000	0	996.075492165118
464.41440658122	0	1000	0	996.118121736766
469.453471156933	0	1000	0	996.159835733976
474.492582615657	0	1000	0	996.200663322281
479.531739731038	0	1000	0	996.240632444986
484.570941324341	0	1000	0	996.279769883575
489.610186580482	0	1000	0	996.318101319849
494.649474071421	0	1000	0	996.355651384587
499.688802750541	0	1000	0	996.392443717946
504.728171607463	0	1000	0	996.428501016322
509.767579959328	0	1000	0	996.463845080999
514.807026565815	0	1000	0	996.498496855814
519.846510523732	0	1000	0	996.53247647487
524.886030962962	0	1000	0	996.565803299305
529.925587306647	0	1000	0	996.598495955692
534.965178468105	0	1000	0	996.630572365492
540.004803665392	0	1000	0	996.662049783139
545.044462142022	0	1000	0	996.692944825086
550.084153408543	0	1000	0	996.723273500465
555.12387650588	0	1000	0	996.753051234265
560.163630752484	0	1000	0	996.782292898024
565.203415486732	0	1000	0	996.81101283298
570.243230289858	0	1000	0	996.83922487473
575.28307431289	0	1000	0	996.86694237165
580.322946955791	0	1000	0	996.894178209794
585.362847637805	0	1000	0	996.920944831523
590.402775999282	0	1000	0	996.947254255485
595.442731282925	0	1000	0	996.973118091347
600.482712958501	0	1000	0	996.998547560171
605.522720512774	0	1000	0	997.023553509502
610.562753635826	0	1000	0	997.048146429683
615.60281164714	0	1000	0	997.072336465704
620.642894077771	0	1000	0	997.096133434025
625.683000471763	0	1000	0	997.119546834848
630.72313056033	0	1000	0	997.142585865544
635.763283730247	0	1000	0	997.165259430251
640.803459563824	0	1000	0	997.187576153833
645.843657653821	0	1000	0	997.20954439195
650.883877766417	0	1000	0	997.231172242169
655.924119347456	0	1000	0	997.252467551783
660.964382022433	0	1000	0	997.273437929469
666.004665425821	0	1000	0	997.294090753596
671.044969354655	0	1000	0	997.314433181486
676.085293303999	0	1000	0	997.334472155797
681.125636939045	0	1000	0	997.35421441435
686.165999929763	0	1000	0	997.373666496987
691.206382097863	0	1000	0	997.392834753349
696.246782984587	0	1000	0	997.41172534813
701.28720228558	0	1000	0	997.430344269359
706.327639704582	0	1000	0	997.448697334151
711.36809508495	0	1000	0	997.466790195229
716.40856800746	0	1000	0	997.484628345283
721.449058195041	0	1000	0	997.502217123989
726.489565379241	0	1000	0	997.519561722845
731.530089421589	0	1000	0	997.536667190689
736.57062993784	0	1000	0	997.553538437311
741.611186677834	0	1000	0	997.570180239452
746.651759396939	0	1000	0	997.586597244871
751.692347972034	0	1000	0	997.602793977032
756.732952049741	0	1000	0	997.618774838126
761.773571401763	0	1000	0	997.634544114213
766.814205804292	0	1000	0	997.650105978656
771.854855150271	0	1000	0	997.665464496139
776.895519111778	0	1000	0	997.680623625174
781.936197480278	0	1000	0	997.695587222548
786.976890052232	0	1000	0	997.710359046236
792.017596732727	0	1000	0	997.724942758845
797.058317216586	0	1000	0	997.739341929712
802.099051313499	0	1000	0	997.753560038768
807.139798837182	0	1000	0	997.76760047901
812.180559702787	0	1000	0	997.781466559469
817.221333628779	0	1000	0	997.795161506982
822.262120438746	0	1000	0	997.808688469535
827.302919960988	0	1000	0	997.822050518393
832.343732121656	0	1000	0	997.835250650665
837.384556658223	0	1000	0	997.848291790789
842.425393407873	0	1000	0	997.861176793458
847.466242211915	0	1000	0	997.873908445444
852.507103004695	0	1000	0	997.886489467828
857.547975542061	0	1000	0	997.898922517259
862.588859674322	0	1000	0	997.911210188507
867.629755254652	0	1000	0	997.92335501604
872.67066222407	0	1000	0	997.935359475964
877.711580354375	0	1000	0	997.947225987091
882.7525095078	0	1000	0	997.95895691319
887.793449547401	0	1000	0	997.970554564336
892.834400421485	0	1000	0	997.982021198617
897.875361916269	0	1000	0	997.993359023037
902.916333903346	0	1000	0	998.004570195499
907.957316256751	0	1000	0	998.015656825979
912.998308929276	0	1000	0	998.026620978019
918.039311721963	0	1000	0	998.037464669497
923.080324514454	0	1000	0	998.04818987438
928.121347189925	0	1000	0	998.058798523746
933.162379706936	0	1000	0	998.069292507096
938.203421877362	0	1000	0	998.079673673011
943.244473590138	0	1000	0	998.089943830705
948.285534735338	0	1000	0	998.10010475092
953.326605276852	0	1000	0	998.110158167084
958.367685037577	0	1000	0	998.120105775864
963.40877391444	0	1000	0	998.129949238561
968.449871805479	0	1000	0	998.139690181878
973.490978676376	0	1000	0	998.149330198949
978.532094362224	0	1000	0	998.158870849822
983.573218765067	0	1000	0	998.168313662686
988.614351791153	0	1000	0	998.177660134563
993.65549340963	0	1000	0	998.186911732202
998.696643464152	0	1000	0	998.196069892507
1003.73780186318	0	1000	0	998.205136023624
1008.77896851806	0	1000	0	998.214111505555
1013.82014340274	0	1000	0	998.222997690958
1018.86132636917	0	1000	0	998.231795905502
1023.90251733184	0	1000	0	998.240507448852
1028.94371620824	0	1000	0	998.249133595205
1033.98492297436	0	1000	0	998.257675594001
1039.02613748987	0	1000	0	998.266134670233
1044.06735967475	0	1000	0	998.274512025332
1049.10858945143	0	1000	0	998.282808837636
1054.14982679864	0	1000	0	998.291026263028
1059.191071583	0	1000	0	998.299165435203
