Time	Fuel	Reporter	sp_7
0	15	10	0
7	14.7861622289816	9.78698725231668	4.46335535859929E-06
14	14.6892123700806	9.69508094417279	6.31526794199613E-05
21	14.6373783803675	9.65510684127993	0.000289740949490148
28	14.5996004386682	9.6373514739075	0.000836666014216819
35	14.5629908853227	9.62940395835506	0.00187507276422122
42	14.5218226949871	9.62544018523838	0.00357940329717649
49	14.473550834879	9.62245319628378	0.00611728584999889
56	14.4178009542548	9.61939300119735	0.00964474981392023
63	14.3549787604027	9.61582279452567	0.0143023844610117
70	14.2857942833413	9.61160683890735	0.0202139934230463
77	14.2107782454924	9.60637407853398	0.027483559136483
84	14.1304746284612	9.59980052450002	0.0361961327010085
91	14.0455472034237	9.59174463066129	0.046419443633915
98	13.9568004514148	9.58228606109594	0.0582059293895416
105	13.8649367773995	9.57146870686533	0.0715934754995588
112	13.7704624618338	9.55920357329515	0.0866057178748163
119	13.673821356831	9.54540881498568	0.103251639398604
126	13.5754706457663	9.53008329508211	0.121529393348404
133	13.4757907483291	9.51319314383754	0.141431662810218
140	13.3751612760903	9.49476203864961	0.16294341298653
147	13.2739143175897	9.47482499595318	0.186037068420131
154	13.1723887894839	9.45340829693769	0.210688915215044
161	13.0707761577886	9.4305428572753	0.236855109477279
168	12.969338868279	9.40625528122199	0.264501775490671
175	12.8682198399595	9.38057179793882	0.293579202447445
182	12.7675898717021	9.35352847517922	0.324042233434769
189	12.6675714861268	9.32516438292486	0.355839917227893
196	12.5682815036834	9.29553077541605	0.388919825024314
203	12.4698389064037	9.26467355116762	0.423230497213373
210	12.3723005741931	9.23264727453644	0.458716965078146
217	12.2757573778384	9.19950058378418	0.495326258561947
224	12.1802640531156	9.1652840216564	0.533003703902633
231	12.0858662841546	9.1300468555325	0.571695674586562
238	11.9925924147821	9.09383804455613	0.611348312680744
245	11.900479450226	9.05670674011301	0.65190914781745
252	11.8095617301926	9.01870220105891	0.693325320525087
259	11.719853022826	8.9798742331188	0.735546666846052
266	11.6313728929283	8.94027119311351	0.77852217131044
273	11.5441191987037	8.8999395677221	0.82220351076892
280	11.4580971382551	8.85892544219091	0.866542764848167
287	11.3733047915483	8.8172738232474	0.911493204040219
294	11.2897249412397	8.77502112376127	0.957017428511761
301	11.2073606510086	8.73221372339985	1.00306720894963
308	11.1262120116104	8.68889660836695	1.04959583062015
315	11.0462632629618	8.64510618607259	1.09656631607795
