Time	Catalyst (Mean)	Input (Mean)	Catalyst (Std)	Input (Std)
0	0	0.3	0	0
0.00294130542907362	6.1044844010333E-09	0.29999205861725	7.81311996428612E-05	0.00281799580886967
45.2370833549942	0.612654762709619	0.403130477663712	0.710277360209011	0.507066053499802
97.0033421165578	1.61314645001445	0.900527620416453	0.948855796070727	0.821667459613187
142.036243791349	2.28967383088398	1.21031784481082	0.947053762328115	0.913835526230827
189.059976207255	2.79447486878894	1.31088643372767	0.873081605704674	0.932534021175918
251.648564052827	3.23363806191818	1.20644038589252	0.741989709805674	0.90626732151784
304.500939245322	3.47197508897795	1.03265628531115	0.633456036878048	0.859970336368972
368.452313228241	3.65636271977076	0.804785717769595	0.515927982857449	0.784786636596318
445.833475747572	3.78722951737708	0.564785624064163	0.398122658187368	0.680454424152942
490.419764627759	3.83530528341151	0.453950901010175	0.341913840467539	0.61964744351482
539.464682395963	3.87312758925522	0.353660637491781	0.288497077626107	0.554972262501852
593.414091940989	3.90173113108332	0.265812628142633	0.238479910286112	0.487959130114791
652.758442440517	3.92248051221515	0.19199517227657	0.192750779310998	0.420282627180309
718.037227989998	3.93662256362047	0.132695961435323	0.152589853703772	0.353474325923514
789.843892094427	3.94578679148237	0.0875577780704819	0.118759024406787	0.289609497565267
868.831222609298	3.95175312126243	0.0549620942732845	0.0903568335628536	0.230832347667416
955.717286175657	3.95569641574976	0.0325432200462495	0.0657696711023475	0.178690160764039
1051.29195609865	3.95816550743886	0.0178106093079454	0.0438567859450457	0.133576885483523
1156.42409301395	3.95945931439206	0.00865777078882556	0.024570633793185	0.0948241254687266
1272.06944362077	3.9600173944027	0.00344524125403105	0	0.0618900671165996
1399.27932928828	3.96009755394998	0.00116035816779971	0	0.0371760422978579
1539.21020352253	3.96000772791377	0.00051544208010688	0	0.0235778358579992
1693.13416518022	3.95996252262971	0.000281702425366641	0.0058044127777382	0.0159096613086343
1862.45052300367	3.95996851254237	0.000125517173817791	0.00554957107883897	0.009938211412255
2048.69851660946	3.9599865969698	6.26417970773539E-05	0.00363566579962974	0.00733299801536083
2253.57130957584	3.9599946036769	2.90508653248721E-05	0.0023129740303305	0.00513592728969442
2478.93138183885	3.95999794928519	1.25375308002078E-05	0.00142822219561153	0.0034354069121227
2726.82746132817	3.95999926596732	5.03746291311624E-06	0.000855368779691162	0.00220278516273812
2999.51314876641	3.9599997530342	1.88397909809189E-06	0.000496471979213575	0.00135692551802223
3299.46740494848	3.95999992205257	6.55464939088308E-07	0.000279028833272102	0.000804005080288934
3629.41708674876	3.95999997696596	2.11966288748876E-07	0.000151718001998077	0.000458488937089261
3992.36173672907	3.95999999363891	6.36493812978472E-08	7.97406606509615E-05	0.000251668947211237
4391.6008517074	3.95999999836127	1.77278982783252E-08	4.04766565991708E-05	0.000132954820418713
4830.76387818357	3.95999999960685	4.57467988171311E-09	1.98266719710532E-05	6.7580091761812E-05
5313.84320730736	3.95999999991231	1.09245174634275E-09	9.36416665803849E-06	3.30364878860778E-05
5845.23046934352	3.95999999998184	2.41147357428272E-10	4.2613089496429E-06	1.55247123038849E-05
6429.75645758331	3.95999999999652	4.91486972130898E-11	1.86738423728016E-06	7.0095439131688E-06
7072.73504464707	3.95999999999938	9.23881655612113E-12	7.88340879285289E-07	3.03928336276813E-06
7780.0114904172	3.9599999999999	1.60007218425221E-12	3.22612592212263E-07	1.2648799363723E-06
8558.01558076435	3.95999999999999	2.5506250035734E-13	1.33522070352112E-07	5.05024027507211E-07
9413.82008014622	3.96	3.73873481927028E-14	6.75927923366476E-08	1.93355343010117E-07
10355.2050294663	3.96	5.03482108198326E-15	5.1875244518647E-08	7.09559269642945E-08
11390.7284737183	3.96	6.22383918626506E-16	4.94603234546409E-08	2.49475241995577E-08
12529.8042623956	3.96	7.05672663655565E-17	4.91630093860789E-08	8.40043300698352E-09
13782.7876299406	3.96	7.3333724145886E-18	4.91301785695412E-08	2.70800788255685E-09
15161.0693342401	3.96	6.97936417287341E-19	4.91268566591591E-08	8.35363417215071E-10
16677.1792089695	3.96	6.0720705972986E-20	4.91265495623614E-08	2.46875919621123E-10
18344.9000711719	3.96	4.95064755012131E-21	4.91265241564189E-08	6.87062514068303E-11
20179.3930195945	3.96	3.15777416536086E-22	4.91265261764487E-08	2.10258658484694E-11
22197.3352628594	3.96	-9.59316619784416E-23	4.91265204575688E-08	0
24417.0717304507	3.96	-1.44160025887414E-22	4.91265185739805E-08	0
26858.7818448012	3.96	-1.7367832545426E-22	4.91265167685554E-08	0
29544.6629705868	3.96	-2.0278512357208E-22	4.91265188835782E-08	1.18480746076444E-11
32499.1322089509	3.96	1.73791065949698E-22	4.91265168979484E-08	8.88520387103324E-12
35749.0483711514	3.96	1.66657802471053E-22	4.91265149862005E-08	2.94669262913544E-12
39323.956149572	3.96	1.46644981061549E-22	4.91265168715588E-08	0
