Time	SpeciesL	SpeciesR
0	1000	1000
50	238.396326768519	267.549314259541
100	220.850339445898	278.879661835175
150	203.064109267194	286.90511166414
200	185.784167946865	291.392385846573
250	169.577842147839	292.377172613151
300	154.818900571916	290.116882851364
350	141.700501342404	285.027387551999
400	130.275050752907	277.606374648069
450	120.499552492565	268.370230831784
500	112.272336799652	257.812408760924
550	105.460771333027	246.378151667777
600	99.9233775421074	234.450415520569
650	95.5260643087944	222.341675848399
700	92.1490630992462	210.300529164665
750	89.6874610031576	198.520780925596
800	88.052238779532	187.148650399434
850	87.1705209394572	176.289535503324
900	86.9851114922512	166.015554594434
950	87.4526228823601	156.372894302505
1000	88.5412660522228	147.388183265062
1050	90.2295217923388	139.073042054441
1100	92.5049053952011	131.427899954032
1150	95.362691944876	124.4455584277
1200	98.8046274862919	118.113919371864
1250	102.837566999277	112.418819496459
1300	107.47230372856	107.345747638516
1350	112.723156077572	102.87969682034
1400	118.60561618837	99.0087890437136
1450	125.135568169983	95.7242855738003
1500	132.327450527368	93.021387086014
1550	140.19239129961	90.9009487997633
1600	148.735600124607	89.3706116895676
1650	157.953174864495	88.4461562695632
1700	167.828179240451	88.152388287144
1750	178.32612655579	88.5248644714043
1800	189.390162847707	89.6111208068002
1850	200.933755354677	91.4723515265221
1900	212.833671168814	94.1844993460574
1950	224.922786469294	97.8391437338989
2000	236.980825090397	102.543463241491
2050	248.727655144856	108.417549585607
2100	259.81970468883	115.588809950465
2150	269.8479434869	124.184075924562
2200	278.348387255976	134.310666235364
2250	284.823524113327	146.030183304166
2300	288.779133573344	159.33207041718
2350	289.773010390475	174.091342994286
2400	287.482802363335	190.035817943108
2450	281.772385888269	206.718817855344
2500	272.74220765589	223.525672903926
2550	260.749955341863	239.709811457823
2600	246.386568005101	254.46886286226
2650	230.406602455387	267.042268617107
2700	213.622428416355	276.821928332467
2750	196.801945844051	283.416624121898
2800	180.589212021832	286.685841927543
2850	165.463472947435	286.721714004565
2900	151.730886160696	283.803477367396
2950	139.544751107361	278.334859461711
3000	128.940362028793	270.780274802305
3050	119.87143746488	261.6154183389
3100	112.242274490056	251.290049300504
3150	105.933009528132	240.207728126892
3200	100.820531477766	228.709029478079
3250	96.7850221963813	217.078519841444
3300	93.7179283529331	205.543085084215
3350	91.5253373505695	194.278282066826
3400	90.1280846310484	183.416495135983
3450	89.4616391165503	173.053584990339
3500	89.4749309973802	163.256230006643
3550	90.1289954777938	154.067708783416
3600	91.3959670503538	145.512408618404
3650	93.2578561139195	137.600749183639
3700	95.7037183695198	130.335013276974
3750	98.7304218962345	123.708864974675
3800	102.339653560307	117.713606959252
3850	106.538343919941	112.336694184274
3900	111.336521047104	107.566124572476
3950	116.746556442504	103.39035431789
4000	122.781640817752	99.8004603848245
4050	129.454276756434	96.7908473820754
4100	136.774407027451	94.3606004693873
4150	144.747222936251	92.5144550334449
4200	153.370451413234	91.2639951435455
4250	162.631085260228	90.6288212869758
4300	172.501413145699	90.6378248244188
4350	182.934275550206	91.3305017455932
4400	193.857609224798	92.7582357808892
4450	205.167937846687	94.9855666064962
4500	216.723575849078	98.0907184189441
4550	228.3373633324	102.165753606123
4600	239.769961481872	107.315034168756
4650	250.724910220762	113.651396455535
4700	260.847316542779	121.288755638928
4750	269.728747054937	130.329653842608
4800	276.92129207921	140.846602293441
4850	281.962984061558	152.857437968898
4900	284.418714056214	166.292504680538
4950	283.932125232194	180.963356563127
5000	280.284591055938	196.535535361831
