Time	sp_1	sp_0	sp_3	sp_2	sp_5	sp_4	sp_7	sp_6
0	1000	1000	0	0	0	0	0	0
0.001	980.198674086908	995.012479195717	19.6039703416534	19.801325913092	0.197355571438553	0.197355571438553	4.98752080428245	4.98752080428245
0.002	960.789440269289	990.049833752888	38.431572881738	39.2105597307111	0.778986848973128	0.778986848973128	9.95016624711203	9.95016624711203
0.003	941.764536230508	985.111939608305	56.5058597237244	58.235463769492	1.72960404576751	1.72960404576751	14.8880603916948	14.8880603916948
0.004	923.116350412328	980.19867331344	73.8492886496845	76.8836495876717	3.03436093798712	3.03436093798712	19.8013266865602	19.8013266865602
0.005	904.83742019909	975.309912033382	90.4837322991782	95.1625798009103	4.67884750173202	4.67884750173202	24.6900879666175	24.6900879666175
0.006	886.920430880739	970.445533545787	106.430482936866	113.079569119261	6.64908618239562	6.64908618239562	29.5544664542132	29.5544664542132
0.007	869.358216803012	965.605416242243	121.710247041366	130.641783196988	8.93153615562157	8.93153615562157	34.3945837577568	34.3945837577568
0.008	852.143761078051	960.789439127951	136.343146691009	147.856238921949	11.5130922309401	11.5130922309401	39.2105608720484	39.2105608720484
0.009	835.270173780979	955.997481798412	150.348825973263	164.72982621902	14.381000245757	14.381000245757	44.002518201588	44.002518201588
0.01	818.73067860332	951.229424425157	163.746516123407	181.26932139668	17.522805273273	17.522805273273	48.770575574843	48.770575574843
0.011	802.518652615649	946.485147798257	176.554841460903	197.481347384351	20.9265059234486	20.9265059234486	53.5148522017427	53.5148522017427
0.012	786.627610203106	941.764533309149	188.791897792933	213.372389796894	24.5804920039608	24.5804920039608	58.2354666908513	58.2354666908513
0.013	771.051202923609	937.067462950481	200.475253106415	228.948797076391	28.4735439699753	28.4735439699753	62.9325370495187	62.9325370495187
0.014	755.783219507849	932.393819316119	211.621947568004	244.21678049215	32.5948329241464	32.5948329241464	67.6061806838812	67.6061806838812
0.015	740.817585859293	927.743485601139	222.248493524091	259.182414140707	36.9339206166166	36.9339206166166	72.2565143988613	72.2565143988613
0.016	726.148365037824	923.116345601814	232.370875580253	273.851634962176	41.4807593819234	41.4807593819234	76.8836543981852	76.8836543981852
0.017	711.769625133808	918.512283571419	242.005192405403	288.230374866192	46.2251824607892	46.2251824607892	81.4877164285811	81.4877164285811
0.018	697.675506022178	913.931184293074	251.167332472606	302.324493977822	51.1571615052166	51.1571615052166	86.0688157069259	86.0688157069259
0.019	683.860365261276	909.372933238984	259.872265352774	316.139634738723	56.2673693859496	56.2673693859496	90.6270667610159	90.6270667610159
0.02	670.318683078523	904.837416466737	268.134503248548	329.681316921477	61.5468136729292	61.5468136729292	95.1625835332623	95.1625835332623
0.021	657.045062370408	900.324520619308	275.968100994299	342.954937629592	66.9868366352936	66.9868366352936	99.6754793806915	99.6754793806915
0.022	644.034228702497	895.834132925055	283.386656056125	355.965771297503	72.5791152413779	72.5791152413779	104.165867074945	104.165867074945
0.023	631.28103030943	891.366141197722	290.403308531856	368.71896969057	78.3156611587142	78.3156611587142	108.633858802278	108.633858802278
0.024	618.780436869257	886.920433834708	297.030746638191	381.219563130743	84.1888164925521	84.1888164925521	113.079566165292	113.079566165292
0.025	606.527397549663	882.496899616871	303.281842221092	393.472602450337	90.1907602292446	90.1907602292446	117.503100383129	117.503100383129
0.026	594.516948017476	878.095427859443	309.169171686772	405.483051982524	96.3138802957512	96.3138802957512	121.904572140557	121.904572140557
0.027	582.744292402275	873.715908527622	314.704649060266	417.255707597725	102.551058537458	102.551058537458	126.284091472378	126.284091472378
0.028	571.204731881544	869.35823213586	319.899845701298	428.795268118456	108.895422417158	108.895422417158	130.64176786414	130.64176786414
0.029	559.893662702862	865.022289745069	324.7659991587	440.106337297138	115.340338138437	115.340338138437	134.97771025493	134.97771025493
0.03	548.806574206098	860.707972959835	329.314022024829	451.193425793902	121.879403769073	121.879403769073	139.292027040165	139.292027040165
0.031	537.939046845598	856.415173925624	333.554510789985	462.060953154402	128.506442364417	128.506442364417	143.584826074375	143.584826074375
0.032	527.286750212378	852.143785326	337.497754696829	472.713249787622	135.215495090794	135.215495090794	147.856214673999	147.856214673999
0.033	516.845441056315	847.893700379829	341.153744594801	483.154558943685	142.000814348884	142.000814348884	152.106299620171	152.106299620171
0.034	506.610961308338	843.664812838491	344.53218179454	493.389038691662	148.856856897121	148.856856897121	156.335187161508	156.335187161508
0.035	496.57923610262	839.457016983095	347.642486922298	503.42076389738	155.778276975082	155.778276975082	160.542983016905	160.542983016905
