Time	Catalyst	Input
0	0	0.3
432	3.76619654982868	0.605235496708376
864	3.95015351617112	0.0562038966378477
1296	3.95812182122479	0.00376880588787465
1728	3.95847220429479	0.000218048152764984
2160	3.958487343894	1.16080185683529E-05
2592	3.95848792967041	1.2100840621609E-06
3024	3.95848806525101	-1.06310342286074E-06
3456	3.9584879987683	-1.35695294993602E-07
3888	3.95848797455793	1.56376513768595E-07
4320	3.95848797865194	1.064425548133E-07
4752	3.95848798628713	1.90955550644439E-08
5184	3.95848799071688	-3.31273632324224E-08
5616	3.95848799704526	-1.08242392496464E-07
6048	3.95848799430928	-7.91709992410283E-08
6480	3.95848799336388	-6.96352226201542E-08
6912	3.95848799249225	-5.91171149142653E-08
7344	3.95848798922505	-1.93978980536605E-08
7776	3.95848798810301	-5.15920844034715E-09
8208	3.9584879876681	1.02586111284984E-09
8640	3.958487986562	1.46666877561743E-08
9072	3.95848798551223	2.74350780178094E-08
9504	3.95848798484307	3.55860745332122E-08
9936	3.95848798455453	3.91196773023826E-08
10368	3.9584879846466	3.80358863253206E-08
10800	3.95848798511929	3.23347016020263E-08
11232	3.95848798597259	2.20161231324996E-08
11664	3.95848798720651	7.08015091674061E-09
12096	3.95848798662945	1.40702259755285E-08
12528	3.95848798603034	2.13198602321973E-08
12960	3.95848798552855	2.73831465378211E-08
13392	3.95848798512409	3.22600848924E-08
13824	3.95848798481696	3.59506752959339E-08
14256	3.95848798460716	3.84549177484229E-08
14688	3.95848798449468	3.9772812249867E-08
15120	3.95848798447953	3.9904358800266E-08
15552	3.9584879845617	3.88495573996202E-08
15984	3.9584879847412	3.66084080479294E-08
16416	3.95848798501803	3.31809107451936E-08
16848	3.95848798539219	2.85670654914129E-08
17280	3.95848798586367	2.27668722865872E-08
17712	3.95848798643248	1.57803311307166E-08
18144	3.95848798709862	7.60744202380104E-09
18576	3.95848798745941	3.16220665143051E-09
19008	3.95848798747225	2.96462078155054E-09
19440	3.95848798748532	2.76566430953555E-09
19872	3.95848798749861	2.56533723538555E-09
20304	3.95848798751213	2.36363955910055E-09
20736	3.95848798752587	2.16057128068053E-09
21168	3.95848798753984	1.95613240012551E-09
21600	3.95848798755403	1.75032291743547E-09
22032	3.95848798756845	1.54314283261043E-09
22464	3.9584879875831	1.33459214565037E-09
22896	3.95848798759797	1.12467085655531E-09
23328	3.95848798761306	9.13378965325232E-10
23760	3.95848798762839	7.00716471960147E-10
24192	3.95848798764394	4.86683376460052E-10
24624	3.95848798765971	2.71279678824947E-10
25056	3.95848798767418	7.51399035067604E-11
25488	3.95848798767421	7.46535873218014E-11
25920	3.95848798767425	7.41672711368425E-11
26352	3.95848798767428	7.36809549518835E-11
26784	3.95848798767432	7.31946387669245E-11
27216	3.95848798767435	7.27083225819656E-11
27648	3.95848798767438	7.22220063970066E-11
28080	3.95848798767442	7.17356902120477E-11
28512	3.95848798767445	7.12493740270887E-11
28944	3.95848798767448	7.07630578421297E-11
29376	3.95848798767452	7.02767416571708E-11
29808	3.95848798767455	6.97904254722118E-11
30240	3.95848798767458	6.93041092872528E-11
30672	3.95848798767462	6.88177931022939E-11
31104	3.95848798767465	6.83314769173349E-11
31536	3.95848798767468	6.78451607323759E-11
31968	3.95848798767472	6.7358844547417E-11
32400	3.95848798767475	6.6872528362458E-11
32832	3.95848798767478	6.63862121774991E-11
33264	3.95848798767482	6.58998959925401E-11
33696	3.95848798767485	6.54135798075811E-11
34128	3.95848798767488	6.49272636226222E-11
34560	3.95848798767492	6.44409474376632E-11
34992	3.95848798767495	6.39546312527042E-11
35424	3.95848798767498	6.34683150677453E-11
35856	3.95848798767502	6.29819988827863E-11
36288	3.95848798767505	6.24956826978273E-11
36720	3.95848798767508	6.20093665128684E-11
37152	3.95848798767512	6.15230503279094E-11
37584	3.95848798767515	6.10367341429505E-11
38016	3.95848798767518	6.05504179579915E-11
38448	3.95848798767522	6.00641017730325E-11
38880	3.95848798767525	5.95777855880736E-11
39312	3.95848798767529	5.90914694031146E-11
39744	3.95848798767532	5.86051532181556E-11
40176	3.95848798767535	5.81188370331967E-11
40608	3.95848798767539	5.76325208482377E-11
41040	3.95848798767542	5.71462046632788E-11
41472	3.95848798767545	5.66598884783198E-11
41904	3.95848798767549	5.61735722933608E-11
42336	3.95848798767552	5.56872561084019E-11
42768	3.95848798767555	5.52009399234429E-11
43200	3.95848798767559	5.47146237384839E-11
