Time	Input1	Input2	Output
0	10	10	0
100	2.63827998853798	9.39373280485666	0.527470202942279
200	1.17119944980521	8.48161386628401	1.43532150354154
300	0.811892882914793	7.69809160816817	2.22620970311817
400	0.690472353070825	7.08324056887128	2.84691141153123
500	0.630910650941353	6.61090712890068	3.32288873133487
600	0.591680748182914	6.25080699944773	3.68506371636389
700	0.562553171058945	5.97699811160938	3.96001648825181
800	0.541015206590087	5.76901908237795	4.1686082449164
900	0.524626949575144	5.61163379656443	4.32631976175104
1000	0.51198550197504	5.49270354209155	4.44537838717634
1100	0.502299187938598	5.40267016630699	4.53547130608675
1200	0.49496066978348	5.33437915023948	4.60378901843835
1300	0.489418220911998	5.28253296676857	4.65564863774414
1400	0.485218154183839	5.24318194618312	4.69500307262515
1500	0.48204042154286	5.21353142938859	4.72463417719937
1600	0.479597372453526	5.19099125370565	4.74713460741529
1700	0.47774602773592	5.17392904171498	4.76419164419148
1800	0.476336298036241	5.16083728113583	4.77730617569758
1900	0.475287098236322	5.15081256988802	4.78735499102909
2000	0.474486230565448	5.14307289677579	4.79510712797919
2100	0.473873691932971	5.13713251878993	4.80103759288455
2200	0.473386581877418	5.13238918927795	4.80577752439197
2300	0.47300339602256	5.12895853924024	4.80919095921384
2400	0.472700185168568	5.12611231586267	4.81205018554381
2500	0.472487872561952	5.12396141281779	4.81425198968711
2600	0.472362227685069	5.12251100505291	4.81577568719226
2700	0.472254305667831	5.12132593890306	4.81697996884408
2800	0.472181843345235	5.12059885590307	4.81764625365162
2900	0.472122187092581	5.12012102569404	4.81806332539706
3000	0.472062942527857	5.11985431465182	4.81828928348374
3100	0.472002337589406	5.11977118194566	4.81835818403907
3200	0.471965144210136	5.11975762387998	4.81836173151227
3300	0.471956824613426	5.11978302183395	4.81835633589413
3400	0.471958737318065	5.11981540955515	4.81834397517953
3500	0.471965941315388	5.11982478655663	4.8183341179172
3600	0.471978226986103	5.11979399604704	4.81833916567339
3700	0.471985236415538	5.11974667734997	4.81838072197489
3800	0.471979352413281	5.11969293881318	4.81844211901789
3900	0.471969196370172	5.11963770437983	4.81850600500598
4000	0.471960894323814	5.11960084881626	4.8185451595835
4100	0.471955334734926	5.11960513030533	4.8185386734467
4200	0.471951191028695	5.11959989807375	4.81854540958116
4300	0.471954584135505	5.11959849644964	4.81855030749141
4400	0.471955000984634	5.11960635340745	4.81854322045803
4500	0.471951585156471	5.11962237272938	4.8185244801262
4600	0.471950343967779	5.11963822627729	4.81850458432933
4700	0.471953283738559	5.1196493687437	4.81848855826982
4800	0.471959337967819	5.11965581016265	4.81847724016002
4900	0.471959120817957	5.11966989367167	4.81846013238124
5000	0.471959385267727	5.11968003722029	4.81844872787776
5100	0.471960436415017	5.11968421749879	4.81844573378656
5200	0.471962579357714	5.11968041119749	4.81845385724465
5300	0.471962951006147	5.1196869024165	4.8184477541275
5400	0.471962522133861	5.11969740100644	4.81843602549145
5500	0.471962108370877	5.11970661125499	4.81842589874577
5600	0.471961861472302	5.11971349274714	4.81841872332424
5700	0.471961933193241	5.11971700506786	4.81841584866063
5800	0.4719624752888	5.11971610780215	4.8184186241887
5900	0.471963639514087	5.11970976053499	4.81842839934222
6000	0.471964930604678	5.11970179722163	4.81844003112032
6100	0.471964640380493	5.11970518940869	4.81843620567511
6200	0.471964316083176	5.11970838367834	4.81843227527147
6300	0.471963983003328	5.11971129234544	4.81842832035128
6400	0.47196366643155	5.11971382772484	4.81842442135641
6500	0.471963391658443	5.11971590213137	4.81842065872873
6600	0.471963183974608	5.11971742787988	4.81841711291012
6700	0.471963068670644	5.11971831728523	4.81841386434244
6800	0.47196276998399	5.11972024584306	4.8184119186952
6900	0.471962402168207	5.11972243529249	4.81841063927029
7000	0.471962065682664	5.11972427585184	4.81840966126487
7100	0.471961760527363	5.1197257675211	4.81840898467894
7200	0.471961486702304	5.11972691030028	4.81840860951251
7300	0.471961244207486	5.11972770418937	4.81840853576557
7400	0.471961033042909	5.11972814918839	4.81840876343813
7500	0.471960853208573	5.11972824529732	4.81840929253018
7600	0.471960704704479	5.11972799251617	4.81841012304173
7700	0.471960587530626	5.11972739084494	4.81841125497277
7800	0.471960501687015	5.11972644028362	4.8184126883233
7900	0.471960447173645	5.11972514083223	4.81841442309333
8000	0.471960423990516	5.11972349249075	4.81841645928286
8100	0.471960432137628	5.11972149525919	4.81841879689188
8200	0.471960471614982	5.11971914913754	4.81842143592039
8300	0.471960542422578	5.11971645412582	4.8184243763684
8400	0.471960644560414	5.11971341022401	4.8184276182359
8500	0.471960778028492	5.11971001743212	4.8184311615229
8600	0.471960942826812	5.11970627575014	4.81843500622939
8700	0.471961138955372	5.11970218517809	4.81843915235538
8800	0.471961366414175	5.11969774571595	4.81844359990086
8900	0.471961625203218	5.11969295736373	4.81844834886583
9000	0.471961915322503	5.11968782012142	4.8184533992503
9100	0.471962236772029	5.11968233398904	4.81845875105427
9200	0.471962589551796	5.11967649896657	4.81846440427772
9300	0.471962847881584	5.11967177430065	4.81846902418842
9400	0.471962811443908	5.11967048398635	4.81847048509277
9500	0.471962772886417	5.11966923285476	4.81847189245724
9600	0.471962732209112	5.11966802090588	4.81847324628183
9700	0.471962689411992	5.11966684813971	4.81847454656654
9800	0.471962644495057	5.11966571455624	4.81847579331137
9900	0.471962597458308	5.11966462015549	4.81847698651632
10000	0.471962548301744	5.11966356493745	4.81847812618138
