Time	Input1	Input2	sp_2	Signal
0	10	10	0	0
6	8.36693613247747	9.98492716740491	0.0141895169427364	0.000883315652414503
12	7.02722815479373	9.9438244253399	0.0497971366683868	0.00637843799152763
18	5.9277971069348	9.88217702287121	0.0982729020081868	0.0195500751197624
24	5.02522830599043	9.80454484159369	0.153342957673644	0.0421122007306535
30	4.28371731384958	9.71471237229476	0.210453501395894	0.0748341263057213
36	3.67372376957398	9.61579278488564	0.266371977181026	0.117835237927014
42	3.17140681078853	9.51028092410153	0.319025255639851	0.170693820248374
48	2.75765486936659	9.40014811001492	0.367238246201126	0.232613643771643
54	2.41620216248396	9.2870319139022	0.41022460768331	0.302743478431584
60	2.13421735164246	9.17218892446184	0.447765353767869	0.380045721845625
66	1.90038425103867	9.05668560679889	0.479698647372511	0.463615745948062
72	1.70696906651654	8.94119974677368	0.506487086957727	0.552313166403239
78	1.54537604748969	8.82649078283849	0.528094710278163	0.645414507017351
84	1.41222018489334	8.71275951414631	0.545533887576548	0.741706598406621
90	1.30081252084296	8.60054665004655	0.558779632656458	0.840673717453534
96	1.20879512373326	8.4899423466999	0.568645441114116	0.941412212473945
102	1.13221170701496	8.38121499375357	0.575382669737265	1.04340233693321
108	1.06810115270008	8.2745369359892	0.579296166339628	1.14616689821284
114	1.01427011635757	8.16998970559733	0.580771516333237	1.24923877870119
120	0.968487398169762	8.06766905548276	0.580064160514689	1.35226678466583
126	0.928935795199421	7.967638596513	0.57740902797231	1.45495237613377
132	0.894770610943427	7.86986263326188	0.573184847370846	1.55695251991329
138	0.864882887831465	7.77434108915819	0.567640898161465	1.65801801314912
144	0.83864519535565	7.68102215109523	0.561033482017951	1.75794436727623
150	0.815719257375485	7.58983411801275	0.55366152606964	1.85650435628077
156	0.79546868853365	7.50074001170407	0.545655845933312	1.95360414272532
162	0.777577357124769	7.41367403040799	0.537198941054659	2.04912702892523
168	0.761711679185635	7.32858044978691	0.528415104699708	2.14300444595024
174	0.74739398311058	7.24542329885824	0.519362127419438	2.23521457419688
180	0.734349862278791	7.16415080351662	0.510117898242866	2.32573129873281
186	0.722366651977846	7.08471063126491	0.500754967069941	2.41453440215941
192	0.711167479904756	7.00706149860118	0.491311653799246	2.50162684807329
198	0.700708581523641	6.93113891663844	0.481861292762108	2.58699979104205
204	0.690902307012503	6.85688880957032	0.472464998981719	2.67064619186917
210	0.681642475590552	6.78425945584601	0.463147523476473	2.75259302107795
216	0.672943549570189	6.7131893366404	0.453970513975499	2.83284014978179
222	0.664536358232654	6.64365467724129	0.444903600922228	2.91144172222114
228	0.656489784347628	6.57559268347297	0.435995629816963	2.98841168708228
234	0.648842968876735	6.50894727638062	0.427276175707342	3.0637765482748
240	0.641608171303535	6.44366762254401	0.418764837303332	3.13756754051085
246	0.634452413299065	6.37974302409753	0.410421856754969	3.20983511949837
252	0.627584649603029	6.31710568991326	0.402285728647551	3.28060858178814
258	0.621060336664555	6.25570695087106	0.394365331706366	3.34992771777913
264	0.614848519822801	6.19551041395876	0.386658775669285	3.41783081074407
270	0.608711982500956	6.13650563202512	0.379143724323626	3.4843506440326
276	0.60279265393737	6.07864133427439	0.37182466234754	3.54953400377
282	0.597099335962256	6.02188385431216	0.364691533476364	3.61342461261459
288	0.591589187515236	5.96620312464275	0.357742985851818	3.67605388991884
294	0.586183797612112	5.91157213955505	0.350983085171555	3.73744477569414
300	0.580906496112817	5.85796236657596	0.344393235245802	3.79764439860222
306	0.575738366211556	5.80534855813522	0.337961622804841	3.85668981948124
312	0.570673594944859	5.75370044143843	0.331693770557387	3.91460578841958
318	0.565705804933461	5.70298977372646	0.325592992967137	3.97141723371506
324	0.560817735693486	5.6531956685596	0.319645641573846	4.02715869026613
330	0.555998761765543	5.60429555333795	0.313846154141993	4.08185829290894
336	0.551294724733074	5.55626880487829	0.308204268453027	4.13552692704689
342	0.546692777522235	5.50909029089987	0.302714510644432	4.18819519882353
348	0.542168541182462	5.46273550718881	0.297367996932304	4.23989649623688
354	0.537713792363515	5.41718055946141	0.292160206460586	4.29065923442722
360	0.533320307715154	5.37240155343396	0.287086618373223	4.34051182853482
366	0.52897986388714	5.32837459482276	0.282142711814158	4.38948269369997
372	0.524684237529231	5.28507578934411	0.277323965927334	4.43760024506294
378	0.520494311462728	5.24252961132507	0.272632441635261	4.48483794736781
384	0.516377577270643	5.20069516894155	0.268061305134598	4.53124352624492
390	0.512319277841602	5.15954399481685	0.263605413283782	4.57685059221371
396	0.508315577610643	5.11905526575446	0.259260663126206	4.62168407142739
402	0.504362641012802	5.07920815855788	0.255022951705264	4.66576889003915
408	0.500456632483119	5.03998185003057	0.25088817606435	4.7091299742022
414	0.49659371645663	5.00135551697604	0.246852233246857	4.75179225006975
420	0.492819094790453	4.96337761576556	0.242923054467206	4.79369933005415
426	0.489103162572181	4.92599091653243	0.239090212767218	4.83491887098143
432	0.4854425833331	4.88917530119818	0.23534972767245	4.87547497140456
438	0.481836211042252	4.85291374631242	0.231698156259202	4.91538809769761
444	0.478282899668684	4.81718922842474	0.228132055603775	4.95467871623465
450	0.474781503181439	4.78198472408472	0.22464798278247	4.99336729338978
456	0.471331248694192	4.74728663626156	0.221243040253599	5.03147032373548
462	0.467938093218859	4.71314316555835	0.217924166783347	5.06893266790303
468	0.46459655458867	4.67949747173636	0.214681581823683	5.1058209466788
474	0.461305881850695	4.64633615916933	0.211512419890412	5.14215142117327
480	0.458065324052006	4.61364583223096	0.208413815499335	5.17794035249692
486	0.454874130239671	4.58141309529498	0.205382903166257	5.21320400176023
492	0.451731549460762	4.54962455273511	0.20241681740698	5.24795863007367
498	0.448636062383041	4.51827475847473	0.199514300963004	5.28221094077237
504	0.445582751725041	4.4873934211659	0.196681208518059	5.31592537052044
510	0.442573580997366	4.45693906170534	0.193908993188216	5.34915194530516
