Time,sp_0,sp_1,sp3,sp4
0,1,1,0,0
0.04812070195628297,0,1,0,1
1.8475101944702712,0,1,0,1
11.354209151273121,0,1,0,1
13.388639339863843,0,1,0,1
57.79026320215607,0,1,0,1
66.31143572665067,0,1,0,1
74.76196676367908,0,1,0,1
84.65027571710839,0,1,0,1
89.33893773970443,0,1,0,1
110.2647872533589,0,1,0,1
127.83661425879967,0,1,0,1
156.72505125178952,0,1,0,1
185.3686441996076,0,1,0,1
202.3763835940522,0,1,0,1
213.59099515621043,0,1,0,1
215.82850631219546,0,1,0,1
223.56178873455193,0,1,0,1
231.52649779341445,0,1,0,1
246.5289270231702,0,1,0,1
256.2088552052739,0,1,0,1
258.22066748144795,0,1,0,1
262.85839871661267,0,1,0,1
268.2883487338462,0,1,0,1
273.634573462802,0,1,0,1
286.06805751027497,0,1,0,1
304.41645465272694,0,1,0,1
307.9385898498198,0,1,0,1
321.8659981844642,0,1,0,1
322.97298681799543,0,1,0,1
328.34874495757833,0,1,0,1
339.70592945530734,0,1,0,1
351.4177202919809,0,1,0,1
356.71654714819437,0,1,0,1
367.5839647246477,0,1,0,1
369.53703427258984,0,1,0,1
371.86613911220263,0,1,0,1
377.2626236135962,0,1,0,1
378.8802286172392,0,1,0,1
382.35319932402683,0,1,0,1
386.3298545157078,0,1,0,1
396.51065043295625,0,1,0,1
403.71825948692543,0,1,0,1
438.8107311739039,0,1,0,1
454.04176566692684,0,1,0,1
461.00083120308,0,1,0,1
469.2662513965722,0,1,0,1
474.1740983177528,0,1,0,1
484.310786405812,0,1,0,1
489.78153202460675,0,1,0,1
494.41980223276806,0,1,0,1
530.201727842383,0,1,0,1
535.2983759470401,0,1,0,1
549.5619900907114,0,1,0,1
565.7678793921559,0,1,0,1
574.7226208256822,0,1,0,1
595.5558961720959,0,1,0,1
597.4726554118457,0,1,0,1
600.1716142433885,0,1,0,1
603.5738837236933,0,1,0,1
611.0815742444807,0,1,0,1
621.970655476633,0,1,0,1
626.7037689697123,0,1,0,1
632.7898926014149,0,1,0,1
647.4460961832277,0,1,0,1
671.520750125006,0,1,0,1
677.0084850639917,0,1,0,1
679.3375972775015,0,1,0,1
692.5279822079515,0,1,0,1
699.0642241634547,0,1,0,1
704.4777373047006,0,1,0,1
710.3952230204945,0,1,0,1
729.5697466004966,0,1,0,1
730.9051349063789,0,1,0,1
741.0855064833914,0,1,0,1
751.8825035554664,0,1,0,1
753.3169789488751,0,1,0,1
758.6317230223442,0,1,0,1
766.9737460245365,0,1,0,1
790.2841231376345,0,1,0,1
801.3225687642444,0,1,0,1
807.6909178731034,0,1,0,1
814.3245255310812,0,1,0,1
817.5711318838247,0,1,0,1
831.8935619610604,0,1,0,1
837.1949921420717,0,1,0,1
847.862684953848,0,1,0,1
872.6168247419184,0,1,0,1
880.1581582258839,0,1,0,1
891.7238688458384,0,1,0,1
908.7811994074242,0,1,0,1
912.3307179071732,0,1,0,1
916.134373704785,0,1,0,1
918.1406856695487,0,1,0,1
920.8630959261193,0,1,0,1
924.9390152310949,0,1,0,1
929.4784951286321,0,1,0,1
938.4987377437352,0,1,0,1
956.6356844677949,0,1,0,1
962.4491533485559,0,1,0,1
972.8284136579728,0,1,0,1
999.9999997282841,0,1,0,1
