Time,sp_0,sp2
0,1,0
0.04812118316330253,0,1
1.847510994644521,0,1
11.35421017734869,0,1
13.388640528617438,0,1
57.79026450613802,0,1
66.31143724550822,0,1
74.7619700092901,0,1
84.6502799552637,0,1
89.33894281058662,0,1
110.26479273201436,0,1
127.83661977234301,0,1
156.7250570555394,0,1
185.36865060877,0,1
202.37639025511632,0,1
213.5910023159286,0,1
215.82851385237393,0,1
223.5617963365013,0,1
231.52650654605972,0,1
246.52893636555123,0,1
256.2088648891955,0,1
258.2206773752988,0,1
262.85840886644036,0,1
268.28836042570816,0,1
273.6345854500172,0,1
286.06806963873834,0,1
304.4164671286145,0,1
307.93860269966785,0,1
321.8660112150586,0,1
322.97299987656936,0,1
328.34875856774613,0,1
339.70594326336146,0,1
351.41773431575706,0,1
356.71656118209324,0,1
367.5839790811311,0,1
369.5370486855481,0,1
371.8661540144887,0,1
377.2626387089461,0,1
378.88024381656885,0,1
382.3532146521269,0,1
386.32987004117183,0,1
396.5106659609277,0,1
403.71827522313237,0,1
438.8107471230939,0,1
454.0417821324266,0,1
461.000848103472,0,1
469.2662687892952,0,1
474.1741160567942,0,1
484.31080415866023,0,1
489.7815502731805,0,1
494.4198204969721,0,1
530.2017461498093,0,1
535.298395225578,0,1
549.5620094186659,0,1
565.7678987378268,0,1
574.7226403953343,0,1
595.5559160348624,0,1
597.4726754371051,0,1
600.1716344341546,0,1
603.5739043714929,0,1
611.081595157455,0,1
621.9706769369545,0,1
626.7037908924052,0,1
632.7899146757971,0,1
647.4461187221158,0,1
671.5207730304569,0,1
677.0085084415589,0,1
679.3376208345161,0,1
692.5280066492844,0,1
699.064248888355,0,1
704.4777621199119,0,1
710.3952479103143,0,1
729.5697715261059,0,1
730.9051598626776,0,1
741.0855329622362,0,1
751.8825300834378,0,1
753.3170055409565,0,1
758.6317510363863,0,1
766.9737743288599,0,1
790.2841519975884,0,1
801.3225979451495,0,1
807.6909473694195,0,1
814.3245550594343,0,1
817.5711614226065,0,1
831.8935917688032,0,1
837.1950221856044,0,1
847.8627152168187,0,1
872.6168553551696,0,1
880.1581890816954,0,1
891.723899905868,0,1
908.7812312366973,0,1
912.3307498674501,0,1
916.1344060755958,0,1
918.1407184520667,0,1
920.8631292899488,0,1
924.9390490430521,0,1
929.4785289936781,0,1
938.4987716824394,0,1
956.6357190025153,0,1
962.4491882982413,0,1
972.8284487517874,0,1
999.9999997282845,0,1
