Time	fuel	input1	origami	sp_0	sp_1	sp_3	sp_2	sp_4
0	3	1	1	0	0	0	0	0
100	2.99871219343625	0.97087381223805	0.97087381223805	0.0278418480505066	5.49751339184746E-08	0.00116753157847274	0.000113286305510574	3.46685233670102E-06
200	2.9950852900239	0.943396274077291	0.943396274077291	0.0517151254229987	7.78970080484067E-08	0.00444411145701275	0.0004183016692239	2.61094764773806E-05
300	2.98944673276762	0.917431258532728	0.917431258532728	0.0720984200373797	2.38739355613071E-07	0.00951825699140358	0.00086887989649951	8.29458026408505E-05
400	2.98208945727847	0.892857225106082	0.892857225106082	0.0894172980974193	2.05004275528282E-07	0.0161138834474838	0.00142632241948125	0.000185065925267124
500	2.9732743176496	0.86956531342062	0.86956531342062	0.104049258710212	3.08990685867995E-07	0.0239864717077062	0.0020583926892094	0.000340254481561236
600	2.96323263416993	0.847457734989762	0.847457734989762	0.116328453259709	4.50158699719906E-07	0.0329212378107319	0.00273856970117257	0.000553554079900608
700	2.95216877165114	0.826446398949142	0.826446398949142	0.126550137948923	3.75896915821517E-07	0.0427300792772679	0.00344524268045513	0.000827765247271527
800	2.94026266042006	0.806451739769135	0.806451739769135	0.134974803876241	4.15567058718235E-07	0.0532482188977359	0.00416093866411064	0.00116388322566282
900	2.92767221209933	0.787401709121506	0.787401709121506	0.141831977114106	4.32978940315804E-07	0.0643326188958105	0.00487178775295247	0.00156147413662835
1000	2.91453559206677	0.769230910103955	0.769230910103955	0.147323677193628	5.2532540127443E-07	0.0758589885245193	0.0055669036212957	0.002018995231156
1100	2.90097333372012	0.751879845478806	0.751879845478806	0.151627552363066	4.88532058641879E-07	0.0877201032963756	0.00623794620760984	0.00253406412202768
1200	2.88709028103922	0.735294268485526	0.735294268485526	0.154899695636129	4.59023073881813E-07	0.0998232516865493	0.00687864208598011	0.00310368308267496
1300	2.87297736171523	0.719424615330534	0.719424615330534	0.157277170009327	3.43744912055171E-07	0.112088973559232	0.00748447373102415	0.00372442362489892
1400	2.85871319259786	0.70422551025063	0.70422551025063	0.158880259289278	4.05659621947398E-07	0.124448931636742	0.00805231622138861	0.00439257694228547
1500	2.84436552551585	0.689655333184712	0.689655333184712	0.159814467528171	4.41008426847211E-07	0.136845234798753	0.00858024828261484	0.00510427519726016
1600	2.82999254381361	0.675675838482977	0.675675838482977	0.16017229324845	3.25322774961626E-07	0.149228675405211	0.00906727962243368	0.00585558791808722
1700	2.81564401976208	0.662251819155043	0.662251819155043	0.160034798220001	4.68815121918855E-07	0.161557194372523	0.0095131218240741	0.00664259761317814
1800	2.80136234519326	0.649350814059155	0.649350814059155	0.159472989416807	4.83361959064362E-07	0.173796102874573	0.00991815200456875	0.00746145828288828
1900	2.78718344544907	0.636942840751854	0.636942840751854	0.158549043793789	3.28695891190489E-07	0.18591616978039	0.0102831778812454	0.00830843909679331
2000	2.77313758924631	0.625000166146638	0.625000166146638	0.157317379951033	3.5842893754872E-07	0.197892814066693	0.0106093245551265	0.00917995685154252
2100	2.75925010430053	0.613497099144804	0.613497099144804	0.155825603785275	3.06635746234147E-07	0.20970635494012	0.0108980368642256	0.010072598629786
2200	2.74554200822519	0.602409805233745	0.602409805233745	0.154115339735997	4.66796353100199E-07	0.221340352939869	0.0111508985490963	0.0109831367448905
2300	2.73203056510077	0.591716142839112	0.591716142839112	0.152222959884231	4.53869184849957E-07	0.232782221279476	0.0113696845050472	0.0119085376228999
2400	2.71872977446375	0.581395514972995	0.581395514972995	0.150180225214269	4.5847720137243E-07	0.244021637577713	0.011556198033925	0.0128459657238456
2500	2.70565080146738	0.571428737113979	0.571428737113979	0.148014848059592	4.34433700159749E-07	0.255050891266088	0.0117123054201201	0.0137927837064878
2600	2.69280235432986	0.561797917968747	0.561797917968747	0.145750986011539	3.93425485747892E-07	0.265864275085629	0.0118398778577875	0.0147465496507754
2700	2.68019101549852	0.552486352217182	0.552486352217182	0.143409675363657	2.84953180013943E-07	0.276457897696322	0.0119407776870305	0.015705012082602
2800	2.66782153239283	0.543478424289519	0.543478424289519	0.141009211483419	3.02515810926712E-07	0.286829147010205	0.0120168113206435	0.0166661033803774
2900	2.655697071618	0.534759520705475	0.534759520705475	0.138565482928631	3.36262582765045E-07	0.296976963730268	0.0120697643566587	0.0176279320163689
3000	2.6438194416486	0.526315950954012	0.526315950954012	0.136092264728217	3.23039201425005E-07	0.306901328435041	0.0121013588095487	0.0185887740339559
3100	2.63218928721221	0.518134875318204	0.518134875318204	0.133601475955488	2.63921131193904E-07	0.316603077095593	0.0121132436477326	0.0195470640618281
