Time	sp_0	sp_8
0	1	0
10	0.997008961344892	3.93799362341102E-12
20	0.994035801440859	2.09302044509584E-11
30	0.991080459889587	2.02025906861168E-10
40	0.988142797234364	9.12013833862332E-10
50	0.985222706816026	2.42989139377084E-09
60	0.982320082149813	5.03419978780017E-09
70	0.979434816750969	9.00348021716376E-09
80	0.97656680491467	1.4756970176112E-08
90	0.973715944071673	2.32795492881006E-08
100	0.970882129591482	3.51842579178223E-08
110	0.96806525652423	5.10265236607339E-08
120	0.96526521992005	7.13617741122924E-08
130	0.962481915109783	9.67860006414251E-08
140	0.959715244138034	1.28865375750742E-07
150	0.956965107505744	1.68943002677999E-07
160	0.954231403507153	2.18043102514438E-07
170	0.9515140304365	2.771898963513E-07
180	0.948812886588024	3.47407605279828E-07
190	0.946127870255963	4.29720450391262E-07
200	0.943458879734559	5.25152652776846E-07
210	0.940805813318049	6.34728433527819E-07
220	0.938168569300673	7.59472013735425E-07
230	0.93554704597667	9.00407614490905E-07
240	0.93294114164028	1.0585594568855E-06
250	0.930350762292959	1.23591234563505E-06
260	0.927775825852744	1.43593629917794E-06
270	0.925216235527535	1.66026794947183E-06
280	0.922671893903856	1.91046648335904E-06
290	0.920142703568232	2.18809108768187E-06
300	0.917628567107186	2.49470094928263E-06
310	0.915129387107242	2.83185525500363E-06
320	0.912645066154923	3.20111319168718E-06
330	0.910175506836754	3.60403394617557E-06
340	0.907720611739257	4.04217670531113E-06
350	0.905280283448956	4.51710065593616E-06
360	0.902854425476296	5.03044597548225E-06
370	0.900442956786503	5.58520760318654E-06
380	0.898045790399539	6.18385931823281E-06
390	0.895662835067101	6.82850074484205E-06
400	0.893294000005348	7.52127222156379E-06
410	0.890939194894892	8.26435480127611E-06
420	0.888598329880808	9.05997025118561E-06
430	0.886271315572629	9.91038105282749E-06
440	0.883958063044346	1.08178904020655E-05
450	0.88165848383441	1.17848422090918E-05
460	0.879372489945729	1.28136210984273E-05
470	0.877099993845672	1.39066524089213E-05
480	0.874840908466066	1.50664021937518E-05
490	0.872595147203195	1.62953772204252E-05
500	0.870362623917805	1.75961249707766E-05
510	0.868143252935099	1.89712336409694E-05
520	0.865936949044738	2.04233321414959E-05
530	0.863743627500845	2.19550900971766E-05
540	0.861563204021997	2.35692178471608E-05
550	0.859395594791235	2.52684664449262E-05
560	0.857240716456054	2.70556276582792E-05
570	0.855098486128413	2.89335339693545E-05
580	0.852968821384725	3.09050585746156E-05
590	0.850851640265863	3.29731153848545E-05
600	0.848746861403968	3.51399606057367E-05
610	0.846654404027512	3.74071648159295E-05
620	0.844574187628202	3.97774476107102E-05
630	0.842506132160206	4.22535803078132E-05
640	0.840450158044692	4.48383609296889E-05
650	0.838406186169832	4.75346142035035E-05
660	0.836374137890802	5.0345191561139E-05
670	0.834353935029777	5.32729711391933E-05
680	0.832345499875938	5.63208577789802E-05
690	0.830348755185465	5.94917830265291E-05
700	0.828363624181544	6.27887051325854E-05
710	0.826390030554359	6.62146090526104E-05
720	0.824427898461102	6.97725064467811E-05
730	0.822477152525962	7.34654356799904E-05
740	0.820537717840133	7.72964618218472E-05
750	0.818609519961813	8.12686766466758E-05
760	0.816692484916199	8.53851986335169E-05
770	0.814786539195492	8.96491729661265E-05
780	0.812891609758897	9.40637715329768E-05
790	0.811007624032619	9.86321929272558E-05
800	0.809134509909866	0.000103357662446867
810	0.80727219575085	0.000108243432094431
820	0.805420610382783	0.000113292780577282
830	0.80357968283578	0.000118508786424162
840	0.801749340006029	0.000123892320466354
850	0.799929510955422	0.000129445739557164
860	0.798120125877197	0.000135171997979349
870	0.796321115411784	0.000141074059700533
880	0.794532410646803	0.000147154898373207
890	0.792753943117066	0.000153417497334725
900	0.790985644804575	0.000159864849607311
