Time	OUTPUT (Mean)	OUTPUT (Std)
0	0	0
0.0318064909134848	4.55227861604761E-10	2.13360694922353E-05
2.35368032759788	2.48647208471641E-06	0.0015768529728848
6.46879682000062	1.86970552277009E-05	0.00432396504101008
8.99358876672913	3.60404184929157E-05	0.00600324884606645
11.5183807134576	5.89529366413019E-05	0.00767783357520722
14.0431726601862	8.73882550979153E-05	0.00934772140916284
19.0139737688195	0.000159334325422389	0.012621673019291
23.9847748774528	0.000252162583361498	0.0158774445997796
28.9555759860861	0.000365531102431072	0.0191150588327306
33.9263770947194	0.000499102912070409	0.0223345445080834
41.7524396371877	0.00074954327678827	0.0273666558274994
49.578502179656	0.00104797172875593	0.0323540242315347
57.4045647221243	0.00139314799963146	0.0372967952618943
65.2306272645926	0.0017838596753699	0.042195143363955
75.707291135224	0.00237612557429613	0.0486832737822471
86.1839550058554	0.00304512020556047	0.0550925686950363
96.6606188764869	0.00378817129942795	0.0614235378473484
107.137282747118	0.00460268580819616	0.0676767511027429
120.135105919397	0.00570878373108873	0.0753275671072356
133.132929091675	0.00691641187681446	0.0828607840113216
146.130752263953	0.00822113513615768	0.0902776594995243
159.128575436232	0.00961867938608023	0.0975795255219405
174.415329430294	0.011375581320292	0.106021942100567
189.702083424355	0.013248852221293	0.114309495291448
204.988837418417	0.0152324148644913	0.122444574302318
220.275591412479	0.0173204484124168	0.130429610951263
239.319913803624	0.0200595473358028	0.140171310485091
258.364236194768	0.0229421183707119	0.149688970330797
277.408558585913	0.025958625468176	0.158987569224858
296.452880977057	0.0291000200890503	0.168072020585593
320.115473111914	0.0331645204437467	0.179068738519258
343.778065246771	0.0373936566449397	0.189752364007424
367.440657381628	0.0417733598700951	0.200132482421866
391.103249516485	0.0462904192782843	0.210218261751965
418.591135941477	0.0516942568409863	0.221577463950271
446.079022366469	0.0572497152958236	0.232566638178604
473.56690879146	0.0629407836889293	0.243199809850239
501.054795216452	0.0687525455880485	0.253490074852294
534.428447502781	0.0759518094915183	0.265542054532007
567.802099789111	0.0832875956959931	0.277131156367772
601.17575207544	0.0907403833225673	0.288279244604223
634.549404361769	0.098292162029406	0.299006207508095
674.671286627018	0.107480061803836	0.311373205372932
714.793168892266	0.116764383530811	0.323193437966908
754.915051157515	0.126123956233404	0.334497650525228
795.036933422763	0.135539397199716	0.345313223720142
838.914647027638	0.145881444909198	0.356614413532163
882.792360632512	0.156252726492614	0.367396835186272
926.670074237387	0.166637349683197	0.377690996130817
970.547787842262	0.177020832514797	0.387524174045305
1018.85419498971	0.188437344040147	0.397848637089103
1067.16060213715	0.199825053306121	0.407678891524634
1115.4670092846	0.211172672527942	0.417044682814634
1163.77341643205	0.222469977127976	0.425972827019708
1219.69304407697	0.23547483218734	0.435795063099065
1275.6126717219	0.248391669360432	0.445100761334444
1331.53229936682	0.261212297151742	0.453922552962323
1387.45192701175	0.273929354960188	0.46229010005199
1453.72822184167	0.28886084225027	0.471656922621529
1520.00451667159	0.303633226053088	0.480465291567691
1586.28081150151	0.318241717602951	0.488752293361572
1652.55710633143	0.332682113588223	0.496552261001084
1725.98393315195	0.348482005457757	0.504662294975245
1799.41075997247	0.364071455239433	0.512249852359402
1872.83758679299	0.379449844642517	0.519348910606598
1946.26441361351	0.394616965663355	0.525991848759394
2040.58959785214	0.413792698457803	0.533902011032369
2134.91478209076	0.432624566914368	0.541159817598754
2229.23996632939	0.45111651311629	0.547813047896026
2323.56515056801	0.469273201368476	0.553909923889884
2417.00531027828	0.486934303189374	0.559439181845319
2510.44546998855	0.504276880948772	0.564495580384703
2603.88562969882	0.521306321979324	0.569110821497872
2697.32578940909	0.53802873735602	0.573317108971611
2809.45654415655	0.55769895143075	0.577863191485214
2921.58729890401	0.576944844480328	0.581901128220072
3033.71805365147	0.59577581810145	0.585468833896214
3145.84880839893	0.614203038357854	0.588607367505247
3261.24404286874	0.632754919770896	0.5914224766922
3376.63927733855	0.650899100466992	0.593848460301715
3492.03451180835	0.668645292010855	0.595914332324881
