Time	Input1 (Mean)	Input2 (Mean)	Signal (Mean)	Input1 (Std)	Input2 (Std)	Signal (Std)
0	10	10	0	0	0	0
0.00432009119666294	9.99870451574764	9.99999999999637	1.01600155837032E-19	0.0113808532790014	6.02288926000188E-07	1.00796902649353E-10
10.82777801802	8.05960500112129	9.9907848806245	0.000186544374804103	0.392075158113815	0.0303264658418957	0.00431896906131504
21.141261622638	6.96690144171486	9.96090823597577	0.00268358966094595	0.453766327502877	0.0622652004424077	0.016376111853443
34.0745878446396	5.8591802428855	9.90145693885834	0.0144345894098159	0.48382632410466	0.0982437004058717	0.0379270111346032
45.3675759230762	5.05549697380784	9.83434181378921	0.0359103691804546	0.489063143664015	0.126485308314831	0.0596740938093194
60.3985430554754	4.17803709179332	9.72844620367073	0.0827904381199938	0.479910334455553	0.160151392123431	0.0901339157124749
73.0913092886383	3.57807779235096	9.62806152869021	0.13837565812547	0.46454767295821	0.18545803306618	0.115817910942883
88.4495564307653	2.9930969310717	9.49701213472444	0.223420182102056	0.441561760429403	0.21271804995865	0.145848777299096
107.033035472739	2.44732098394281	9.32954708216868	0.348023936463329	0.412310965033932	0.241268616808909	0.179660495657524
117.74065911121	2.19629130159516	9.23052656378787	0.428355792375821	0.396085163220506	0.255746020476021	0.197631710391304
129.519045113527	1.96331599420164	9.12056033494133	0.522274473267793	0.379274277291393	0.270185413669948	0.216053841836332
142.475269716077	1.75028026626741	8.99923167266254	0.630738535114321	0.36231553950623	0.284437658307631	0.23468317949337
156.727116778881	1.55863035692426	8.86622907894956	0.754478334140899	0.345618392546896	0.298353131539387	0.253257850768894
172.404148547966	1.38927815179671	8.72136230310869	0.89395612385086	0.32954731265489	0.311784695539027	0.271509768501456
189.648883493959	1.24241231414827	8.564589477764	1.049331014102	0.314431754359359	0.324587541093636	0.289173156183941
208.618091934552	1.1174573585044	8.39602848263448	1.22046173815175	0.300583719863358	0.336619940806102	0.305996028724179
229.484221219203	1.01333867040021	8.21592459517706	1.40692554129383	0.288219447700179	0.347754805430787	0.321755591423076
252.43696343232	0.927855501051787	8.02472883649043	1.60790438985804	0.277441506442517	0.357870118172966	0.336233794719777
277.684979866749	0.857720152149631	7.82308896968801	1.82218605628957	0.268171428903	0.366859197086451	0.349233814071256
