Time	Input1	Input2	Signal
0	10	10	0
100	2.63868592670956	9.39362811944106	0.29872703559632
200	1.16844783020009	8.47240983576206	1.14221061248607
300	0.812684271675223	7.65232113082643	2.00527108633673
400	0.688418689650848	6.96770309520698	2.74334498045795
500	0.619704442779724	6.39481573919207	3.36086611246621
600	0.570373773064029	5.90955436340755	3.88186357499439
700	0.529950271656959	5.49346751611646	4.32647738348129
800	0.495035211107379	5.13254800634112	4.7104216024839
900	0.464565730572778	4.81637825412886	5.04545230715304
1000	0.438073590085242	4.53709231371477	5.34038106153539
1100	0.414632798290705	4.28876325907541	5.60187522264407
1200	0.393451887965688	4.06665598556691	5.83517898382788
1300	0.374203688281551	3.86676559512038	6.04459184130643
1400	0.356765182568549	3.68576036602598	6.23371348993004
1500	0.340949919720393	3.52100094222732	6.40550031158106
1600	0.326507743200679	3.37041071044531	6.5622793745733
1700	0.31322862683162	3.23227994972748	6.70587727267041
1800	0.300977588041496	3.10513394603812	6.83783142783191
1900	0.289657820283799	2.98769130173375	6.95951013516864
2000	0.279176498146929	2.87885207870436	7.07212554791534
2100	0.269438250393148	2.77775428411665	7.17660951848263
2200	0.260355807680338	2.68356414503796	7.27386095507848
2300	0.251869959156947	2.59561408512382	7.36455966906138
2400	0.243913258397885	2.51321457164855	7.44944786360339
2500	0.236445242130833	2.43589513609599	7.52902365833491
2600	0.229423367791534	2.36320464129006	7.60377429917526
2700	0.222808918951918	2.29472461642705	7.67414937619595
2800	0.216570317253237	2.230143606963	7.74046972293916
2900	0.210673311845071	2.16910655122415	7.80310881793496
3000	0.205090455793093	2.11134438890664	7.86234174080109
3100	0.199797585201721	2.0566033500958	7.91843686929384
3200	0.194772059705163	2.00464813663225	7.97164135995172
3300	0.19000295877352	1.95535351578393	8.0220899525321
3400	0.185463284893773	1.90844337917974	8.07007129883138
3500	0.181131109425144	1.86369017354569	8.1158240146376
3600	0.177008393826195	1.82111013530417	8.15932766813009
3700	0.173067628872019	1.78041876336814	8.20088138706689
3800	0.169290884151877	1.74142930493384	8.24068043321246
3900	0.165683420055241	1.70419289219977	8.2786717601366
4000	0.162226102067797	1.66851042099096	8.31506352216386
4100	0.158904935319549	1.63423550822398	8.35000884249477
4200	0.155719930948823	1.60136974297274	8.38350394344486
4300	0.152661529550165	1.56981333231885	8.41565269581696
4400	0.149718207740856	1.53944567868196	8.44658106102716
4500	0.14688530661387	1.51022318461078	8.47633038643242
4600	0.144156733104395	1.4820857337212	8.50496044341009
4700	0.141523233979481	1.45493681014398	8.53257160068497
4800	0.138981838588918	1.42874381419254	8.5592007795606
4900	0.136531291339554	1.40349080203111	8.58486920019298
5000	0.134163344903886	1.37909392929338	8.60966209125136
5100	0.131874796776082	1.35551696083158	8.63361784885617
5200	0.129665870322952	1.33275476806195	8.65674249265026
5300	0.127530388559563	1.31074410787867	8.67910252930164
5400	0.125464831422822	1.28944829906724	8.70073538094404
5500	0.123467020900992	1.26885327796763	8.72164877295134
5600	0.121532854960154	1.24891255542702	8.74189300524162
5700	0.119658956918195	1.22959190861801	8.76150259158199
5800	0.117843065078856	1.21087660392347	8.78049177003768
5900	0.11608153105029	1.19272766921088	8.79889999534027
6000	0.114371158557289	1.1751140350454	8.81675850060842
6100	0.112711589391841	1.15802529480273	8.83408175768865
6200	0.111099425449848	1.14142890961418	8.85090219167595
6300	0.109531964751924	1.12529740881133	8.86724811643929
6400	0.108008719120011	1.10962099969951	8.88313002951068
6500	0.106527584401728	1.09437691902653	8.8985716354713
6600	0.105086203647867	1.07954037447589	8.91359870496245
6700	0.103684555443024	1.06511365727204	8.9282083155284
6800	0.102321378696792	1.05108392347569	8.94241364970162
6900	0.100994212552397	1.0374236812275	8.95624347653773
7000	0.0997013234261114	1.02411431792809	8.969717116871
7100	0.0984409777342101	1.01113722097809	8.98285389153569
7200	0.0972133777563228	0.998501392431822	8.99564144180569
7300	0.0960165150906942	0.986184299472787	9.00810358579257
7400	0.0948485813556492	0.974166262525754	9.02026086836644
7500	0.0937080813117389	0.962432068918653	9.03212870996131
7600	0.0925935197195141	0.95096650597941	9.04372253101121
7700	0.0915071808491949	0.93979122549862	9.05502192338944
7800	0.090445979425062	0.928875505958394	9.06605738057282
7900	0.0894087553163295	0.91820740325901	9.07684114627085
8000	0.0883943833728761	0.907775314494053	9.08738513258731
8100	0.0874020877128657	0.897571117579455	9.09769766533965
8200	0.0864331555459636	0.887607251287388	9.10776588652392
8300	0.0854853624334362	0.877861157155127	9.11761299573823
8400	0.0845578608454043	0.868323999051204	9.12724805448205
8500	0.0836498032519884	0.858986940844156	9.13668012425483
8600	0.082760831331138	0.849846385777302	9.14591279322239
8700	0.0818912784430813	0.840906144953117	9.15494191090115
8800	0.0810397223033928	0.832151226667184	9.16378296923424
8900	0.0802054933684998	0.823574701006446	9.1724430383825
9000	0.0793879220948298	0.815169638057845	9.18092918850678
9100	0.0785868910123324	0.806934933834885	9.18924251785158
9200	0.077802275235264	0.798869406094678	9.19738420487882
9300	0.0770331048513802	0.79096295519087	9.20536456891182
9400	0.0762788363167235	0.783209980860305	9.21318931714231
9500	0.0755389260873365	0.775604882839828	9.22086415676203
9600	0.0748134218749772	0.768148127844849	9.22838860408008
9700	0.0741019474997231	0.760835832963923	9.23576661386353
9800	0.0734038232412901	0.753661000604726	9.24300531917051
9900	0.0727186015136537	0.746619015145279	9.25010942244253
10000	0.0720458347307897	0.739705260963604	9.25708362612114
