Time	A	B	Inh
0	0.1	0.1	0.1
200	0.260749830912593	0.054274277336299	0.0440998679390711
400	2.34832525497827	0.398549665636585	0.181382180693278
600	21.2622341764862	3.18492928770332	1.51673425013272
800	102.250144086138	12.9319045387676	11.6809945489671
1000	149.367276485977	21.8792206100317	29.3830628647944
1200	146.971362767115	27.3638363395621	36.3509922943243
1400	125.46119186492	29.7009652213403	38.3295022131593
1600	99.5984774727443	30.2528163446908	38.9654306440866
1800	75.0402030444941	29.8846838295839	39.1286943583953
2000	53.8603053352314	28.923915689838	39.0521667407553
2200	36.7682236595583	27.4248698488598	38.7742862830087
2400	23.8405630187679	25.3400445909721	38.2502502322801
2600	14.7278511958829	22.6423275940483	37.3903885441086
2800	8.75711775345287	19.4312922186771	36.0887939799268
3000	5.09515323056237	15.9765661133008	34.2607969336013
3200	2.95391811234574	12.6388638738082	31.8855341694655
3400	1.73071876846582	9.71721752474516	29.0343612187564
3600	1.03288739461735	7.35138080175926	25.8647668296999
3800	0.629787119324515	5.53354232752945	22.5788565742217
4000	0.392686952764752	4.17667666873816	19.3698706142941
4200	0.250578984485673	3.1750450490525	16.3841056155554
4400	0.16387660555676	2.43522258265904	13.7086248277345
4600	0.110092090048873	1.88492125887445	11.3782799510066
4800	0.0761949169762983	1.47152791161412	9.3907141835994
5000	0.0545121201831278	1.15769774899918	7.72132072981245
5200	0.0404563801406525	0.917070451912093	6.33473307811582
5400	0.0312551645672954	0.730946177694908	5.19238785755507
5600	0.0252200827625957	0.58591869151375	4.25692057520233
5800	0.0213148074357953	0.472261995500421	3.49438774759731
6000	0.0189211999347619	0.382829019784418	2.87514537666814
6200	0.0176752867717406	0.312312476150511	2.37397081881176
6400	0.0174036957976154	0.256747754840884	1.96980519698183
6600	0.0180803165489996	0.213171682464193	1.64534274293842
6800	0.0198251173559372	0.179404273080644	1.38661217674823
7000	0.022942330348013	0.153900322233616	1.18256200396727
7200	0.0280023691755576	0.13570902053868	1.02488128173591
7400	0.0360035626928486	0.124488859284866	0.907890826324059
7600	0.0486713964860706	0.120646155443341	0.828739599726737
7800	0.0689981672396378	0.1256556848025	0.788106039690285
8000	0.102219558446928	0.142676065434761	0.791577179596133
8200	0.157474042821059	0.177669067732293	0.852355178405748
8400	0.250520418141945	0.241369964313907	0.99615141245167
8600	0.407371944845634	0.352432683506251	1.26955297359416
8800	0.666683352940499	0.541681143946255	1.75288216862953
9000	1.0725149560028	0.85513394684705	2.57502045436929
9200	1.6385224084443	1.34759062624732	3.91406128757263
9400	2.27207974404494	2.05100987623834	5.93794984635144
9600	2.73054921823023	2.91292096690582	8.63260260548686
9800	2.77015570187684	3.75651984368679	11.6123723691273
10000	2.39520160048435	4.34714830712456	14.2163675781498
10200	1.83361429616437	4.53636436480537	15.9038042780378
10400	1.30013062136341	4.33894297048227	16.5047236093799
10600	0.886015325917188	3.88467892275313	16.1559965798878
10800	0.595112579181092	3.32262999600879	15.1281800328053
11000	0.400197682466016	2.76099295522646	13.699728882478
11200	0.272092000177312	2.25661261753262	12.0986595422738
11400	0.188283233046671	1.82915551354846	10.4870127714988
11600	0.13329035956711	1.47810426588782	8.96635040725494
11800	0.0969669719171088	1.1944786402825	7.59123151308598
12000	0.0727900707361783	0.967107818385389	6.3836012120427
12200	0.0565976635458569	0.785404560634106	5.34488870702468
12400	0.0457452277026741	0.640317843744693	4.46491173236284
12600	0.0385554068761625	0.524474383363167	3.72785953605893
12800	0.0339772715542983	0.432012594290651	3.1160252489762
13000	0.0313813563378798	0.358336521885122	2.61197514073548
13200	0.0304245474048401	0.299880727595935	2.19970942983127
13400	0.03100146060343	0.253920068370573	1.8652184655303
13600	0.0332193407016193	0.218436637283316	1.59671917548219
13800	0.0374321718921619	0.19202808376574	1.38468505406735
14000	0.0443267860671745	0.173905132155815	1.22199367520133
14200	0.0550936428881997	0.163934909960885	1.1040453451407
14400	0.0717249279066589	0.162815363281352	1.02918746183311
14600	0.0975261520335536	0.172409714566524	0.999537126627201
14800	0.137938776573377	0.196340765600738	1.02249267204447
15000	0.201795875082898	0.240982935480772	1.11334567104287
15200	0.302921335408363	0.316980970527241	1.29952880013876
15400	0.461296743463922	0.441252805466643	1.62689502707596
15600	0.701006914132953	0.638672147766502	2.16718052399276
15800	1.0385919311842	0.94067795534071	3.02145576871863
16000	1.45431682211518	1.374881481543	4.30429313069796
16200	1.85610449458859	1.93958388714718	6.08257442705256
16400	2.09008610416436	2.57111193570601	8.26497609673608
16600	2.04556466649801	3.13940841986854	10.5307093316421
16800	1.7580167100545	3.50262380090127	12.4329717424
17000	1.3666475261452	3.58606965675762	13.6270028828117
17200	0.995280455949477	3.41316237850313	14.0048322848394
17400	0.699749558744357	3.07092535427127	13.6625571121055
17600	0.48537024338009	2.65508388885559	12.7964304927725
17800	0.337004917390187	2.23638549834422	11.6159064912101
18000	0.236511457868094	1.85418724779587	10.2970631628935
18200	0.168943061397251	1.5241055809891	8.96745922368551
18400	0.123506393420095	1.24793733977099	7.70850949034453
18600	0.0928422287934115	1.02098942680208	6.56504941164331
18800	0.0720635722770098	0.836333721352012	5.55612633874739
19000	0.0579749560565425	0.68690551041076	4.68426895535187
19200	0.0485048967545787	0.566370714927425	3.94242786925325
19400	0.042325395330793	0.469388807426301	3.31872507009897
19600	0.0386156952620562	0.391605476061205	2.79948684691505
19800	0.0369030239805957	0.329551411374246	2.3710655463267
20000	0.0369911133484589	0.280519500051727	2.02086958001653
