Time	S	T_7	T_6	T_5	T_4	T_3	T_2	T_1	T	sp_1	sp_0	sp_4	sp_3	sp_2	sp_7	sp_10	sp_9	sp_8	sp_5	sp_12	sp_11	sp_6	sp_14	sp_13	sp_16	sp_15	sp_18	sp_19	sp_20	sp_17	sp_22	sp_21
0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000	0.374595494340196	0.799921463840189	0.928544494040479	0.871558843763216	0.964571302288237	0.799921463840189	0.374595494340196	0.871558843763216	0.534366395812635	0.159940244346616	0.57296533300166	0.337242124806242	0.594074760246592	0.100905229807715	0.0716373799230265	0.123403296890895	0.163869853948547	0.128441156236785	0.26655050636964	0.128391479381123	0.133606565949982	0.0716373799230265	0.0760019835789038	0.056985650277263	0.0524391726578808	0.0524391726578808	0.0360268082477593	0.0302136111429027	0.00521508656885951	0.066417646613632	0.00503785934588949	0.00503785934588949
6000	0.273425260286623	0.647259658769615	0.779280606913822	0.710902142033726	0.833174003109218	0.647259658769614	0.273425260286623	0.710902142033726	0.36993512984521	0.0964188799790524	0.527409515994156	0.253738683410961	0.919162727909461	0.0914101826353346	0.0636424832641112	0.218566305532137	0.455923854857057	0.289097857966275	0.266366702788641	0.37632618674383	0.439113979672131	0.0636424832641112	0.089932634246923	0.0683784648800962	0.199165223719352	0.199165223719352	0.0538933961953967	0.10403820396248	0.0627877929283015	0.150187840652041	0.0705315524341378	0.0705315524341378
9000	0.217017788519632	0.539715225006659	0.660000604180414	0.594998570423006	0.710978612506807	0.539715225006659	0.217017788519632	0.594998570423006	0.288243893519306	0.0698985791209743	0.457869662786456	0.176392884806191	1.11675753605798	0.0802079395565997	0.0552833454163471	0.226322700517865	0.694022817070186	0.405001429576995	0.231197696737085	0.535363221674503	0.689371853249598	0.0552833454163471	0.0798888808830396	0.0650020337574079	0.325112548693955	0.325112548693955	0.0509780083263946	0.135012755918097	0.154008631575095	0.161320666760457	0.178678729059129	0.178678729059129
12000	0.180822022670971	0.461494909810669	0.568611052947212	0.509615499466192	0.614651834382658	0.461494909810394	0.180822022670971	0.509615499466192	0.238837080190533	0.0568964113654893	0.398353881597657	0.128401278778385	1.25154742054534	0.0695009029260745	0.048120589655189	0.20911858754813	0.875732666151141	0.490384500533809	0.200228693473837	0.632761641031082	0.876781486904813	0.0481205896551848	0.0695604048023493	0.0589955534810014	0.420824095731459	0.420824095731459	0.0460407814354654	0.141328319743697	0.244019845873644	0.150123034067128	0.281265912985679	0.281265912985679
15000	0.155259240209917	0.402475268058889	0.497967005174564	0.444974784104366	0.539262006638825	0.40247526805873	0.155259240209918	0.444974784104388	0.204261244177772	0.0479409903897666	0.350784551195455	0.0993587827304626	1.35076397193411	0.0614272834081204	0.0424995160452472	0.188525863443575	1.0157632092568	0.555025215895634	0.17580577700523	0.696379973091765	1.01924368687695	0.0424995160452285	0.0610690073008952	0.0529922210701645	0.493956208594718	0.493956208594718	0.041295001464274	0.137874279576114	0.32286371378506	0.135533642373389	0.366499352452059	0.366499352452059
18000	0.136175217548307	0.356517745159577	0.442237035446925	0.394457743947839	0.479443198070409	0.356517745159566	0.136175217548307	0.394457743947888	0.178712564146547	0.041488323317347	0.312622215023176	0.0804207123509872	1.42682969212376	0.0548797262476701	0.0379399987882017	0.169890726848708	1.12609905798176	0.605542256052161	0.156330864222963	0.740866723502466	1.13063364545783	0.0379399987881741	0.0543396886235035	0.0477792914990294	0.551202567428609	0.551202567428609	0.0372061626234928	0.130789879974683	0.389766921954908	0.12211143534963	0.435651529203453	0.435651529203453
21000	0.12122295131851	0.319687427751367	0.397373963013377	0.354046480936578	0.431097511634495	0.319687427749902	0.12122295131851	0.354046480936639	0.159098127175805	0.0368563951963012	0.281697706863996	0.067310358111831	1.48685539210656	0.0491792149446746	0.0343590531832839	0.15390016157325	1.21485600742887	0.645953519063423	0.140821351719418	0.773591514712364	1.21980379277769	0.034359053183227	0.0488741772457741	0.0433274820765756	0.597079341817587	0.597079341817587	0.0337235486212818	0.122690210300018	0.446212278065486	0.110572679496614	0.492053357490172	0.492053357490172
24000	0.10949025195783	0.289904231181969	0.360553324319633	0.320963417037374	0.391369640751865	0.28990423118175	0.10949025195783	0.320963417037532	0.143311602765826	0.032804241023984	0.255895637328278	0.0579387494757976	1.53572498041803	0.0451272171089606	0.0310591858548872	0.140408217094836	1.28766694221078	0.679036582962627	0.127539325756112	0.798749647758377	1.29265221187966	0.0310591858547715	0.044422472248483	0.0395899072818895	0.634614110713986	0.634614110713986	0.0308163164324445	0.114727795127752	0.493902564120383	0.100818309812789	0.53862836586779	0.53862836586779
27000	0.0997938103136091	0.26519786447389	0.329921359678067	0.293402332376243	0.358179057156886	0.265197864474144	0.0997938103136091	0.293402332376429	0.130461834251529	0.0296526447394393	0.234394946915969	0.0508447804088545	1.57613583359406	0.0417548358096993	0.0282044679023623	0.128998114076583	1.34841861046692	0.706597667623758	0.116309276623178	0.818693385339616	1.35329499442876	0.0282044679022109	0.0407864248530554	0.0365190273013531	0.665811242770516	0.665811242770516	0.0282576974791053	0.107219333755389	0.534601609087724	0.0924790867750438	0.577599553547174	0.577599553547174
