Time	sp_0	sp_1	sp_6	sp_4	sp_2
0	13	10	0	0	10
3.5	12.9999028371512	9.77902670908097	9.716284884781E-05	0.0148987317788831	9.77902635903283
7	12.9992717547715	9.57023226335765	0.000728245228493019	0.055913520230011	9.57022703411137
10.5	12.997668852767	9.37242260266362	0.00233114723302733	0.118097389720891	9.37239764354495
14	12.9947525957408	9.18457120888031	0.00524740425922784	0.197306785338371	9.18449637714738
17.5	12.9902587720306	9.00578670676608	0.00974122796942833	0.290043628345869	9.00561295399263
21	12.9839888781876	8.83529306660654	0.016011121812351	0.393365236102227	8.83495005767765
24.5	12.9758041115857	8.67242162468881	0.0241958884142967	0.504837770722021	8.67181572773268
28	12.9656032683286	8.51656991432235	0.0343967316714058	0.622365373889938	8.51558437369918
31.5	12.9533441605105	8.36724399737469	0.0466558394895455	0.744357374689436	8.36573692445307
35	12.9389997579714	8.22399234957783	0.0610002420285714	0.869382105275449	8.22179736145
38.5	12.922570017955	8.08641249576615	0.077429982044967	0.996259283477156	8.08333916253397
42	12.9040816293723	7.95415832603105	0.0959183706277097	1.12405854861032	7.94999242027205
45.5	12.8835679722317	7.8269057984197	0.116432027768309	1.2519395971756	7.82141131220405
49	12.8610815495574	7.70437053145862	0.138918450442633	1.37925456800455	7.69729050777047
52.5	12.8366840157077	7.58629288290429	0.163315984292329	1.50546914233071	7.57735104653211
56	12.8104397620305	7.47243119832361	0.189560237969531	1.63011938788989	7.46133345632597
59.5	12.782435113279	7.36258714460384	0.21756488672098	1.752948760024	7.3490227007507
63	12.7527416893464	7.25655632581953	0.247258310653559	1.87363868775063	7.24019918189765
66.5	12.7214503904174	7.15417401008886	0.278549609582599	1.99206043039288	7.13468424484315
70	12.6886516535828	7.05528793331208	0.311348346417226	2.1081229023613	7.03231298362663
73.5	12.6544205149612	6.95973770455426	0.345579485038772	2.22165739439975	6.93291364579226
77	12.6188546971179	6.86740753047407	0.381145302882088	2.33271442888096	6.83636043506303
80.5	12.5820133522303	6.77813104261482	0.417986647769703	2.44103333179718	6.74247786119018
84	12.5439874572484	6.69180727608455	0.456012542751618	2.54668514279631	6.65115747630785
87.5	12.5048631664987	6.60833924271013	0.495136833501256	2.64973262522517	6.56229602047002
91	12.4647317208799	6.5276504359681	0.53526827912006	2.75032166980352	6.47581203890222
94.5	12.4236442111109	6.44959308253266	0.57635578888914	2.84823892471982	6.3915532966448
98	12.381659163803	6.37404340237549	0.618340836196954	2.94337474915562	6.30939289265948
101.5	12.3388758218754	6.30096804750245	0.661124178124553	3.03604664027558	6.22929629197309
105	12.2953791035599	6.23031260106174	0.704620896440067	3.12646124017386	6.15120880928151
108.5	12.2512474792889	6.16201958149855	0.748752520711089	3.21479866522073	6.07507345120775
112	12.206468627776	6.09587763572407	0.793531372224019	3.30045101448494	6.00067645785267
115.5	12.1611501853759	6.03189717781286	0.838849814624105	3.38392404415844	5.92803191895492
119	12.1153561108523	5.97001812670657	0.88464388914773	3.46536008554098	5.85708246655307
122.5	12.0691498921807	5.9101866494905	0.93085010781934	3.54492767675591	5.78777782542091
126	12.0225603766183	5.8523003868832	0.977439623381652	3.62254559723667	5.72001866299476
129.5	11.9756276183478	5.79628127207732	1.02437238165215	3.69825301631715	5.65373115789974
133	11.9284037306792	5.7420766013522	1.07159626932084	3.7722163192685	5.58886806286012
136.5	11.880926150957	5.68961611490696	1.119073849043	3.8445131755147	5.52536470035277
140	11.8332297490506	5.63884124312501	1.1667702509494	3.91522139358036	5.46316760192437
143.5	11.7853539687292	5.58975252471394	1.21464603127079	3.98444505880377	5.40227847480662
147	11.737321653044	5.54227199846846	1.26267834695604	4.05223323361961	5.34262624534676
150.5	11.6891560539733	5.49635510405797	1.3108439460267	4.11864353777117	5.28417094174025
154	11.640876153522	5.45196086244168	1.35912384647795	4.18372343716011	5.22687589274001
157.5	11.5925264914602	5.40904410637477	1.40747350853983	4.2475136182726	5.17070579177182
161	11.5441307255398	5.36756772772641	1.45586927446023	4.31003933328285	5.11562965901797
164.5	11.495705016785	5.32749922339307	1.50429498321497	4.37131118108797	5.06161996148148
168	11.4472709143901	5.28880737254226	1.55272908560994	4.43132580941834	5.00865176518576
171.5	11.3988502586516	5.2514510533268	1.60114974134843	4.49009666854596	4.95669095643787
175	11.3504669896332	5.21535674125446	1.64953301036676	4.5477107054283	4.9056728871634
178.5	11.3021417364751	5.18050061399333	1.69785826352486	4.6041154005268	4.8555801602678
182	11.2538969817745	5.14683742634907	1.74610301822552	4.65930080465886	4.80637519248725
185.5	11.2057560174582	5.11431934479057	1.79424398254184	4.71324967567028	4.7580180357798
189	11.1577238703843	5.08292411145145	1.84227612961574	4.76611188908312	4.7104936522168
192.5	11.1098211580363	5.05260487047258	1.89017884196372	4.81790202626395	4.66376327328896
196	11.0620681534307	5.02331368576398	1.93793184656932	4.86864550452947	4.61778717221244
199.5	11.0144822912192	4.9950051655137	1.98551770878082	4.91840362180816	4.57252815804917
203	10.9670754597864	4.96765319138951	2.03292454021362	4.96723008642029	4.52796790944275
206.5	10.919850417279	4.94126485404743	2.08014958272103	5.01515797041056	4.48412055622659
210	10.8728234286949	4.91579341763796	2.12717657130505	5.0622928773086	4.44094773085799
213.5	10.8260033621974	4.89121894937784	2.17399663780256	5.10872973797477	4.39843723185661
217	10.7793974814635	4.86752614910493	2.22060251853655	5.15457774486913	4.35658137226819
220.5	10.7330147074892	4.84467845704077	2.26698529251076	5.19967306752955	4.31535134856231
224	10.6868592433048	4.82266817695229	2.3131407566952	5.24412494210077	4.27474679202393
227.5	10.6409343831457	4.80148626640038	2.35906561685429	5.2879810529279	4.23476586744443
231	10.5952421017917	4.78112541216735	2.40475789820827	5.33125782711128	4.19540829228382
234.5	10.5497883034854	4.7615535846486	2.45021169651461	5.37394905718957	4.15664961122983
238	10.5045825762428	4.74271525619421	2.49541742375717	5.41602473574227	4.11844236197176
241.5	10.4596232489954	4.72460836727193	2.5403767510046	5.45745788421975	4.08079095513122
245	10.4149127398374	4.70720517513257	2.58508726016262	5.498193685213	4.04367462811086
248.5	10.3704531865783	4.69047472561337	2.62954681342167	5.53815617172751	4.0070692937207
252	10.3262501840492	4.67440927469796	2.6737498159508	5.57757899165481	3.97097502078675
255.5	10.2823054958839	4.65896933838994	2.71769450411613	5.61633118020461	3.93535892371622
259	10.2386224079695	4.64412204190325	2.76137759203054	5.65439523819175	3.90019504263652
262.5	10.1952046846321	4.62983225511667	2.8047953153679	5.691762090681	3.86545514185312
266	10.1520565949818	4.61609033899714	2.84794340501817	5.72848561425674	3.83113624906019
269.5	10.1091830474703	4.60289620606258	2.89081695252971	5.76465093771235	3.7972448232327
