Time	sp_0	sp_1	sp_6	sp_4	sp_2
0	13	10	0	0	10
3.5	12.9999040270425	9.77902969047817	9.59729575398092E-05	0.0149110983828787	9.77902934492103
7	12.9992713132624	9.5702322725857	0.000728686737556187	0.0559117632277932	9.57022713415493
10.5	12.997666358922	9.37241868431211	0.00233364107796383	0.118078556720261	9.37239395368804
14	12.9947480309498	9.18456312510204	0.0052519690502011	0.19727109321569	9.18448865341998
17.5	12.9902535479495	9.00577666902849	0.00974645205055272	0.290003800750374	9.00560337709475
21	12.9839869658291	8.8352885973417	0.0160130341709022	0.393354782642995	8.83494588807986
24.5	12.975808102302	8.67242769302683	0.0241918976980268	0.504878426598684	8.67182174278988
28	12.9656241841417	8.51660824323355	0.0343758158583222	0.622539565930258	8.5156209589395
31.5	12.9533799898549	8.36731666543994	0.0466200101451369	0.744638896371154	8.36580542358004
35	12.9390483182494	8.22409665074471	0.0609516817506214	0.869738965845811	8.2218947937857
38.5	12.9226243720107	8.08653902073362	0.0773756279893309	0.996619357934984	8.08345671283826
42	12.9041348778743	7.95429447074594	0.0958651221257335	1.12434684304138	7.95011839921203
45.5	12.8836189390326	7.82704486695913	0.116381060967375	1.25212741926794	7.82153968692474
49	12.8611249631623	7.70449794622438	0.138875036837732	1.37928223994053	7.69740782511118
52.5	12.8367195107425	7.58640335398514	0.163280489257544	1.50531997477381	7.57745256076453
56	12.8104787003482	7.47253838433139	0.189521299651846	1.62986912152033	7.46143250534975
59.5	12.7824786512562	7.36269203591299	0.217521348743786	1.7526025744843	7.34911990407974
63	12.752799630437	7.25667195621958	0.247200369563048	1.8732684404556	7.24030706187493
66.5	12.7215336006865	7.15431582736158	0.27846639931352	1.99174268347454	7.13481690972662
70	12.6887672920878	7.05546550081663	0.311232707912173	2.10790530266709	7.03247850645331
73.5	12.654584219803	6.95997009919265	0.345415780197009	2.22165275297985	6.93312983413303
77	12.6190649085163	6.86768882557275	0.380935091483747	2.33289095856214	6.83662081191313
80.5	12.5822831309417	6.77848374535037	0.417716869058264	2.44151011965111	6.74280606843519
84	12.5443032293233	6.69221539606909	0.455696770676672	2.54736419109732	6.65154061526568
87.5	12.5051922949052	6.60875760778536	0.494807705094759	2.65036346369678	6.56269348912287
91	12.4650358633323	6.52801602684919	0.534964136667722	2.75059601768169	6.47616470720194
94.5	12.4239094177919	6.44989291552701	0.576090582208096	2.84810423099982	6.39185258259903
98	12.3818892221759	6.37429976479961	0.618110777824151	2.9429682803219	6.30966521802247
101.5	12.3390529958646	6.30115755770615	0.660947004135416	3.03531035025243	6.22952058888937
105	12.2954803471493	6.23039674195428	0.704519652850702	3.12529695543944	6.1513463591699
108.5	12.251242669735	6.1619462679343	0.748757330265043	3.21305683163982	6.07507055593184
112	12.2064060591138	6.09573613799064	0.793593940886185	3.29870315341645	6.00062353926856
115.5	12.1610411039573	6.03170709018387	0.838958896042658	3.38241084051849	5.9279459366464
119	12.115217270342	5.96980429340013	0.884782729657974	3.46437040852095	5.85698321077128
122.5	12.0690028143766	5.90997677951102	0.930997185623363	3.54478611786996	5.78768502361783
126	12.0224635132656	5.852175807173	0.977536486734385	3.62386441546537	5.7200036803502
129.5	11.9756235753162	5.79631902813141	1.02437642468376	3.70149164695785	5.65386312120479
133	11.9284978164228	5.7423190921007	1.07150218357725	3.77749727838037	5.58918341005152
136.5	11.8811012302452	5.69009181120497	1.11889876975477	3.8517313894641	5.52588761895795
140	11.8334357686288	5.63954371810082	1.16656423137117	3.92395493141814	5.46389096589658
143.5	11.7854891544664	5.59057050373902	1.21451084553355	3.99382884055664	5.40309932236449
147	11.7372523603834	5.5430750373391	1.26274763961658	4.061057014581	5.34342542986538
150.5	11.6889096101903	5.49716637906771	1.31109038980975	4.12695139666752	5.28496879425965
154	11.6405336876513	5.45284085983611	1.35946631234871	4.19191058893833	5.22772768423106
157.5	11.5920175219569	5.40991139424638	1.40798247804309	4.25484632908933	5.17153573345149
161	11.5434723810359	5.36842185333398	1.45652761896411	4.31652893400923	5.11643457997299
164.5	11.495027774302	5.32843815694985	1.504972225698	4.37789097732475	5.06248602357003
168	11.4465064766744	5.28970883485746	1.55349352332563	4.43726899523206	5.00946680583092
171.5	11.397970093403	5.25223506572135	1.60202990659698	4.49504659072567	4.95738111076674
175	11.3495308163204	5.2160737802202	1.65046918367964	4.55205073196719	4.90628351831279
178.5	11.301170713574	5.18114852090032	1.69882928642596	4.6080089694734	4.85610892535443
182	11.2529076840545	5.14742272619977	1.74709231594555	4.66296061891898	4.80682823489136
185.5	11.2047516256695	5.11485344239445	1.79524837433047	4.716880314904	4.75840673571804
189	11.1567055299994	5.08339309911182	1.84329447000055	4.76969673837543	4.7108059402047
192.5	11.1087827263763	5.05300739944918	1.89121727362373	4.82143805528727	4.66399940938392
196	11.0610145675995	5.02368300694918	1.93898543240054	4.87229386969221	4.61797951119951
199.5	11.0134168132827	4.99539214815232	1.98658318671726	4.92232572362635	4.57272588763447
203	10.9659767605206	4.96807811671359	2.03402323947943	4.97134578741142	4.52819228563975
206.5	10.9186986223852	4.94170453096204	2.08130137761479	5.01932652152549	4.48435081960833
210	10.87163077405	4.91628452613616	2.12836922595001	5.06664571058375	4.44121808050086
213.5	10.8248065519814	4.89181672659835	2.17519344801857	5.11355078261256	4.39879771059094
217	10.7781937522539	4.86822984646136	2.22180624774606	5.15969544307128	4.35703055180787
220.5	10.7317643008243	4.84545876083613	2.26823569917567	5.20477665627167	4.31586303943664
